2467.26066981,936276.631013,64.0055480451,956902.407557
2467.2811023,935538.136139,64.0055480451,956902.181275
2467.30153458,933710.168609,64.0055480451,956902.054449
2467.32196707,931383.681063,64.0055480451,956902.00936
2467.34239935,929959.116151,64.0055480451,956902.028293
2467.36283174,927817.491889,64.0055480451,956902.093531
2467.38326422,926698.246682,64.0055480451,956902.187358
2467.40369661,925609.762249,64.0055480451,956902.292057
2467.42412889,923866.687589,64.0055480451,956902.389911
2467.44456137,938136.819659,64.0055480451,956902.463205
2467.46499365,940239.837792,64.0055480451,956902.494222
2467.48542603,938952.6338,64.0055480451,956902.470259
2467.50585851,939314.148375,64.0055480451,956902.399411
2467.5262908,938270.921523,64.0055480451,956902.295165
2467.54672328,936537.955265,64.0055480451,956902.171005
2467.56715565,932884.084962,64.0055480451,956902.040418
2467.58758793,929984.791336,64.0055480451,956901.91689
2467.60802041,929663.074047,64.0055480451,956901.813905
2467.62845279,929243.550956,64.0055480451,956901.744951
2467.64888517,927133.626944,64.0055480451,956901.723514
2467.66931754,926499.562681,64.0055480451,956901.763078
2467.68974992,939626.195958,64.0055480451,956901.871922
2467.71018229,938797.88423,64.0055480451,956902.035921
2467.73061467,937397.216196,64.0055480451,956902.234929
2467.75104704,936981.948144,64.0055480451,956902.448801
2467.77147952,936789.457766,64.0055480451,956902.657391
2467.79191189,934258.26322,64.0055480451,956902.840551
2467.81234416,929993.614097,64.0055480451,956902.978137
2467.83277664,929123.76515,64.0055480451,956903.050003
2467.85320901,928493.9185,64.0055480451,956903.036003
2467.87364128,928216.814905,64.0055480451,956902.915991
2467.89407375,924505.471767,64.0055480451,956902.678558
2467.91450612,923827.444396,64.0055480451,956902.351278
2467.93493839,934260.199538,64.0055480451,956901.972586
2467.95537086,934884.114364,64.0055480451,956901.580909
2467.97580323,933574.205026,64.0055480451,956901.214689
2467.9962355,934749.010443,64.0055480451,956900.912359
2468.01666796,932878.545233,64.0055480451,956900.712348
2468.03710033,934326.540964,64.0055480451,956900.653097
2468.0575327,936207.36287,64.0055480451,956900.773036
2468.07796506,934016.968304,64.0055480451,956901.110602
2468.09839733,933753.852905,64.0055480451,956901.68474
2468.11882979,929391.595857,64.0055480451,956902.424288
2468.13926216,928846.693208,64.0055480451,956903.232019
2468.15969452,927592.134131,64.0055480451,956904.01072
2468.18012688,935325.35252,64.0055480451,956904.663172
2468.20055925,934755.241622,64.0055480451,956905.092159
2468.22099161,934903.582169,64.0055480451,956905.200463
2468.24142397,933725.732871,64.0055480451,956904.890865
2468.26185633,932475.066881,64.0055480451,956904.066149
