5,59
87,94
137,150
163,167
186,188
252,286
383,386
415,416
448,478
523,524
543,574
625,639
646,666
687,702
745,762
802,808
829,859
894,908
936,955
986,1002
1017,1029
1043,1051
1307,1340
1412,1435
1489,1499
1508,1531
1586,1602
1621,1627
1754,1758
1770,1779
1794,1819
1825,1830
1840,1853
1861,1866
1925,1936
1945,1962
1968,1974
1995,2011
2065,2070
2083,2094
2105,2106
2123,2128
2144,2160
2165,2203
2241,2243
2265,2273
2278,2299
2319,2321
2326,2330
2340,2353
2359,2383
2393,2406
2416,2418
2475,2478
2485,2491
2508,2538
2577,2607
2660,2663
2725,2726
2737,2738
2754,2776
2787,2789
2859,2872
2884,2885
2929,2930
2952,2968
3042,3064
3151,3159
3250,3255
3288,3303
3313,3327
3353,3357
3444,3448
3516,3545
3561,3573
3577,3578
3604,3641
3712,3736
3773,3783
3812,3832
3841,3842
3856,3864
3895,3929
3981,4000
4009,4011
