2472.34829658,2472.38916107,249,251,ne
2472.55261913,2472.59348351,259,261,ne
2472.8591027,2472.89996717,274,276,ne
2475.10664581,2475.14751017,384,386,ab
2477.37461519,2477.41547945,495,497,ne
2486.97766758,2487.01853153,962,964,tf ab
2501.56597707,2501.60684056,1676,1678,tf
2504.14036948,2504.18123282,1802,1804,ne
2504.6511612,2504.69202453,1827,1829,tf ab
2506.8577798,2506.91907482,1935,1938,ab
2512.76251806,2512.80338125,2224,2226,ne
2514.96913008,2515.00999325,2332,2334,ne
2515.23474076,2515.27560392,2345,2347,ne
2516.70581475,2516.7466778,2417,2419,ne
2523.95902301,2523.99988624,2769,2771,ne
2524.5515385,2524.59240173,2798,2800,tf 
2526.77857993,2526.81944307,2907,2909,ab
2528.2292219,2528.27008504,2978,2980,tf
2528.6991482,2528.74001135,3001,3003,ne
2528.94432721,2528.98519036,3013,3015,ne
2529.94547472,2529.98633798,3062,3064,tf tb
2531.1509383,2531.19180157,3121,3123,ne
2535.31898535,2535.35984868,3325,3327,ne
2537.44387447,2537.50516946,3429,3432,tf
2542.5109262,2542.55178946,3677,3679,tf tb
2542.59265293,2542.6335163,3681,3683,ne
2543.20560364,2543.24646712,3711,3713,tf tb
2543.40992066,2543.47121574,3721,3724,ne
2543.67553279,2543.71639609,3734,3736,ne
2545.37136493,2545.41222837,3817,3819,ne
2546.39295153,2546.4338151,3867,3869,ne
