2469.14043061,2469.18129537,92,94,tf
2470.28464067,2470.32550527,148,150,tf
2470.63198974,2470.67285442,165,167,tf
2472.55262349,2472.59348788,259,261,tf tb
2472.79781041,2472.83867479,271,273,ne
2473.02256512,2473.10429395,282,286,ne
2475.74004824,2475.78091247,415,417,ab
2476.45517397,2476.51647042,450,453,tf tb
2476.94554559,2477.02727415,474,478,ne
2477.45634908,2477.49721333,499,501,ne
2478.6414119,2478.72314031,557,561,tf tb
2478.94789339,2478.98875768,572,574,ne
2480.33727516,2480.37813919,637,639,tf
2480.64375608,2480.6846203,652,654,tf tb
2480.78678048,2480.82764459,659,661,ne
2480.90937281,2480.95023691,665,667,ne
2481.62449458,2481.66535855,700,702,tf
2482.76868809,2482.80955222,756,758,tf tb
2482.87084825,2482.91171217,761,763,ne
2483.79028832,2483.83115241,806,808,tf
2484.52583997,2484.60756788,842,846,tf tb
2484.83231958,2484.87318352,857,859,ne
2485.79262187,2485.83348578,904,906,tf tb
2485.83348578,2485.87434978,906,908,ne
2486.69162748,2486.73249145,948,950,tf tb
2486.79378725,2486.83465111,953,955,ne
2487.75408765,2487.79495158,1000,1002,tf
2488.3057494,2488.34661311,1027,1029,tf
2488.7552512,2488.79611499,1049,1051,tf
2490.53282514,2490.57368877,1136,1138,ne
2490.7167118,2490.75757552,1145,1147,ne
2494.55789613,2494.59875973,1333,1335,tf tb
2494.63962342,2494.68048691,1337,1339,ne
2494.94610032,2494.986964,1352,1354,ne
2496.3354617,2496.37632514,1420,1422,tf tb
2496.60107458,2496.64193811,1433,1435,ne
2497.90870731,2497.94957071,1497,1499,tf 
2498.56252319,2498.60338666,1529,1531,tf
2499.9927444,2500.05403956,1599,1602,tf
2500.52396901,2500.56483254,1625,1627,tf
2503.20052171,2503.24138517,1756,1758,tf
2503.62958705,2503.6704504,1777,1779,tf
2504.18124231,2504.22210565,1804,1806,tf tb
2504.44685409,2504.48771743,1817,1819,ne
2504.67160241,2504.71246574,1828,1830,tf
2505.10066742,2505.14153074,1849,1851,tf tb
2505.4071423,2505.44800561,1864,1866,tf
2506.14268201,2506.18354531,1900,1902,ne
2506.83735808,2506.87822136,1934,1936,tf
2507.12340106,2507.16426444,1948,1950,tf tb
2507.36858073,2507.4094441,1960,1962,ne
2507.61376047,2507.65462374,1972,1974,tf
2508.10411978,2508.14498314,1996,1998,tf tb
2508.36973107,2508.41059433,2009,2011,ne
2509.575197,2509.61606034,2068,2070,tf
2510.06555602,2510.10641925,2092,2094,tf
2510.33116701,2510.37203024,2105,2107,ab
2510.76023096,2510.80109419,2126,2128,tf
2511.25058957,2511.29145289,2150,2152,tf tb
2511.41404253,2511.45490574,2158,2160,ne
2511.7205167,2511.78181151,2173,2176,ne
2511.84310632,2511.88396953,2179,2181,ne
2512.02699084,2512.06785405,2188,2190,ne
2512.29260166,2512.33346486,2201,2203,ne
2513.13029726,2513.17116055,2242,2244,tf ab
2513.70238198,2513.74324526,2270,2272,tf tb
2514.25403512,2514.2948982,2297,2299,tf
2514.90784601,2514.94870918,2329,2331,tf ab
2515.23475147,2515.27561464,2345,2347,tf tb
2515.33690939,2515.37777256,2350,2352,ne
2515.37777256,2515.41863572,2352,2354,ne
2515.6842464,2515.74554115,2367,2370,tf tb
2515.94985696,2516.0111517,2380,2383,ne
2516.37892024,2516.4197834,2401,2403,tf tb
2516.46064656,2516.50150972,2405,2407,ne
2516.7058256,2516.74668866,2417,2419,tf ab
2517.91128878,2517.95215203,2476,2478,tf
2518.17689924,2518.21776248,2489,2491,tf
2518.6468256,2518.68768865,2512,2514,tf tb
2518.89200446,2518.9328677,2524,2526,ne
2519.13718341,2519.17804655,2536,2538,ne
2520.11789896,2520.17919366,2584,2587,tf tb
2520.32221464,2520.36307788,2594,2596,ne
2520.52653042,2520.58782513,2604,2607,ne
2521.77285633,2521.81371946,2662,2664,tf ab
2523.06004531,2523.10090854,2725,2727,tf ab
2523.3052241,2523.34608733,2737,2739,tf ab
2524.04076069,2524.10205539,2773,2776,tf
2524.34723429,2524.38809732,2788,2790,tf ab
2526.02262334,2526.06348638,2870,2872,tf
2526.30866531,2526.34952845,2884,2886,ab
2527.22808618,2527.26894933,2929,2931,ab
2527.963623,2528.02491772,2965,2968,tf
2529.67987583,2529.72073899,3049,3051,tf tb
2529.94548647,2529.98634973,3062,3064,ne
2531.88648758,2531.94778235,3157,3160,tf ab
2533.84792128,2533.90921609,3253,3256,tf ab
2534.82863854,2534.86950176,3301,3303,tf
2535.31899729,2535.35986062,3325,3327,tf
2535.93194594,2535.97280917,3355,3357,tf
2537.7912244,2537.83208756,3446,3448,tf
2539.48705088,2539.52791428,3529,3531,tf tb
2539.73223089,2539.79352584,3541,3544,ne
2540.34518063,2540.38604394,3571,3573,tf
2540.46777058,2540.508634,3577,3579,ab
2541.20331066,2541.24417409,3613,3615,tf tb
2541.38719567,2541.42805901,3622,3624,ne
2541.71410251,2541.75496595,3638,3640,ne
2543.40993269,2543.45079608,3721,3723,tf tb
2543.67554483,2543.71640812,3734,3736,ne
2544.63583505,2544.67669857,3781,3783,tf
2545.63698942,2545.67785286,3830,3832,tf
2545.86173838,2545.90260193,3841,3843,ab
2546.27037315,2546.33166834,3861,3864,tf
2547.5984367,2547.63930011,3926,3928,tf tb
2548.94693322,2548.98779676,3992,3994,tf tb
2549.06952385,2549.1103875,3998,4000,ne
2549.31470535,2549.35556881,4010,4012,tf ab
