2468.81352667,2468.85439126,76,78,ne
2470.59113891,2470.6320035,163,165,ne
2472.06226335,2472.10312797,235,237,ne
2475.10666545,2475.14752983,384,386,ab
2476.72080706,2476.78210351,463,466,ne
2480.39858726,2480.45988346,640,643,ne
2481.60407858,2481.68580685,699,703,tf ab
2482.36006393,2482.40092808,736,738,ne
2483.81073697,2483.87203296,807,810,ab
2484.23980879,2484.30110474,828,831,ne
2487.75410489,2487.81540064,1000,1003,ab
2498.03131647,2498.09261171,1503,1506,ne
2502.91449723,2502.97579248,1742,1745,af ab
2504.22212492,2504.26298836,1806,1808,ne
2508.26759248,2508.30845564,2004,2006,ne
2511.04629329,2511.08715651,2140,2142,ab
2512.02701057,2512.06787378,2188,2190,ne
2512.76254828,2512.80341148,2224,2226,ab
2515.23477129,2515.27563446,2345,2347,ne
2527.45285317,2527.51414789,2940,2943,ne
2529.67989529,2529.76162171,3049,3053,ne
2531.64132773,2531.70262249,3145,3148,ne
2540.95814901,2541.019444,3601,3604,ne
2544.65628459,2544.6971481,3782,3784,ab
2545.39182648,2545.43268982,3818,3820,ne
2549.31472242,2549.35558587,4010,4012,tf
