2470.03945719,2470.08032182,136,138,tf ab
2470.2846449,2470.32550951,148,150,ne
2471.91922789,2471.96009252,228,230,tf tb
2472.00095695,2472.04182157,232,234,ne
2472.24614406,2472.30744083,244,247,tf ab
2474.24850309,2474.30979971,342,345,tf ab
2475.10665557,2475.14751995,384,386,ab
2475.74005324,2475.78091749,415,417,ab
2476.47561123,2476.51647554,451,453,ne
2483.83115849,2483.87202248,808,810,ne
2494.43531267,2494.47617627,1327,1329,ne
2500.25836474,2500.29922818,1612,1614,ne
2502.99621306,2503.03707653,1746,1748,ne
2505.71362562,2505.75448883,1879,1881,tf ab
2506.14269044,2506.18355374,1900,1902,ne
2507.61376902,2507.65463229,1972,1974,af tb
2507.65463229,2507.69549557,1974,1976,ne
2507.83851702,2507.87938029,1983,1985,ne
2508.28801305,2508.32887642,2005,2007,ne
2509.28916289,2509.35045786,2054,2057,tf ab
2509.5752057,2509.61606904,2068,2070,tf ab
2509.86124847,2509.90211171,2082,2084,ne
2513.70239095,2513.74325423,2270,2272,ne
2513.74325423,2513.78411742,2272,2274,ne
2514.70353918,2514.76483394,2319,2322,tf
2515.21432895,2515.2756237,2344,2347,tf ab
2515.72511855,2515.76598172,2369,2371,ne
2515.92943448,2515.97029765,2379,2381,ne
2516.46065569,2516.50151885,2405,2407,tf
2516.70583475,2516.7466978,2417,2419,tf ab
2517.19619262,2517.23705588,2441,2443,tf ab
2517.44137175,2517.4822348,2453,2455,ne
2520.60826603,2520.64912917,2608,2610,tf
2523.55041245,2523.59127558,2749,2751,ne
2523.79559135,2523.83645448,2761,2763,ne
2525.51184344,2525.55270648,2845,2847,ne
2527.45284314,2527.49370629,2940,2942,ne
2528.94434851,2528.98521166,3013,3015,ne
2529.18952744,2529.2303906,3025,3027,ne
2531.7230445,2531.76390758,3149,3151,ne
2534.09311018,2534.13397349,3265,3267,tf ab
2535.35987029,2535.40073351,3327,3329,ne
2535.56418652,2535.60504965,3337,3339,ne
2536.05454541,2536.09540855,3361,3363,tf
2540.36562192,2540.40648524,3572,3574,tf
2540.69252858,2540.75382356,3588,3591,tf tb
2540.77425512,2540.81511855,3592,3594,ne
2541.93886064,2541.97972399,3649,3651,tf
2542.5518111,2542.59267457,3679,3681,tf
2549.31471475,2549.37601008,4010,4013,tf ab
