2469.89640024,2469.97812954,129,133,tf ab
2470.28461398,2470.32547856,148,150,ab
2470.5910983,2470.63196287,163,165,ne
2470.83628568,2470.87715033,175,177,ne
2471.67400895,2471.71487337,216,218,ne
2475.10662156,2475.16791809,384,387,ab
2485.79258812,2485.83345201,904,906,ab
2486.32381864,2486.3646825,930,932,ne
2497.05053596,2497.09139957,1455,1457,ne
2498.74637086,2498.78723442,1538,1540,ab
2504.7328581,2504.77372132,1831,1833,ne
2505.14149135,2505.20278632,1851,1854,tf ab
2506.85774993,2506.91904494,1935,1938,tf ab
2510.06551585,2510.10637907,2092,2094,ne
2531.15090979,2531.19177307,3121,3123,ne
2531.51867861,2531.55954179,3139,3141,ne
2539.18053721,2539.22140051,3514,3516,ne
2541.20327216,2541.2441356,3613,3615,ne
2542.8173754,2542.85823879,3692,3694,tf
2545.37133956,2545.41220301,3817,3819,ne
2546.35206297,2546.39292645,3865,3867,tf ab
2546.59724386,2546.63810744,3877,3879,ab
