2473.39034253,2473.43120699,300,302,tf ab
2474.35065677,2474.41195338,347,350,ne
2475.10664809,2475.14751246,384,386,tf tb
2475.14751246,2475.20880902,386,389,ne
2475.96479968,2476.00566391,426,428,ab
2476.47560368,2476.51646799,451,453,ne
2476.6799253,2476.72078949,461,463,ne
2478.53924914,2478.58011335,552,554,ne
2479.92863155,2479.9694957,617,619,ab
2482.48263789,2482.54393395,742,745,ne
2484.07633455,2484.13763051,820,823,ne
2484.56670215,2484.6075662,844,846,ne
2485.62916457,2485.67002859,896,898,ab
2485.97650789,2486.01737189,913,915,ne
2486.87551352,2486.93680932,957,960,ab
2488.48963523,2488.53049903,1036,1038,ne
2489.1843198,2489.22518358,1070,1072,tf
2491.06405244,2491.12534801,1162,1165,ab
2492.57600908,2492.61687275,1236,1238,ne
2493.37285034,2493.41371408,1275,1277,ab
2494.92566787,2494.96653146,1351,1353,ab
2498.80770376,2498.90986244,1541,1546,tf ab
2499.25720201,2499.35936066,1563,1568,tf ab
2501.74987163,2501.79073503,1685,1687,tf
2502.95534168,2502.99620505,1744,1746,ne
2509.84080898,2509.94296707,2081,2086,ab
2510.6172105,2510.65807373,2119,2121,ab
2510.67850534,2510.71936857,2122,2124,tf tb
2512.0269919,2512.06785511,2188,2190,ne
2513.21202491,2513.25288801,2246,2248,ne
2513.49806725,2513.53893044,2260,2262,ne
2513.74324649,2513.78410967,2272,2274,ne
2514.72396306,2514.76482623,2320,2322,ne
2515.39820553,2515.47993187,2353,2357,ab
2517.42093247,2517.46179563,2452,2454,ab
2518.40164832,2518.46294304,2500,2503,tf tb
2518.60596416,2518.64682731,2510,2512,ne
2522.89659478,2522.93745802,2717,2719,ne
2530.53800526,2530.57886843,3091,3093,ne
2534.13396694,2534.17483015,3267,3269,tf ab
2537.07612052,2537.15784693,3411,3415,tf ab
2538.81280998,2538.87410491,3496,3499,tf ab
2540.46777421,2540.54950086,3577,3581,tf
2541.039861,2541.08072434,3605,3607,ne
2541.38719938,2541.42806272,3622,3624,ne
2544.14547793,2544.18634134,3757,3759,ab
2544.84015622,2544.94231489,3791,3796,tf ab
2545.12620033,2545.16706377,3805,3807,ne
2545.33051762,2545.37138096,3815,3817,ne
