2468.67048343,2468.71134812,69,71,ne
2472.06224594,2472.10311056,235,237,tf ab
2473.77855421,2473.81941864,319,321,tf ab
2474.04417299,2474.08503751,332,334,ab
2480.39856836,2480.43943239,640,642,ne
2482.36004474,2482.40090888,736,738,ne
2484.54626914,2484.60756507,843,846,ne
2485.79261912,2485.83348303,904,906,ab
2488.48963389,2488.5304977,1036,1038,ne
2490.79843672,2490.83930054,1149,1151,ab
2498.03129565,2498.09259089,1503,1506,ne
2500.74871594,2500.78957936,1636,1638,ne
2502.95533966,2502.99620303,1744,1746,tf
2504.71246397,2504.7533273,1830,1832,ab
2505.73404717,2505.79534213,1880,1883,ab
2508.10411821,2508.14498157,1996,1998,ne
2509.08483658,2509.12569983,2044,2046,ne
2511.02584059,2511.08713542,2139,2142,af ab
2512.74209554,2512.80339044,2223,2226,tf ab
2514.60137104,2514.64223422,2314,2316,ab
2514.72396057,2514.76482374,2320,2322,ab
2516.44021392,2516.48107708,2404,2406,tf ab
2516.91014034,2516.97143508,2427,2430,ab
2517.15531938,2517.21661411,2439,2442,ab
2517.42092989,2517.46179304,2452,2454,ne
2518.4016457,2518.44250885,2500,2502,ne
2518.62639301,2518.68768773,2511,2514,ne
2518.89200355,2518.9328668,2524,2526,ne
2519.32106677,2519.36192981,2545,2547,ne
2520.36307706,2520.4039402,2596,2598,tf ab
2520.85343482,2520.89429786,2617,2619,ne
2521.09861365,2521.13947689,2629,2631,ne
2523.55040238,2523.59126552,2749,2751,ne
2523.7955813,2523.83644443,2761,2763,ne
2531.1100869,2531.15094998,3119,3121,ne
2533.2758364,2533.3166995,3225,3227,ne
2537.05568579,2537.09654895,3410,3412,ab
2541.20331119,2541.24417462,3613,3615,ne
2541.91841993,2541.97971496,3648,3651,af ab
2548.82434361,2548.86520705,3986,3988,tb
2549.27384274,2549.3147064,4008,4010,ne
2549.3147064,2549.35556986,4010,4012,ne
2549.55988766,2549.60075133,4022,4024,tf tb
