2475.10662468,2475.1679212,384,387,tf ab
2477.70150757,2477.7423718,511,513,tf tb
2478.17144612,2478.23274243,534,537,ne
2479.41780389,2479.45866804,595,597,tf tb
2479.90817362,2479.94903785,616,618,tf
2483.19773121,2483.2385953,777,779,tf ab
2483.93328304,2483.9741469,813,815,tf ab
2488.48960571,2488.5304695,1036,1038,ne
2497.35701674,2497.39788025,1470,1472,tf
2499.84968864,2499.89055207,1592,1594,tf
2504.18120779,2504.22207113,1804,1806,ne
2508.10408471,2508.14494806,1996,1998,ne
2509.79990964,2509.86120449,2079,2082,ne
2511.80220766,2511.84307086,2177,2179,ne
2512.00652377,2512.06781857,2187,2190,ne
2513.27328295,2513.31414614,2249,2251,tf ab
2513.62062012,2513.6614832,2266,2268,ne
2516.46061082,2516.50147398,2405,2407,ab
2517.03269508,2517.07355823,2433,2435,ne
2517.95211624,2517.99297929,2478,2480,ne
2519.62750539,2519.66836853,2560,2562,ne
2521.58893643,2521.62979947,2653,2655,ne
2522.79439908,2522.83526222,2712,2714,ne
2529.67984052,2529.72070368,3049,3051,ne
2531.64127332,2531.70256809,3145,3148,ne
2534.58342457,2534.62428779,3289,3291,ne
2536.97392464,2537.014788,3406,3408,tf ab
2537.85248517,2537.89334845,3449,3451,
2539.48701708,2539.52788049,3529,3531,ne
2543.40989977,2543.45076317,3721,3723,ne
2545.37134453,2545.41220798,3817,3819,ne
2546.76070284,2546.82199817,3885,3888,tf ab
2548.31351666,2548.35438019,3961,3963,ne
2549.47812832,2549.5189918,4018,4020,tf ab
