2468.62962821,2468.6704928,67,69,ne
2468.87481632,2468.915681,79,81,ne
2472.06225534,2472.10311996,235,237,ne
2472.79781653,2472.83868091,271,273,ne
2473.53337687,2473.57424142,307,309,ne
2473.77856361,2473.81942804,319,321,ne
2475.10665686,2475.1883856,384,388,ab
2475.94437614,2475.98524047,425,427,tb
2475.98524047,2476.02610489,427,429,ne
2478.58012191,2478.64141822,554,557,ne
2479.90820784,2479.94907209,616,618,ne
2480.37814554,2480.43944174,639,642,ne
2481.62450097,2481.66536494,700,702,tf
2482.31919,2482.36005405,734,736,ne
2482.36005405,2482.40091819,736,738,ne
2484.56671027,2484.60757432,844,846,ne
2485.79262834,2485.83349224,904,906,tf ab
2486.01737989,2486.05824379,915,917,ne
2487.75409414,2487.79495807,1000,1002,tf ab
2488.48964302,2488.53050682,1036,1038,ne
2491.26837853,2491.30924233,1172,1174,ne
2491.92219769,2491.96306137,1204,1206,ne
2492.96422129,2493.00508494,1255,1257,tf ab
2493.57717592,2493.61803955,1285,1287,ab
2496.92798942,2497.00971646,1449,1453,af ab
2499.78843369,2499.84972885,1589,1592,ne
2501.95419503,2502.03592181,1695,1699,af ab
2502.30153391,2502.34239739,1712,1714,ne
2503.32311833,2503.36398159,1762,1764,tf ab
2503.50700343,2503.54786668,1771,1773,ab
2503.69088851,2503.73175196,1780,1782,ne
2504.18124874,2504.22211208,1804,1806,ne
2505.01894719,2505.05981041,1845,1847,tf tb
2505.10067383,2505.16196881,1849,1852,ne
2505.16196881,2505.22326378,1852,1855,ne
2508.10412612,2508.14498948,1996,1998,ne
2509.08484441,2509.12570765,2044,2046,ne
2510.06556231,2510.10642554,2092,2094,ne
2511.18930101,2511.23016432,2147,2149,ne
2513.31418789,2513.37548267,2251,2254,ne
2514.94871531,2515.01001006,2331,2334,ab
2515.70468397,2515.74554724,2368,2370,ne
2517.07360003,2517.11446328,2435,2437,ne
2517.17575801,2517.21662116,2440,2442,ne
2517.42093691,2517.46180006,2452,2454,ne
2519.13718936,2519.1780525,2536,2538,ne
2519.62754712,2519.66841026,2560,2562,ne
2521.1394835,2521.2007782,2631,2634,ne
2523.30522984,2523.36652464,2737,2740,ne
2523.55040872,2523.59127185,2749,2751,ne
2527.00334433,2527.04420757,2918,2920,tf ab
2531.15095538,2531.19181865,3121,3123,ab
2531.29397657,2531.35527133,3128,3131,ne
2531.53915571,2531.58001889,3140,3142,ne
2531.62088216,2531.68217692,3144,3147,ne
2533.3575679,2533.3984311,3229,3231,ne
2534.82864357,2534.86950678,3301,3303,ne
2535.07382296,2535.13511779,3313,3316,ne
2535.31900228,2535.35986561,3325,3327,ne
2539.48705556,2539.52791896,3529,3531,ne
2540.46777518,2540.50863859,3577,3579,ab
2544.84015649,2544.88102001,3791,3793,ne
2545.37138114,2545.41224458,3817,3819,ne
2549.06952772,2549.11039136,3998,4000,ne
2549.5803222,2549.62118586,4023,4025,ab
