0,Cluster_Name,UCAC4,RAJ2000,e_RAJ2000,DEJ2000,e_DEJ2000,ePos,EpRA,EpDE,f.mag,a.mag,e_a.mag,of,db,Na,Nu,Nc,pmRA,e_pmRA,pmDE,e_pmDE,Jmag,e_Jmag,q_Jmag,Hmag,e_Hmag,q_Hmag,Kmag,e_Kmag,q_Kmag,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,g,c,H,A,b,h,Z,B,L,N,S,OutFlag,P_M1,P_M2_kinem,P_M2_join,P_M3,ClassM1,ClassM2,ClassM3
413,Ruprecht_147,369-165990,289.256,62,-16.3801,29,71,1997.44,1997.44,14.64,14.617,0.04,0,0,2,2,3,-3.4,7,-0.1,3.3,13.016,0.03,5,12.463,0.02,5,12.391,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
414,Ruprecht_147,369-165991,289.26,66,-16.3424,66,109,1991.37,1991.09,14.47,15.839,-9999.99,0,0,1,1,3,17.6,4.6,-7.6,4.6,14.958,0.05,25,14.526,0.07,25,14.396,0.07,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,0.11,0,0,0,0,0
415,Ruprecht_147,369-165992,289.26,25,-16.3072,16,31,1996.6,1998.55,12.777,12.767,0.06,0,0,4,4,3,-3.3,2.6,-3.4,2.5,10.073,0.02,5,9.257,0.02,5,9.039,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
416,Ruprecht_147,369-165993,289.261,79,-16.2754,64,136,1983.79,1989.07,15.998,16.031,0.36,0,0,2,2,3,4.2,4.9,6.2,4.2,14.82,0.03,5,14.501,0.05,5,14.277,0.07,5,16.753,6,16.118,13,16.48,1,16.012,1,15.619,40,0,4,0,0,0,0,0,0,0,1,1,0,0,0.98,0.98,0,0,1,0
417,Ruprecht_147,369-165994,289.263,46,-16.2593,34,63,1993.33,1996.38,14.936,15.013,0.07,0,0,2,2,3,-8.2,3.6,-3.5,3.4,13.154,0.03,5,12.58,0.03,5,12.488,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
418,Ruprecht_147,369-165995,289.263,77,-16.3877,77,131,1991.36,1991.36,15.727,16.319,-9999.99,8,0,1,1,2,34,6,94.3,6,14.798,0.07,25,14.448,0.08,25,14.326,0.07,5,16.297,6,15.485,1,15.949,1,14.897,1,14.885,18,0,4,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0
419,Ruprecht_147,369-165997,289.263,45,-16.2201,47,72,1993.83,1993.21,15.306,15.266,0.04,0,0,2,2,3,6.8,3.6,3.5,3.6,13.815,0.03,5,13.374,0.03,5,13.282,0.03,5,16.332,1,15.508,10,15.817,3,15.215,10,15.08,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
420,Ruprecht_147,369-165998,289.263,36,-16.3097,48,66,1996.02,1992.91,15.105,15.076,0.16,0,34,2,2,3,3.4,3.4,-1.8,3.6,13.772,0.02,5,13.46,0.03,5,13.427,0.03,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0
421,Ruprecht_147,369-165999,289.264,24,-16.3035,18,30,1997.89,1998.76,13.709,13.678,0.08,0,0,4,4,3,1.7,3,0.8,3,11.743,0.02,5,11.159,0.02,5,11.052,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
422,Ruprecht_147,369-166000,289.264,22,-16.2067,19,29,1998,1998.53,13.891,13.803,0.11,0,0,4,4,3,-6.6,2.7,-11.3,2.8,12.425,0.02,5,12.092,0.02,5,11.995,0.02,5,14.747,4,13.947,5,14.303,1,13.744,3,13.347,28,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
423,Ruprecht_147,369-166001,289.265,86,-16.2151,100,255,1983.15,1977.73,16.403,15.939,-9999.99,0,0,1,1,2,-13,6.3,2,8.6,14.738,0.03,5,14.286,0.05,5,14.313,0.07,5,16.869,10,16.183,1,16.471,1,15.925,1,15.737,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0.99,1,0,0,1,0
424,Ruprecht_147,369-166002,289.265,58,-16.3902,57,88,1995.06,1995.32,15.834,16.014,0.16,0,0,2,2,2,-4.6,5.3,-7,5.2,14.511,0.04,25,14.172,0.05,25,14.064,0.07,25,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
425,Ruprecht_147,369-166003,289.266,68,-16.2574,66,117,1988.36,1988.95,16.053,16.06,0.38,0,0,2,2,3,-3.1,4.4,-3.9,4.3,14.944,0.04,5,14.592,0.06,5,14.62,0.09,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,0
426,Ruprecht_147,369-166004,289.266,71,-16.3123,45,110,1984.63,1993.81,15.035,15.4,0.21,0,0,2,2,3,0.3,4.5,-6.2,3.6,13.653,0.03,5,13.229,0.03,5,13.115,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
427,Ruprecht_147,369-166005,289.266,76,-16.2481,73,146,1984.37,1985.25,15.977,16.212,0.18,0,0,2,2,3,2.1,4.8,0.5,4.6,14.65,0.04,5,14.282,0.05,5,14.145,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
428,Ruprecht_147,369-166006,289.268,24,-16.2344,24,34,1998.4,1998.4,14.111,14.037,0.13,0,0,4,4,3,-3.3,3.3,-9.2,3.3,11.904,0.02,5,11.217,0.02,5,11.081,0.02,5,15.617,4,14.314,5,14.919,2,13.853,1,13.449,2,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
429,Ruprecht_147,369-166007,289.268,17,-16.3885,15,24,1996.68,1996.44,11.021,11.004,0.02,0,0,4,4,6,-0.1,1.8,-26.6,1.4,9.932,0.02,5,9.728,0.03,5,9.666,0.02,5,11.648,3,11.046,4,11.316,3,10.921,1,10.646,29,0,2,0,1,0,0,0,0,0,1,1,0,0.94,0.01,0.01,0.97,1,0,1
430,Ruprecht_147,369-166008,289.271,27,-16.2283,29,41,1997.7,1997.39,14.707,14.633,0.13,0,0,3,3,3,-0.8,3.3,2.8,3.3,13.587,0.02,5,13.358,0.02,5,13.257,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
431,Ruprecht_147,369-166009,289.271,50,-16.2522,49,80,1992.54,1992.51,15.584,15.28,0.19,0,0,2,2,3,-6.7,3.7,-8.1,3.6,13.5,0.03,5,12.949,0.02,5,12.845,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
432,Ruprecht_147,369-166010,289.271,70,-16.2348,98,221,1987.45,1975.03,16.087,16.075,0.2,0,0,2,2,3,-6.7,4.5,-10.8,7.1,14.678,0.03,5,14.358,0.04,5,14.199,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
433,Ruprecht_147,369-166011,289.272,68,-16.3397,67,126,1986.43,1986.67,15.736,15.567,0.1,0,0,2,1,3,-7,4.4,-1.9,4.3,14.228,0.03,5,13.781,0.04,5,13.685,0.04,5,16.728,5,15.732,7,16.129,5,15.574,11,15.368,6,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
434,Ruprecht_147,369-166012,289.273,93,-16.2651,86,194,1980.11,1982.95,16.34,16.284,-9999.99,0,0,1,1,3,-8.8,5.9,-8.3,5.3,15.112,0.04,5,14.928,0.07,5,14.953,0.11,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
435,Ruprecht_147,369-166013,289.273,70,-16.2564,73,133,1986.43,1986.3,15.574,15.987,-9999.99,0,0,1,1,3,-11,4.5,-20.8,4.6,14.515,0.04,5,14.02,0.05,5,13.991,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.33,0,0.01,0,0,0
436,Ruprecht_147,369-166014,289.274,51,-16.2322,32,63,1997,1996.83,14.736,14.751,0.05,0,0,2,2,3,-6.5,5.5,1.4,3.3,13.402,0.03,5,13.046,0.02,5,13.013,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
437,Ruprecht_147,369-166015,289.274,72,-16.3979,72,133,1986.69,1986.54,16.105,16.177,0.45,0,0,2,2,3,7.3,4.5,-11.5,4.5,15.036,0.05,5,14.628,0.06,5,14.545,0.08,5,17.019,9,16.299,4,16.52,1,16.053,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.94,0.91,0,0,1,0
438,Ruprecht_147,369-166016,289.275,44,-16.3122,83,153,1994.11,1978.52,15.402,15.086,0.25,0,34,2,2,3,-4.6,3.5,0.6,5.6,13.389,0.03,5,12.872,0.03,5,12.765,0.03,5,16.415,5,15.324,2,15.77,12,14.991,2,14.448,22,0,3,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0
439,Ruprecht_147,369-166018,289.277,60,-16.2918,107,158,1991.18,1986.1,15.325,16.078,0.3,0,0,2,2,3,-6.5,4.2,6,6.7,14.241,0.03,5,13.665,0.03,5,13.529,0.04,5,17.344,17,16.375,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
440,Ruprecht_147,369-166019,289.277,98,-16.377,61,240,1973.88,1993.24,14.726,15.597,0.9,0,0,2,2,3,14.3,8,0.4,4.7,14.413,0.04,5,13.962,0.04,5,13.908,0.05,5,16.029,7,15.129,8,15.533,6,14.909,6,14.568,5,0,4,0,0,0,0,0,0,0,3,1,0,0,0.6,0,0,0,0,0
441,Ruprecht_147,369-166020,289.277,50,-16.3202,46,75,1993.47,1994.34,15.717,15.769,0.29,0,0,2,2,3,9,3.8,-21.3,3.7,13.022,0.03,5,12.364,0.03,5,12.153,0.02,5,17.613,1,16.104,1,16.825,7,15.597,1,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,3,1,0,0,0.09,0,0,0,0,0
442,Ruprecht_147,369-166021,289.278,50,-16.2965,34,68,1991.89,1996.46,14.545,14.725,0.08,0,0,3,2,3,0.8,3.6,5.7,3.3,13.061,0.03,5,12.535,0.03,5,12.45,0.03,5,15.855,4,14.825,12,15.272,2,14.523,3,14.299,9,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
443,Ruprecht_147,369-166022,289.278,69,-16.2755,92,165,1987.56,1981.32,16.175,16.039,0.33,0,0,2,2,3,1.2,4.4,2.3,5.7,14.786,0.04,5,14.449,0.04,5,14.39,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
444,Ruprecht_147,369-166023,289.279,62,-16.2195,62,108,1988.95,1988.9,15.427,16.029,0.43,0,0,2,2,3,7.4,4.1,-4.6,4.1,14.335,0.02,5,13.886,0.04,5,13.868,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
445,Ruprecht_147,369-166025,289.281,51,-16.205,51,82,1992.31,1992.23,15.247,15.732,0.5,0,0,2,2,3,-10.5,3.8,-2.7,3.7,13.573,0.03,5,12.964,0.03,5,12.795,0.03,5,16.567,6,15.559,1,16.06,5,15.196,1,14.854,31,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
446,Ruprecht_147,369-166026,289.281,38,-16.2812,19,43,1998.3,1998.46,13.509,13.458,0.09,0,0,4,4,3,1.6,5.5,-7.3,2.9,11.499,0.03,5,10.909,0.02,5,10.76,0.02,5,14.986,4,13.715,3,14.33,2,13.311,3,12.766,24,0,3,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
447,Ruprecht_147,369-166027,289.281,125,-16.2142,76,204,1983.32,1986.28,16.305,16.038,-9999.99,0,0,1,1,3,-16.2,7.7,-2,4.7,14.606,0.03,5,14.096,0.04,5,13.965,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
448,Ruprecht_147,369-166028,289.283,118,-16.2043,74,181,1986.73,1986.71,15.558,15.731,-9999.99,0,0,1,1,3,0.7,7.5,-2.3,4.6,14.266,0.04,5,13.682,0.05,5,13.552,0.03,5,16.931,1,16.14,1,-9999.99,-9999.99,15.515,6,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
449,Ruprecht_147,369-166029,289.285,79,-16.3528,43,115,1986.28,1994.31,15.216,15.34,0.21,0,0,2,2,3,1.1,5.1,-5,3.6,13.942,0.03,5,13.612,0.04,5,13.556,0.04,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0
450,Ruprecht_147,369-166030,289.285,77,-16.2319,87,148,1984.2,1991.85,15.682,15.967,0.29,0,0,2,2,3,-10.4,4.9,1.2,6.2,14.138,0.03,5,13.661,0.03,5,13.597,0.04,5,16.469,8,15.483,0,16.087,1,15.194,1,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
451,Ruprecht_147,369-166032,289.286,48,-16.2296,49,76,1993.86,1993.79,15.404,15.515,0.24,0,0,2,2,3,-1.9,3.8,-3.8,3.8,13.524,0.03,5,12.84,0.03,5,12.69,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
452,Ruprecht_147,369-166033,289.287,51,-16.2345,54,85,1992.55,1991.73,15.299,15.557,0.17,0,0,2,2,3,0.4,3.8,-8.3,3.8,13.7,0.03,5,13.099,0.02,5,13.042,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
453,Ruprecht_147,369-166035,289.287,96,-16.3769,138,297,1977.79,1977.6,15.903,16.285,-9999.99,0,0,1,1,3,1,6.3,-13.9,9,15.088,0.05,5,14.787,0.07,5,14.681,0.09,5,16.764,11,15.861,5,16.262,1,15.663,10,15.427,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0.99,0.97,0,0,1,0
454,Ruprecht_147,369-166036,289.288,32,-16.3524,32,47,1996.72,1996.89,14.544,14.451,0.07,0,0,3,3,3,1,3.3,-2.8,3.3,12.466,0.03,5,11.788,0.03,5,11.668,0.02,5,15.558,3,14.488,5,14.964,3,14.164,7,13.653,23,0,3,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0
455,Ruprecht_147,369-166037,289.288,93,-16.3703,93,302,1974.58,1974.58,16.06,15.895,-9999.99,0,0,1,1,3,21.7,7.6,-11.3,7.6,14.636,0.04,5,14.398,0.05,5,14.343,0.08,5,16.911,11,16.184,1,16.382,4,15.951,14,15.701,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0.01,0,0,0,0,0
456,Ruprecht_147,369-166038,289.289,28,-16.3075,25,38,1997.58,1998.18,14.238,14.353,0.09,0,0,4,4,3,-5,3.3,-5.2,3.3,12.618,0.03,5,12.028,0.02,5,12.02,0.02,5,15.714,4,14.565,8,15.095,2,14.255,6,13.764,19,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
457,Ruprecht_147,369-166039,289.29,28,-16.3443,28,41,1997.52,1997.52,14.802,14.767,0.08,0,0,3,3,3,1.8,3.3,-10.1,3.3,13.455,0.02,5,13.181,0.02,5,13.117,0.04,5,15.607,3,14.898,3,15.196,3,14.644,7,14.481,16,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
458,Ruprecht_147,369-166040,289.29,76,-16.3765,66,131,1985.55,1988.91,15.84,15.995,0.04,0,0,2,2,3,1.2,4.8,-0.2,4.3,14.798,0.03,5,14.365,0.06,5,14.154,0.06,5,17.18,14,16.332,1,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
459,Ruprecht_147,369-166042,289.293,52,-16.2896,47,79,1992.44,1993.91,15.56,15.419,0.08,0,0,2,2,3,16.1,3.8,-7.5,3.7,13.177,0.03,5,12.538,0.03,5,12.41,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.25,0,0,0,0,0
460,Ruprecht_147,369-166043,289.295,83,-16.2853,50,155,1978.69,1992.49,15.559,15.418,0.09,0,0,2,2,3,-1.6,5.6,-4.6,3.7,13.474,0.03,5,12.814,0.02,5,12.736,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
461,Ruprecht_147,369-166044,289.295,35,-16.2494,60,85,1996.03,1988.01,14.813,14.666,0.14,0,0,2,2,3,-2.1,3.4,-0.3,4,13.538,0.03,5,13.199,0.03,5,13.078,0.03,5,15.606,7,14.871,6,15.177,2,14.693,7,14.522,2,0,4,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,0
462,Ruprecht_147,369-166045,289.296,56,-16.3096,57,93,1991.53,1991.3,15.953,15.858,0.07,0,0,2,2,3,0,4,-1.6,4,14.275,0.03,5,13.888,0.05,5,13.847,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
463,Ruprecht_147,369-166046,289.296,101,-16.2381,101,249,1977.9,1977.48,16.341,-9999.99,-9999.99,0,0,1,1,3,5.6,6.5,-6.9,6.5,15.373,0.05,5,15.084,0.08,5,15.014,0.1,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
464,Ruprecht_147,369-166048,289.297,97,-16.3383,93,181,1990.78,1983.69,16.128,16.162,0.1,0,0,2,2,3,6.1,7.1,-11.5,6.4,14.113,0.03,25,13.549,0.99,2,13.469,0.99,2,16.686,7,15.86,3,16.267,5,15.647,7,15.335,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0.96,0.95,0,0,1,0
465,Ruprecht_147,369-166049,289.297,33,-16.3287,87,99,1996.58,1995.85,14.659,14.48,0.13,0,35,3,3,3,-1.4,3.4,-24.7,8.1,12.806,0.03,4,12.226,0.03,5,12.108,0.03,5,15.706,1,14.593,6,15.134,2,14.264,2,13.821,22,0,3,0,0,0,0,0,0,0,8,8,0,0.94,0.03,0.03,0.93,1,0,1
466,Ruprecht_147,369-166050,289.297,59,-16.3689,66,112,1989.3,1986.93,15.678,15.625,0.18,0,0,2,2,3,-9.5,4,0.9,4.2,14.585,0.04,5,14.327,0.06,5,14.216,0.08,5,16.533,7,15.766,9,16.252,21,15.548,9,15.531,1,0,4,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0
467,Ruprecht_147,369-166051,289.298,60,-16.2424,52,92,1991.26,1991.99,15.526,15.563,0.18,0,0,2,2,3,-1.4,4.2,-3.9,3.8,13.65,0.03,5,13.163,0.03,5,13.042,0.03,5,16.977,12,15.795,1,16.218,1,15.402,1,14.801,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
468,Ruprecht_147,369-166052,289.299,41,-16.3213,38,60,1995.74,1995.36,14.822,14.741,0.05,0,0,2,2,3,-11.8,3.8,-4.3,3.4,13.392,0.03,5,13.009,0.02,5,12.934,0.03,5,15.763,4,14.922,5,15.27,5,14.698,3,14.266,27,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
469,Ruprecht_147,369-166053,289.3,100,-16.3111,177,283,1980.93,1984.5,16.372,15.967,0.07,0,0,2,1,3,-19.5,6,14,10.4,15.183,0.04,5,14.767,0.08,5,14.713,0.11,6,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,1,1,0,0,0.03,0,0,0,0,0
470,Ruprecht_147,369-166054,289.301,39,-16.3814,34,55,1996.5,1996.32,14.836,14.844,0.05,0,0,2,2,3,-0.7,4,-16.9,3.4,13.463,0.99,2,13.136,0.04,25,13.009,0.99,2,15.738,3,14.926,6,15.283,2,14.702,3,14.34,16,0,4,0,0,0,0,0,0,0,1,1,0,0,0.92,0.87,0,0,1,0
471,Ruprecht_147,369-166055,289.302,70,-16.2899,70,127,1987.48,1987.29,15.892,15.894,0.38,0,0,2,2,3,-2.2,4.5,-0.3,4.5,14.554,0.03,5,14.271,0.05,5,14.31,0.07,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
472,Ruprecht_147,369-166056,289.303,67,-16.2996,46,101,1986.7,1993.56,15.425,15.407,0.09,0,0,2,2,3,-5.1,4.3,-1.2,3.6,13.598,0.03,5,13.042,0.03,5,12.946,0.03,5,16.915,1,15.586,1,16.213,5,15.302,1,15.02,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
473,Ruprecht_147,369-166057,289.304,53,-16.2119,34,72,1991.03,1996.27,15.294,15.275,0.11,0,0,3,3,3,-2.8,3.8,-12.3,3.4,13.418,0.03,5,12.866,0.03,5,12.774,0.03,5,16.458,5,15.461,10,15.885,5,15.121,8,14.828,8,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
474,Ruprecht_147,369-166058,289.305,34,-16.2769,27,45,1996.58,1997.86,14.618,14.504,0.05,0,0,3,3,3,3.4,3.5,6.1,3.4,13.357,0.03,5,13.054,0.03,5,13.101,0.04,5,15.217,3,14.592,8,14.858,3,14.414,8,14.224,18,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,0.99,0,0,1,0
475,Ruprecht_147,369-166059,289.305,61,-16.2358,65,105,1988.93,1992.32,15.822,15.755,0.14,0,0,2,2,3,-5.7,4,-12.7,4.7,13.989,0.03,5,13.401,0.04,5,13.363,0.03,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,0
476,Ruprecht_147,369-166060,289.305,91,-16.3496,70,218,1975.48,1985.79,15.407,15.568,0.12,0,0,2,2,3,-8.8,7.1,-1.2,4.5,14.279,0.03,5,14.072,0.04,5,14.067,0.05,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
477,Ruprecht_147,369-166061,289.305,62,-16.2891,92,143,1989.93,1986.21,15.554,15.869,0.35,0,0,2,2,3,-0.3,4.2,5.4,5.8,14.451,0.03,5,14.057,0.02,5,14.017,0.06,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,0.99,1,0,0,1,0
478,Ruprecht_147,369-166062,289.306,23,-16.2674,56,61,1998.38,1998.46,13.035,12.791,0.09,0,35,4,4,3,-13.9,3.2,-28.9,8,11.973,0.07,4,11.745,0.03,25,11.805,0.03,25,13.353,4,12.694,7,12.977,3,12.525,4,12.226,18,0,3,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0
479,Ruprecht_147,369-166065,289.307,55,-16.285,18,60,1997,1998.72,13.704,13.752,0.12,0,0,4,4,3,0.3,6,-2.2,3,11.42,0.02,5,10.661,0.02,5,10.511,0.02,5,15.494,1,13.996,6,14.706,1,13.518,2,12.89,21,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
480,Ruprecht_147,369-166066,289.308,111,-16.257,111,348,1977.48,1977.37,16.099,16.04,-9999.99,0,0,1,1,2,-4,9.7,-9.1,9.8,15.169,0.03,25,14.828,0.06,25,14.912,0.11,26,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
481,Ruprecht_147,369-166067,289.308,36,-16.3469,24,44,1998.1,1998.24,14.443,14.44,0.17,0,0,3,3,3,1.9,4.7,-8.9,3.2,12.668,0.02,5,12.127,0.02,5,12.053,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
482,Ruprecht_147,369-166068,289.309,31,-16.2331,31,46,1997.02,1997.01,15.001,14.874,0.09,0,0,2,2,3,2.8,3.3,1.9,3.3,13.131,0.02,5,12.603,0.02,5,12.516,0.02,5,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
