objName	objID	raMean	decMean	raMeanErr	decMeanErr	nDetections	randomID	projectionID	skyCellID	objInfoFlag	qualityFlag	raStack	decStack	raStackErr	decStackErr	epochMean	nStackDetections	ng	nr	ni	nz	ny	gQfPerfect	gMeanPSFMag	gMeanPSFMagErr	gMeanKronMag	gMeanKronMagErr	gMeanApMag	gMeanApMagErr	gFlags	rQfPerfect	rMeanPSFMag	rMeanPSFMagErr	rMeanKronMag	rMeanKronMagErr	rMeanApMag	rMeanApMagErr	rFlags	iQfPerfect	iMeanPSFMag	iMeanPSFMagErr	iMeanKronMag	iMeanKronMagErr	iMeanApMag	iMeanApMagErr	iFlags	zQfPerfect	zMeanPSFMag	zMeanPSFMagErr	zMeanKronMag	zMeanKronMagErr	zMeanApMag	zMeanApMagErr	zFlags	yQfPerfect	yMeanPSFMag	yMeanPSFMagErr	yMeanKronMag	yMeanKronMagErr	yMeanApMag	yMeanApMagErr	yFlags	Ang Sep (')
string	integer	ra	dec	float	float	integer	double	integer	integer	integer	integer	ra	dec	float	float	double	integer	integer	integer	integer	integer	integer	float	float	float	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float
PSO J191641.905-161656.805	88462891746041418	19.2783070	-16.2824459	-999.000	-999.000	2	0.787248594488249	949	94	268959744	32	-66.6000000	-999.0000000	-999.000	-999.000	-999	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.040
PSO J191641.854-161659.909	88462891742890453	19.2782913	-16.2833364	0.011	0.011	2	0.605731728119526	949	94	268513280	32	-66.6000000	-999.0000000	-999.000	-999.000	55769.4144213	0	2	0	0	0	0	0.000	16.331	0.118	16.516	0.188	16.861	0.006	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.042
PSO J191642.174-161700.748	88452891754899884	19.2783817	-16.2835587	0.080	0.080	2	0.546931760895002	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	55463.28359954	0	0	1	0	0	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	18.035	0.014	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.024	19.262	0.079	17.556	0.049	18.160	0.079	16777752	0.054
PSO J191642.224-161700.578	88462891759380178	19.2783952	-16.2835059	0.034	0.040	23	0.789558364813736	949	94	444915712	53	19.2783958	-16.2834898	0.001	0.001	56338.81482639	3	2	3	11	7	0	0.855	21.299	0.083	21.395	0.127	21.544	0.083	16793912	0.998	20.515	0.049	19.742	0.052	19.921	0.049	16892216	1.000	20.192	0.024	19.276	0.066	19.484	0.032	16892216	1.000	19.700	0.059	18.975	0.212	19.196	0.116	16892216	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.061
PSO J191641.672-161703.425	88452891736009178	19.2782418	-16.2843103	0.022	0.022	6	0.189233794053303	949	94	444751872	53	19.2782424	-16.2842861	0.001	0.001	55731.99989583	2	0	0	3	3	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.998	19.968	0.000	17.515	0.000	18.763	0.000	16793912	0.997	20.185	0.208	-999.000	-999.000	19.803	0.315	16892216	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.112
PSO J191641.778-161705.425	88452891739888365	19.2782714	-16.2848655	0.032	0.032	5	0.802353541182683	949	94	310452224	37	-66.6000000	-999.0000000	-999.000	-999.000	56522.28956019	0	0	2	2	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.880	21.066	0.078	21.417	0.157	21.411	0.078	16777496	0.998	20.027	0.040	18.094	0.024	18.941	0.040	16777496	0.756	19.559	0.094	-999.000	-999.000	19.568	0.094	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.124
PSO J191642.524-161658.807	88462891772090807	19.2784788	-16.2830265	0.007	0.008	63	0.898974343108921	949	94	444915712	53	19.2784789	-16.2830021	0.001	0.001	55987.58440972	5	8	12	17	13	13	1.000	20.038	0.033	19.505	0.037	19.581	0.042	16892216	0.999	19.461	0.040	-999.000	-999.000	18.745	0.317	16892216	1.000	19.367	0.012	19.273	0.065	19.198	0.039	16892216	0.999	19.292	0.025	19.339	0.072	19.168	0.091	16892216	0.999	19.028	0.031	18.559	0.093	18.659	0.059	16892216	0.126
PSO J191641.449-161702.190	88452891727089602	19.2781801	-16.2839652	0.034	0.034	5	0.0547445538032284	949	94	444751872	53	19.2781785	-16.2839733	0.001	0.001	56296.60059028	1	0	0	2	3	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.998	20.358	0.072	19.034	0.078	19.527	0.036	16793912	0.998	20.181	0.082	19.739	0.282	19.680	0.367	16892216	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.144
PSO J191642.538-161653.358	88462891772612484	19.2784825	-16.2815109	0.011	0.015	47	0.6382390089689191	949	94	444915712	53	19.2784826	-16.2814938	0.001	0.001	55976.9221875	4	5	7	14	10	11	0.999	20.993	0.090	19.870	0.048	20.304	0.031	16793912	0.999	20.137	0.124	18.614	0.000	20.113	0.024	16892216	1.000	19.817	0.018	19.491	0.105	19.395	0.074	16892216	0.999	19.753	0.064	19.748	0.062	19.635	0.048	115000	0.999	19.305	0.040	18.523	0.079	18.753	0.050	16892216	0.157
PSO J191641.473-161707.265	88452891728027946	19.2781866	-16.2853736	0.013	0.018	40	0.567952534712807	949	94	444915712	53	19.2781871	-16.2853517	0.001	0.001	56036.28289352	5	2	7	16	8	7	0.999	20.014	0.065	18.766	0.246	19.307	0.124	16892216	1.000	19.437	0.099	19.593	0.257	19.482	0.562	16892216	0.999	19.183	0.026	19.033	0.062	18.918	0.067	16892216	0.998	19.024	0.076	18.979	0.162	18.874	0.057	16892216	0.999	18.886	0.053	18.644	0.070	18.504	0.089	16892216	0.191
PSO J191641.822-161710.898	88452891742886758	19.2782834	-16.2863780	0.027	0.018	25	0.21836061144095	949	94	436527104	52	19.2782833	-16.2863532	0.001	0.001	56127.67577546	3	0	0	9	8	8	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.999	20.657	0.061	20.686	0.028	20.544	0.066	16892216	0.998	20.051	0.074	20.069	0.064	19.961	0.088	115000	0.999	19.436	0.044	19.060	0.316	18.927	0.119	16892216	0.207
PSO J191642.575-161708.418	88452891773597638	19.2784931	-16.2856994	0.151	0.151	2	0.327546998232181	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	56041.61780093	0	0	0	0	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.997	20.689	0.150	19.914	0.168	20.015	0.150	16777496	6.020e-4	19.110	0.081	18.429	0.058	18.370	0.081	16781336	0.213
PSO J191641.119-161655.978	88462891713171722	19.2780887	-16.2822701	0.049	0.048	39	0.942876279300895	949	94	444915712	53	19.2780890	-16.2822512	0.001	0.001	55843.6105787	4	4	9	16	5	5	0.999	18.380	0.012	17.166	0.299	17.238	0.044	16793912	1.000	18.495	0.071	14.801	0.002	19.510	0.010	115000	1.000	18.223	0.048	16.158	0.112	17.827	0.120	16892216	0.999	18.174	0.022	-999.000	-999.000	18.309	0.030	115000	0.999	18.104	0.022	15.396	0.018	18.166	0.022	16892216	0.216
PSO J191642.894-161655.893	88462891786501646	19.2785814	-16.2822043	0.029	0.080	13	0.662748844980028	949	94	444915712	53	19.2785808	-16.2822204	0.001	0.001	56301.96255787	2	1	0	7	4	1	0.379	22.090	0.165	21.650	0.199	21.798	0.165	16952	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	1.000	20.901	0.124	20.711	0.024	20.645	0.016	16892216	0.998	20.864	0.056	20.826	0.283	23.302	0.692	115000	0.998	18.949	0.044	15.578	0.011	17.576	0.044	16794680	0.220
PSO J191641.135-161653.368	88462891714512530	19.2780931	-16.2815169	0.011	0.011	2	0.757832431008883	949	94	268513280	32	-66.6000000	-999.0000000	-999.000	-999.000	56211.2302662	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.013	16.515	0.004	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.226
PSO J191642.253-161712.247	88452891760456252	19.2784024	-16.2867624	0.051	0.027	24	0.196693386134406	949	94	436527104	52	19.2784042	-16.2867439	0.001	0.001	56148.16534722	4	1	4	12	5	2	0.998	21.770	0.135	20.923	0.142	20.981	0.135	16793912	0.996	21.098	0.081	21.266	0.204	20.932	0.081	115000	0.998	20.687	0.050	20.209	0.239	20.176	0.044	16892216	1.000	20.416	0.042	-999.000	-999.000	20.398	0.403	115000	0.998	20.369	0.155	19.636	0.192	19.785	0.155	16892216	0.233
PSO J191641.753-161644.955	88462891739695441	19.2782646	-16.2791769	0.014	0.014	2	0.389117606346605	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	55367.93148148	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.938	18.413	0.012	15.986	0.005	17.574	0.012	16778264	0.685	18.398	0.012	-999.000	-999.000	17.568	0.012	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.237
PSO J191640.934-161654.522	88462891705322191	19.2780373	-16.2818685	0.013	0.056	53	0.626888922999509	949	94	444915712	53	19.2780367	-16.2818646	0.001	0.001	56064.87480324	3	4	12	17	11	9	1.000	18.227	0.012	16.110	0.004	16.744	0.008	16696	0.999	18.068	0.025	14.634	0.311	17.279	0.046	16892216	0.999	17.865	0.091	16.069	0.136	17.572	0.151	16892216	0.999	17.828	0.012	15.912	0.000	17.289	0.102	115000	0.999	17.633	0.018	15.137	0.034	16.900	0.092	16793912	0.265
PSO J191642.692-161644.787	88462891778465383	19.2785257	-16.2791305	0.007	0.021	55	0.936099303826782	949	94	444915712	53	19.2785258	-16.2791114	0.001	0.001	55824.07533565	4	6	9	11	14	15	0.999	20.403	0.062	-999.000	-999.000	19.539	0.075	16793912	0.999	19.742	0.004	19.071	0.028	19.300	0.072	16892216	1.000	19.381	0.033	19.151	0.038	19.018	0.029	16892216	0.999	19.283	0.023	19.297	0.041	19.199	0.021	115000	0.999	18.995	0.027	18.317	0.047	18.520	0.043	16892216	0.286
PSO J191641.397-161713.468	88452891724905870	19.2781651	-16.2871013	0.003	0.012	67	0.908834297125073	949	94	503635968	60	19.2781658	-16.2870747	0.001	0.001	55908.72774306	5	11	12	18	13	13	1.000	18.217	0.013	18.047	0.038	18.111	0.024	16892216	0.999	17.870	0.030	17.848	0.110	17.829	0.019	115000	1.000	17.683	0.006	17.772	0.044	17.694	0.021	115000	0.999	17.618	0.008	17.654	0.019	17.580	0.012	115000	0.998	17.530	0.018	17.622	0.047	17.493	0.116	115000	0.286
PSO J191643.170-161653.397	88462891798242166	19.2786587	-16.2815434	0.015	0.015	3	0.456893158570764	949	94	302067712	36	-66.6000000	-999.0000000	-999.000	-999.000	55761.23239583	0	0	0	1	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.000	16.537	0.003	17.091	0.007	16.629	0.003	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	19.745	0.154	-999.000	-999.000	19.166	0.139	280	0.294
PSO J191642.545-161640.948	88462891772456712	19.2784842	-16.2780656	0.019	0.013	38	0.340843107868771	949	94	444915712	53	19.2784849	-16.2780424	0.001	0.001	55940.42405093	4	1	5	12	11	9	0.973	20.919	0.068	21.055	0.190	20.853	0.068	17464	0.999	20.338	0.024	19.727	0.150	19.804	0.028	16892216	1.000	19.899	0.018	19.779	0.078	19.794	0.049	16892216	1.000	19.504	0.012	19.427	0.058	19.359	0.054	115000	0.999	19.143	0.057	17.925	0.054	18.433	0.050	16892216	0.323
PSO J191641.611-161717.503	88452891733714527	19.2782252	-16.2882276	0.004	0.005	41	0.016210011221664	949	94	436527104	52	19.2782254	-16.2881953	0.001	0.001	56100.61672454	5	4	7	14	9	7	1.000	20.367	0.030	19.887	0.031	19.865	0.026	16892216	0.999	19.936	0.029	19.769	0.020	19.698	0.017	16892216	0.999	19.735	0.021	19.841	0.050	19.680	0.051	115000	0.999	19.616	0.020	19.697	0.063	19.507	0.108	115000	0.999	19.465	0.090	19.753	0.079	19.600	0.133	115000	0.327
PSO J191642.808-161715.019	88452891784145391	19.2785560	-16.2875445	0.088	0.088	3	0.00492609478992046	949	94	436281344	52	19.2785615	-16.2875094	0.001	0.001	56131.0312037	3	0	1	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.997	21.572	0.119	20.635	0.123	20.881	0.119	16794680	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.998	20.780	0.176	-999.000	-999.000	21.360	0.176	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.334
PSO J191641.102-161714.424	88452891712185513	19.2780838	-16.2873657	0.090	0.090	2	0.578374559598392	949	94	436285440	52	19.2780826	-16.2873449	0.001	0.001	56350.15039352	1	0	0	1	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.998	21.384	0.127	21.066	0.190	21.137	0.127	16696	0.038	20.482	0.126	20.058	0.195	20.091	0.126	16892472	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.339
PSO J191643.096-161643.996	88462891794245614	19.2786379	-16.2788880	0.059	0.059	2	0.0464878958151563	949	94	268959744	32	-66.6000000	-999.0000000	-999.000	-999.000	55828.9894213	0	0	0	0	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.608	19.095	0.060	19.506	0.080	19.561	0.060	4120	0.735	19.835	0.182	19.890	0.195	20.138	0.182	4120	0.361
PSO J191640.534-161704.023	88452891686499105	19.2779258	-16.2844766	0.102	0.102	2	0.154401613543184	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	56491.40381944	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	21.125	0.101	19.317	0.055	20.272	0.101	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.363
PSO J191643.169-161644.512	88462891798675514	19.2786579	-16.2790562	0.006	0.009	73	0.869984516752869	949	94	503635968	60	19.2786582	-16.2790314	0.001	0.001	55877.46681713	5	12	14	19	12	16	1.000	18.087	0.019	18.159	0.041	18.125	0.024	115000	0.999	17.638	0.005	17.633	0.027	17.590	0.003	115000	1.000	17.418	0.004	17.484	0.005	17.395	0.006	115000	1.000	17.315	0.008	17.383	0.004	17.302	0.005	115000	0.999	17.243	0.009	17.228	0.023	17.170	0.006	115000	0.367
PSO J191640.686-161647.337	88462891694404580	19.2779681	-16.2798400	0.011	0.011	2	0.130218364419619	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	56474.46474537	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.933	16.966	0.199	13.864	0.000	16.144	0.138	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.368
PSO J191643.551-161657.390	88462891814651179	19.2787645	-16.2826366	0.022	0.018	40	0.903805247418401	949	94	436527104	52	19.2787643	-16.2826085	0.001	0.001	56010.63253472	5	4	8	13	11	4	0.999	21.378	0.014	21.392	0.035	21.206	0.037	115000	1.000	20.645	0.008	20.805	0.096	20.673	0.079	16892216	1.000	20.468	0.033	20.566	0.076	20.325	0.070	115000	0.998	20.247	0.020	20.618	0.102	20.358	0.116	115000	0.999	19.740	0.141	19.602	0.246	19.558	0.141	16892216	0.373
PSO J191643.087-161714.819	88452891795895369	19.2786350	-16.2874746	0.012	0.012	4	0.7928585352309589	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	55464.28648148	0	0	0	0	2	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.333	17.806	0.278	17.306	0.000	17.390	0.030	16777752	0.813	17.305	0.056	16.791	8.970e-4	16.763	0.029	16777752	0.374
PSO J191643.313-161646.323	88462891804894875	19.2786971	-16.2795435	0.014	0.013	66	0.204418815862777	949	94	436527104	52	19.2786982	-16.2795342	0.001	0.001	55935.48252315	5	11	11	20	10	14	1.000	19.044	0.033	19.001	0.047	18.914	0.018	16892216	0.999	18.573	0.008	18.570	0.044	18.499	0.034	16892216	1.000	18.343	0.006	18.311	0.015	18.212	0.015	16892216	0.998	18.240	0.011	18.224	0.015	18.133	0.021	115000	0.999	18.137	0.011	18.031	0.053	17.963	0.028	16892216	0.377
PSO J191640.798-161643.754	88462891699355830	19.2779991	-16.2788437	0.030	0.030	2	0.696468210496444	949	94	276901888	33	-66.6000000	-999.0000000	-999.000	-999.000	55367.43280093	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.028	13.423	0.047	11.857	0.172	12.775	0.006	16777240	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.382
PSO J191643.564-161652.811	88462891814332704	19.2787675	-16.2813616	0.111	0.111	2	0.18601935094783	949	94	444674048	53	19.2787678	-16.2814326	0.001	0.001	55464.2143287	1	0	0	0	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.099	20.613	0.159	20.054	0.197	20.021	0.159	16892472	0.965	19.859	0.153	19.281	0.158	19.271	0.153	16793912	0.388
PSO J191640.875-161641.916	88462891703526358	19.2780209	-16.2783101	0.013	0.013	2	0.753230048113717	949	94	268959744	32	-66.6000000	-999.0000000	-999.000	-999.000	56399.63855324	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.475	12.694	0.065	11.698	0.001	13.304	0.035	4120	0.390
PSO J191642.099-161722.528	88452891753832824	19.2783604	-16.2896101	0.009	0.006	55	0.155949985753698	949	94	436527104	52	19.2783609	-16.2895911	0.001	0.001	56101.61034722	5	10	11	11	12	11	1.000	20.521	0.027	20.252	0.106	20.223	0.080	16892216	0.999	19.790	0.012	19.867	0.178	19.738	0.000	115000	1.000	19.384	0.015	19.468	0.021	19.392	0.020	115000	0.999	19.229	0.024	19.335	0.043	19.255	0.021	115000	0.999	19.028	0.041	19.204	0.087	19.102	0.110	115000	0.397
PSO J191640.613-161711.898	88452891692666416	19.2779483	-16.2866383	0.066	0.066	2	0.158570341913561	949	94	268959744	32	-66.6000000	-999.0000000	-999.000	-999.000	55824.25212963	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.727	19.654	0.298	-999.000	-999.000	20.800	0.128	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.398
PSO J191640.845-161716.012	88452891701524974	19.2780121	-16.2878079	0.020	0.025	39	0.611328173998118	949	94	436527104	52	19.2780126	-16.2877812	0.001	0.001	55975.51908565	5	5	8	13	7	6	0.999	20.682	0.067	20.280	0.148	20.360	0.123	16892216	1.000	19.950	0.013	20.012	0.060	19.856	0.034	115000	0.999	19.665	0.019	19.722	0.025	19.590	0.019	115000	1.000	19.518	0.027	19.675	0.041	20.025	0.177	115000	0.999	19.330	0.067	19.407	0.104	19.241	0.046	115000	0.400
PSO J191640.686-161643.955	88462891695085934	19.2779671	-16.2789061	0.043	0.043	3	0.355972132977072	949	94	1082208256	129	19.2779697	-16.2788587	0.001	0.001	55769.41233796	0	2	0	0	1	0	0.176	14.104	0.210	12.163	0.169	13.562	0.335	16777272	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	32	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	32	0.610	12.958	0.002	12.886	0.001	12.947	0.002	56	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.401
PSO J191640.907-161640.234	88462891705056693	19.2780285	-16.2778655	0.074	0.074	4	0.717244014811929	949	94	268513280	32	-66.6000000	-999.0000000	-999.000	-999.000	55769.41945602	0	1	0	3	0	0	0.116	13.945	0.001	12.746	0.001	13.405	0.001	16777240	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.014	13.928	0.392	-999.000	-999.000	13.890	0.017	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.405
PSO J191643.618-161706.994	88452891817158016	19.2787829	-16.2853019	0.007	0.006	62	0.32161246828885	949	94	436527104	52	19.2787830	-16.2852764	0.001	0.001	56024.37581019	5	10	13	17	11	11	1.000	19.613	0.016	19.663	0.051	19.578	0.045	16892216	0.999	19.065	0.033	19.072	0.044	18.950	0.007	115000	1.000	18.868	0.011	18.941	0.034	18.839	0.024	115000	0.999	18.756	0.012	18.797	0.052	18.697	0.024	115000	0.999	18.602	0.044	18.794	0.059	18.651	0.042	115000	0.412
PSO J191640.573-161712.486	88452891690456199	19.2779356	-16.2868199	0.014	0.010	48	0.0541554764417517	949	94	444915712	53	19.2779371	-16.2868019	0.001	0.001	55867.85935185	5	8	10	12	9	9	0.999	20.046	0.032	19.558	0.073	19.618	0.108	16892216	1.000	19.082	0.007	18.948	0.010	18.854	0.011	16892216	0.999	18.585	0.010	18.388	0.019	18.332	0.016	16892216	0.999	18.300	0.038	18.026	0.011	17.947	0.021	16892216	0.999	18.187	0.041	17.928	0.026	17.852	0.049	16892216	0.413
PSO J191640.790-161641.151	88462891699366175	19.2779972	-16.2780978	0.001	0.001	7	0.352538855143393	949	94	1343750144	160	19.2779972	-16.2780978	0.001	0.001	56065.14774306	2	3	2	1	0	1	0.050	8.472	0.139	12.725	0.225	12.268	0.001	114744	0.000	7.974	0.009	12.836	0.120	-999.000	-999.000	24	0.000	8.697	0.001	12.749	0.001	14.120	0.001	114736	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.000	8.189	0.001	10.879	0.001	16.631	0.001	24	0.413
PSO J191640.840-161640.438	88462891701356883	19.2780113	-16.2778996	0.014	0.014	2	0.543345239519463	949	94	277348352	33	-66.6000000	-999.0000000	-999.000	-999.000	56211.22824074	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.412	12.990	0.238	11.728	0.001	12.411	0.071	16777240	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.414
PSO J191642.040-161633.862	88462891751699119	19.2783443	-16.2760978	0.058	0.058	2	0.212728223961525	949	94	310456320	37	-66.6000000	-999.0000000	-999.000	-999.000	56244.13331019	0	0	0	0	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.997	19.695	0.063	18.178	0.045	18.645	0.063	16778264	0.997	19.170	0.139	17.557	0.087	18.379	0.139	16777496	0.414
PSO J191640.605-161643.850	88462891692105761	19.2779461	-16.2788473	0.041	0.041	2	0.94491504313882	949	94	268959744	32	-66.6000000	-999.0000000	-999.000	-999.000	55816.26061343	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.214	11.733	0.127	13.085	0.002	13.228	0.027	24	0.417
PSO J191640.737-161641.109	88462891698496545	19.2779814	-16.2781896	0.001	0.001	33	0.489483311296891	949	94	1409359872	168	19.2779813	-16.2781808	0.001	0.001	51319.29609954	3	4	5	7	8	9	-999.000	8.251	-999.000	-999.000	-999.000	-999.000	-999.000	68	-999.000	8.369	-999.000	-999.000	-999.000	-999.000	-999.000	114788	-999.000	8.503	-999.000	-999.000	-999.000	-999.000	-999.000	68	-999.000	8.597	-999.000	-999.000	-999.000	-999.000	-999.000	114788	-999.000	8.637	-999.000	-999.000	-999.000	-999.000	-999.000	114788	0.419
PSO J191643.230-161640.571	88462891801206814	19.2786749	-16.2779636	0.008	0.008	29	0.638602515346	949	94	444915712	53	19.2786757	-16.2779378	0.001	0.001	55960.13383102	4	3	6	9	5	6	0.998	20.358	0.043	20.101	0.056	19.814	0.043	16793912	1.000	19.834	0.031	19.889	0.101	19.739	0.060	115000	1.000	19.596	0.024	19.613	0.129	19.325	0.087	16892216	0.999	19.536	0.004	19.676	0.041	19.437	0.022	115000	0.998	19.048	0.069	18.046	0.054	18.448	0.103	16892216	0.422
