┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
825	NGC_2632	550-045959	130.185	32	19.9685	28	46	1992.89	1994.78	13.586	13.502	0.16	0	0	4	4	3	3.3	2	-3.9	2.1	12.541	0.02	5	12.221	0.02	5	12.213	0.02	5	14.208	1	13.601	1	13.874	2	13.479	0	13.375	7	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
826	NGC_2632	550-045960	130.191	81	19.8484	89	132	1991.18	1989.96	16.026	15.936	0.22	0	0	2	2	2	-2	4	-4.7	4.2	14.84	0.04	5	14.547	0.06	5	14.276	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
827	NGC_2632	550-045961	130.192	166	19.9839	163	296	1980.14	1979.28	16.294	16.519	-9999.99	0	0	1	1	2	6.9	6.5	1.5	6.3	14.372	0.03	5	13.755	0.04	5	13.516	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.93	0.89	0	0	1	0
828	NGC_2632	550-045962	130.194	33	19.8411	27	44	1998.31	1995.5	14.409	14.399	0.11	0	0	6	6	3	7.7	3.3	-5.4	2.4	12.901	0.02	5	12.435	0.02	5	12.294	0.02	5	15.588	1	14.613	1	15.047	1	14.339	2	14.003	12	0	0	0	0	0	0	1	0	0	1	0	0	0	0.98	0.98	0	0	1	0
829	NGC_2632	550-045963	130.201	17	19.9219	27	37	1990.11	1976.15	10.91	10.887	0.02	0	0	6	6	6	-35.1	0.7	-12	0.8	9.864	0.02	5	9.588	0.02	5	9.507	0.02	5	11.707	1	11.012	3	11.318	1	10.84	0	10.727	2	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
830	NGC_2632	550-045964	130.202	52	19.9695	52	75	1996.89	1997.48	15.59	15.692	0.07	0	0	4	4	2	-1.6	3.7	1.4	4	14.355	0.03	5	13.916	0.03	5	13.846	0.05	5	16.721	20	15.871	3	16.297	1	15.621	2	15.231	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
831	NGC_2632	550-045965	130.211	26	19.8292	22	36	1996.24	1993.19	13.13	13.115	0.07	0	0	6	6	3	-7.5	1.9	4	1.8	11.877	0.02	5	11.51	0.02	5	11.409	0.02	5	14.139	2	13.291	1	13.671	1	13.053	2	12.898	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
832	NGC_2632	550-045966	130.216	124	19.9418	124	194	1990.34	1989.37	16.234	-9999.99	-9999.99	0	0	1	1	2	-45	5.9	-11.6	5.7	13.298	0.03	5	12.679	0.03	5	12.4	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.67	0.68	0	0.92	1	0	1
833	NGC_2632	550-045967	130.224	167	19.9873	152	366	1965.5	1971.46	16.547	16.42	-9999.99	0	0	1	1	2	-15.6	6.8	9.8	5.9	15.232	0.06	5	14.811	0.09	5	14.569	0.1	25	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	3	0	0	0	0.13	0	0	0	0	0
834	NGC_2632	550-045968	130.225	20	19.8752	21	29	1996.64	1997.3	13.035	13.003	0.08	0	0	6	6	3	-1.2	1.6	-4.6	1.9	12.056	0.02	5	11.814	0.02	5	11.738	0.02	5	13.602	2	13.061	2	13.301	0	12.95	1	12.848	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
835	NGC_2632	550-045969	130.229	83	19.9352	56	101	1998.72	1996.16	11.934	11.884	0.05	0	0	6	6	3	-34.6	7	-12.8	3.9	10.597	0.03	35	10.188	0.02	35	10.132	0.02	5	12.968	0	12.069	1	12.489	1	11.8	1	11.602	2	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1
836	NGC_2632	550-045970	130.232	20	19.8645	22	32	1994.26	1995.21	12.438	12.413	0.06	0	0	6	6	3	-28.4	1.5	-3.5	1.8	11.227	0.02	5	10.899	0.02	5	10.789	0.02	5	13.384	2	12.582	1	12.941	1	12.352	1	12.181	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0.1	0	0.01	0	0	0
837	NGC_2632	550-045971	130.235	86	19.8145	94	142	1989.87	1988.66	15.981	15.848	0.56	0	0	2	2	2	-13	4	-3.3	4.2	14.803	0.04	5	14.329	0.05	5	14.154	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.98	0.99	0	0	1	0
838	NGC_2632	550-045974	130.237	10	19.9349	15	22	1988.33	1983.66	9.058	8.993	0.12	0	4	6	3	10	-35.8	0.6	-12.6	0.7	8.127	0.02	5	8.077	0.03	5	8.051	0.02	5	9.14	0	9.096	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	2	2	0	2	2	0	2	0	0	1	1	1	1	1	1	1
839	NGC_2632	550-045975	130.238	63	19.8686	42	77	1996.2	1999.3	14.985	14.79	0.13	0	0	4	2	2	8	4.2	-0.1	4.4	13.795	0.03	5	13.484	0.03	5	13.525	0.04	5	15.804	3	15.01	1	15.441	16	14.847	5	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.93	0.93	0	0	1	0
840	NGC_2632	550-045976	130.241	48	19.811	52	71	1997.83	1997.87	15.138	15.074	0.21	0	0	2	2	2	-3.6	3.8	-7.2	4.2	14.065	0.03	5	13.769	0.03	5	13.603	0.04	5	16.005	4	15.244	1	15.54	0	15.097	1	14.939	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
841	NGC_2632	550-045977	130.255	23	19.8769	24	35	1995.73	1995.73	13.098	13.046	0.08	0	0	4	4	3	8	1.7	-12.9	2	12.036	0.02	5	11.753	0.02	5	11.674	0.02	5	13.881	0	13.18	2	13.477	1	13.005	2	12.884	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0.4	0.52	0	0	0	0
842	NGC_2632	550-045978	130.265	148	19.9777	140	280	1974.32	1976.52	16.436	16.528	-9999.99	0	0	1	1	2	-5	5.7	2	5.4	15.696	0.06	5	15.354	0.09	5	15.42	0.18	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
843	NGC_2632	550-045979	130.267	107	19.9079	73	150	1982.98	1993.77	15.872	16.023	0.35	0	0	2	2	2	-3.4	4.3	-5.7	4.1	14.671	0.03	5	14.159	0.04	5	14.241	0.06	5	17.146	1	16.261	1	16.693	4	16.004	11	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
844	NGC_2632	550-045980	130.272	55	19.8936	59	82	1997	1997.15	15.391	15.222	0.16	0	0	2	2	2	-3.4	4	0.6	4.3	14.311	0.03	5	14.003	0.04	5	14.01	0.05	5	15.773	1	15.219	3	15.456	1	15.174	4	15.108	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
845	NGC_2632	550-045981	130.273	92	19.9777	94	145	1990.32	1989.82	16.252	16.343	0.32	0	0	2	2	2	-21.6	4.4	-14.8	4.4	14.293	0.03	5	13.59	0.03	5	13.504	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
846	NGC_2632	550-045982	130.279	89	19.8994	68	123	1988.13	1994.62	15.711	15.766	0.17	0	0	2	2	2	7	4	-4.4	4	14.095	0.03	5	13.553	0.03	5	13.411	0.04	5	17.198	12	16.165	1	16.715	1	15.677	1	15.409	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	0.99	0	0	1	0
847	NGC_2632	550-045984	130.286	26	19.8736	29	40	1995.96	1997.37	13.799	13.765	0.11	0	0	4	4	3	6.6	2.3	-5.8	2.7	12.708	0.02	5	12.424	0.02	5	12.368	0.02	5	14.464	1	13.831	4	14.098	1	13.675	3	13.594	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0.99	0.99	0	0	1	0
848	NGC_2632	550-045985	130.289	32	19.9072	22	41	1992.67	1993.8	11.8	11.767	0.05	0	0	4	4	4	-26.2	1.8	12.4	1.2	10.718	0.02	5	10.394	0.02	5	10.38	0.02	5	12.493	1	11.847	2	12.134	2	11.708	2	11.59	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
849	NGC_2632	550-045986	130.29	26	19.9934	27	38	1997.52	1998.36	14.44	14.419	0.08	0	0	6	6	3	1.8	2.6	-14.9	3	13.3	0.02	5	12.955	0.03	5	12.92	0.03	5	15.243	7	14.521	1	14.832	1	14.319	2	14.189	7	0	0	0	0	0	0	1	0	0	1	0	0	0	0.34	0.33	0	0	0	0
850	NGC_2632	550-045987	130.29	19	19.8552	19	33	1984.63	1973.36	10.594	10.567	0.01	0	0	4	4	5	-36.5	0.7	-11.5	0.6	9.406	0.02	5	9.064	0.02	5	8.939	0.02	5	11.361	2	10.631	1	10.965	0	10.44	2	10.289	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1
851	NGC_2632	550-045988	130.291	23	19.9353	24	35	1995.93	1995.89	13.28	13.274	0.08	0	0	4	4	3	-40.4	2.1	-10.8	2.2	11.497	0.02	5	10.89	0.02	5	10.763	0.02	5	14.825	5	13.592	2	14.239	2	13.107	0	12.683	2	0	0	0	0	0	0	1	0	0	1	0	0	0.99	0.96	0.95	1	1	1	1
852	NGC_2632	550-045989	130.293	30	19.8186	22	42	1992.11	1972.98	11.373	11.355	0.04	0	0	4	2	5	-36.8	1.3	-14	0.7	10.183	0.02	5	9.825	0.02	5	9.753	0.02	5	12.268	2	11.495	2	11.848	1	11.292	2	11.143	2	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1
853	NGC_2632	550-045990	130.294	121	19.9352	121	220	1978.27	1979.86	16.151	16.569	-9999.99	0	0	1	1	2	-24.4	4.7	-16	4.7	12.86	0.02	5	12.26	0.02	5	11.971	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.01	0.02	0	0	0	0	0
854	NGC_2632	550-045991	130.294	17	19.8295	12	25	1986.54	1985.63	9.177	9.166	0.05	0	0	4	2	12	-37.6	0.9	-13.2	0.6	8.364	0.02	5	8.238	0.02	5	8.19	0.02	5	9.374	1	9.252	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
855	NGC_2632	550-045992	130.3	60	19.8991	27	73	1997.69	1985.47	14.893	14.803	0.03	0	0	2	2	3	-4.5	5.3	-4.2	2.1	14.104	0.03	5	13.849	0.04	5	13.695	0.04	5	15.593	3	15.035	1	15.228	1	14.936	4	14.948	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
856	NGC_2632	550-045993	130.307	10	19.922	10	17	1982.57	1979.65	8.857	8.833	0.08	0	0	4	2	11	-37.4	0.4	-13	0.4	7.875	0.02	5	7.825	0.02	5	7.774	0.02	5	8.957	1	8.899	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
857	NGC_2632	550-045994	130.327	113	19.8406	114	198	1980.48	1982.85	16.354	16.196	0.24	0	0	2	1	2	-10.5	4.4	4.5	4.6	14.784	0.03	5	14.4	0.05	5	14.21	0.06	5	17.235	15	16.269	9	16.693	1	16.119	7	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.98	0.99	0	0	1	0
858	NGC_2632	550-045995	130.331	46	19.8535	49	68	1997.89	1998.04	15.153	15.011	0.06	0	0	2	2	2	-7	3.7	-8	4	13.544	0.02	5	12.969	0.03	5	12.878	0.03	5	16.405	4	15.339	6	15.863	4	15.007	6	14.687	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0.99	1	0	0	1	0
859	NGC_2632	550-045996	130.333	79	19.9256	86	126	1991.21	1991.33	15.341	15.288	0.08	0	0	2	1	2	-0.6	3.9	-3.4	4.2	14.039	0.02	5	13.561	0.03	5	13.442	0.04	5	16.789	1	15.745	1	16.147	1	15.332	8	15.158	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
860	NGC_2632	550-045997	130.336	97	19.9164	74	137	1985.79	1993.3	15.881	16.004	0.11	0	0	2	2	2	2.8	4.1	-2.1	4	14.511	0.03	5	14.025	0.05	5	13.903	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
861	NGC_2632	550-045998	130.341	26	19.9808	21	35	1993.7	1993.83	11.948	11.926	0.04	0	0	4	4	7	-5.8	1.4	-5.8	1.2	11.05	0.02	5	10.868	0.02	5	10.802	0.02	5	12.457	2	11.954	1	12.167	0	11.868	2	11.802	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
862	NGC_2632	550-045999	130.341	44	19.9436	33	58	1995.89	1994.44	14.543	14.511	0.14	0	0	4	4	3	-3.3	3.3	-8.2	2.5	13.554	0.02	5	13.221	0.03	5	13.268	0.04	5	15.101	4	14.519	2	14.795	1	14.418	1	14.327	8	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
863	NGC_2632	550-046000	130.358	31	19.9436	20	43	1980.62	1976.51	10.644	10.618	0.02	0	0	4	4	8	-35.2	1	-10.4	0.6	9.659	0.02	5	9.396	0.02	5	9.329	0.02	5	11.342	3	10.687	0	10.979	1	10.546	2	10.458	3	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1
864	NGC_2632	550-046001	130.36	69	19.9797	74	107	1993.49	1993.89	15.797	16.001	0.6	0	0	2	2	2	0.6	3.8	-4.2	4.1	15.127	0.04	5	14.83	0.07	5	14.782	0.11	5	17.214	11	16.347	1	16.741	6	16.237	5	16.372	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
865	NGC_2632	550-046002	130.37	117	19.9756	117	191	1986.9	1986.13	16.045	16.028	-9999.99	0	0	1	1	2	-34	5.1	-17.2	5	12.993	0.02	5	12.358	0.03	5	12.099	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.95	0.99	0.99	1	1	1
866	NGC_2632	550-046003	130.373	34	19.8961	36	51	1997.83	1995.33	14.624	14.497	0.12	0	0	4	3	3	-3.3	3.3	2.4	3	13.65	0.02	5	13.45	0.03	5	13.312	0.03	5	15.113	2	14.567	1	14.797	3	14.495	0	14.414	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
867	NGC_2632	550-046004	130.389	24	19.8829	25	35	1997.67	1997.98	13.478	13.443	0.1	0	0	4	4	3	-14.9	2.2	25.4	2.5	11.84	0.02	5	11.346	0.02	5	11.205	0.02	5	14.68	2	13.671	1	14.158	1	13.324	2	13.017	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
868	NGC_2632	550-046005	130.391	37	19.8985	35	51	1998.76	1998.47	14.554	14.461	0.15	0	0	4	4	3	-8.1	4	4.6	3.7	13.166	0.03	5	12.767	0.02	5	12.665	0.02	5	15.459	5	14.606	1	15.015	1	14.398	1	14.22	5	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
869	NGC_2632	550-046006	130.391	20	19.9691	18	35	1966.15	1982.81	11.557	11.523	0.03	0	0	4	4	5	-39.2	0.6	-14.2	0.7	10.392	0.02	5	10.083	0.02	5	9.928	0.02	5	12.503	0	11.678	1	12.055	1	11.451	1	11.294	2	0	0	1	1	0	1	1	0	0	1	0	0	0.99	0.99	1	1	1	1	1
870	NGC_2632	550-046007	130.396	47	19.8894	48	68	1998.04	1998.45	15.136	15.048	0.09	0	0	2	2	2	-4.9	3.9	-5	4.3	14.051	0.03	5	13.739	0.04	5	13.649	0.05	5	15.928	1	15.167	1	15.533	3	15.048	1	14.839	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
871	NGC_2632	550-046008	130.398	97	19.9622	102	163	1985.87	1986.28	15.847	15.992	-9999.99	0	0	1	1	2	-7.6	4.1	-9.8	4.4	15.228	0.05	5	14.78	0.06	5	14.803	0.11	5	17.027	8	16.336	3	16.61	4	16.222	6	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.96	0.98	0	0	1	0
872	NGC_2632	550-046009	130.399	62	19.8471	64	92	1994.98	1995.54	15.709	15.528	0.2	0	0	2	2	2	7.6	3.7	-14.7	4	14.138	0.03	5	13.584	0.04	5	13.444	0.03	5	16.906	1	16.027	1	16.499	1	15.591	15	15.372	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0.19	0	0	0	0	0
873	NGC_2632	550-046010	130.402	111	19.8113	69	156	1981.18	1994.31	15.915	15.772	0.26	0	0	2	2	2	5	4.4	-12	4	14.602	0.03	5	14.125	0.05	5	14.063	0.05	5	16.783	8	15.979	4	16.342	1	15.757	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.72	0.8	0	0	1	0
874	NGC_2632	550-046011	130.405	46	19.8896	53	71	1998.18	1997.9	15.257	15.383	0.18	0	0	4	4	2	-5.9	3.9	-3.4	4.3	14.377	0.03	5	14.028	0.04	5	14.068	0.06	5	16.058	7	15.362	6	15.668	4	15.284	10	15.169	11	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
875	NGC_2632	550-046012	130.406	156	19.8018	101	318	1962.8	1987.33	15.985	15.999	0.15	0	0	2	2	2	-2.5	6.8	0.3	4.4	15.067	0.04	5	14.765	0.07	5	14.699	0.09	5	16.872	1	16.227	1	16.494	4	16.129	1	16.005	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
876	NGC_2632	550-046013	130.408	67	19.8411	55	90	1994.4	1997.3	15.38	15.497	0.2	0	0	2	2	2	-6.3	3.9	4.4	4.1	14.385	0.03	5	14.013	0.03	5	13.965	0.05	5	16.531	6	15.651	1	16.021	2	15.562	9	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
877	NGC_2632	550-046014	130.41	144	19.9848	154	350	1967.31	1966.93	16.349	16.276	0.53	0	0	2	1	2	-6.6	5.8	-2.2	6.2	15.225	0.05	5	14.79	0.07	5	14.651	0.1	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
878	NGC_2632	550-046015	130.416	91	19.8236	96	149	1987.74	1988.3	15.359	16.053	-9999.99	0	0	1	1	2	-7.8	4	-1.8	4.3	14.639	0.04	5	14.13	0.05	5	13.947	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
879	NGC_2632	550-046016	130.418	54	19.8078	42	69	1997.27	1999.12	14.809	14.812	0.07	0	0	2	2	2	-2.8	4	0.2	4.3	13.885	0.03	5	13.566	0.03	5	13.537	0.04	5	15.517	0	14.925	3	15.19	1	14.801	4	14.596	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
880	NGC_2632	550-046017	130.42	61	19.912	67	93	1995.77	1995.74	15.724	15.737	0.28	0	0	2	2	2	1.2	3.9	-4.2	4.2	14.686	0.04	5	14.361	0.05	5	14.371	0.07	5	16.52	2	15.741	7	16.111	3	15.606	5	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
881	NGC_2632	550-046018	130.432	26	19.9621	20	36	1989.94	1993.74	12.157	12.151	0.05	0	0	4	4	4	-38.7	1.3	-13	1.3	10.765	0.02	5	10.367	0.02	5	10.258	0.02	5	13.264	1	12.333	3	12.775	1	12.042	1	11.842	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0.99	0.99	1	1	1	1
882	NGC_2632	550-046019	130.438	73	19.9656	85	121	1993.02	1990.65	15.979	16.031	0.09	0	0	2	2	2	13.2	3.9	5	4.1	14.961	0.04	5	14.586	0.05	5	14.436	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.04	0	0	0	0	0
883	NGC_2632	550-046020	130.459	2	19.8742	2	13	1991.25	1991.25	7.681	8.092	0.29	6	3	4	0	21	-35	1	-14.8	1	5.24	0.02	5	5.026	0.18	7	4.683	0.02	5	8.147	99	7.019	99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	2	0	0	2	0	0	2	0	0	1	0.99	0.99	1	1	1	1
884	NGC_2632	550-046021	130.459	75	19.9894	79	113	1995.75	1994.82	15.862	16.318	0.23	0	0	2	2	2	-15.8	4.8	-1.6	4.7	15.53	0.05	5	15.141	0.09	5	14.99	0.13	6	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.87	0.85	0	0	1	0
885	NGC_2632	550-046022	130.466	77	19.8431	60	103	1991.73	1996.15	15.724	15.567	0.11	0	0	2	2	2	0.1	3.9	-1.2	4	14.434	0.03	5	14.06	0.03	5	13.912	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
886	NGC_2632	550-046023	130.47	52	19.8824	55	77	1996.77	1996.73	15.852	15.66	0.21	0	0	2	2	2	13.5	3.6	13.5	3.8	14.582	0.03	25	14.296	0.04	25	14.195	0.07	25	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
887	NGC_2632	550-046024	130.474	56	19.8665	27	64	1997.19	1995.8	13.476	13.437	0.11	0	0	4	4	3	9.4	5.1	-7.8	2.5	12.232	0.02	5	11.93	0.02	5	11.842	0.02	5	14.308	2	13.533	0	13.889	1	13.333	3	13.166	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0.82	0.85	0	0	1	0
888	NGC_2632	550-046025	130.488	47	19.9984	63	81	1997.66	1995.43	15.675	15.531	0.13	0	0	3	3	2	-10.4	3.7	-2	3.9	13.412	0.03	5	12.79	0.03	5	12.672	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
889	NGC_2632	550-046026	130.489	36	19.8657	39	53	1999.25	1999.27	14.92	14.919	0.15	0	0	2	2	2	5.4	3.8	3.1	4.1	13.4	0.03	5	12.892	0.03	5	12.795	0.03	5	16.215	3	15.208	5	15.687	0	14.81	2	14.584	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0.91	0.92	0	0	1	0
890	NGC_2632	550-046027	130.497	25	19.9166	22	35	1993.42	1995.78	12.6	12.608	0.06	0	0	4	4	3	-16	1.6	4.2	1.8	11.516	0.03	5	11.249	0.02	5	11.17	0.02	5	13.374	1	12.68	1	13.005	1	12.524	2	12.415	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0.46	0	0	0	0	0
891	NGC_2632	550-046028	130.512	60	19.9381	71	97	1995.4	1994.18	16.063	15.864	0.35	0	0	2	2	2	-8.5	3.7	-6.1	4	14.736	0.03	5	14.305	0.05	5	14.287	0.07	5	17.075	23	16.158	23	16.64	5	15.939	1	15.773	19	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
892	NGC_2632	550-046029	130.512	37	19.8757	45	58	1999.25	1998.8	14.791	14.707	0.14	0	0	3	3	2	1.9	3.9	-1.9	4.3	13.368	0.03	5	12.95	0.03	5	12.84	0.03	5	15.778	6	14.882	2	15.278	1	14.613	5	14.459	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
893	NGC_2632	550-046030	130.515	102	19.8853	51	127	1986.95	1998.14	15.325	15.201	0.13	0	0	2	2	2	-7.6	4.4	0.6	4.3	14.327	0.03	5	14.1	0.04	5	13.999	0.05	5	16.094	4	15.422	1	15.692	3	15.257	4	15.231	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
894	NGC_2632	550-046031	130.545	28	19.8852	25	39	1996.9	1996.04	13.907	13.953	0.12	0	0	4	4	3	-1.1	2.4	-3.1	2.2	12.478	0.02	5	12.015	0.03	5	11.888	0.02	5	15.009	3	14.057	2	14.504	1	13.806	6	13.569	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
895	NGC_2632	550-046032	130.549	60	19.9769	55	83	1995.82	1997.32	15.088	15.258	0.19	0	0	3	3	2	-8.1	3.8	-0.2	4.1	14.273	0.03	5	13.959	0.03	5	13.823	0.05	5	16.02	2	15.387	2	15.66	1	15.25	6	15.095	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
896	NGC_2632	550-046033	130.549	34	19.9122	41	61	1988.15	1996.75	14.658	14.557	0.19	0	0	3	3	3	2.8	2.4	-3.5	3.7	13.166	0.03	5	12.664	0.03	5	12.58	0.03	5	15.762	5	14.746	7	15.222	2	14.534	2	14.216	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0
897	NGC_2632	550-046034	130.555	143	19.8775	85	238	1970.31	1990.65	16.171	16.113	0.15	0	0	2	2	2	-2.8	5.6	-4.1	4.1	14.747	0.03	5	14.266	0.05	5	14.038	0.06	5	17.528	15	16.673	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0
