K2 ID	Dataset Name	Campaign	Object type	RA (J2000)	Dec (J2000)	Target Type	Actual Start Time	Actual End Time	Investigation ID	R Mag	R Mag Err	J Mag	J Mag Err	KEP Mag	Kep Flag	Hip ID	Tyc ID	SDSS ID	UCAC ID	2MASS ID	2MASS Flag	Module	Output	Channel	Ang Sep (')
integer	string	integer	substring	ra	dec	ustring	datetime	datetime	string	float	float	float	float	float	string	integer	string	string	string	string	string	integer	integer	integer	float
219714815	K2EVEREST219714815-C07	7	STAR	19 17 04.952	-16 01 26.14	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035_GO7087	11.599	0.020	10.449	0.026	11.552	gri				370-168840	19170494-1601261	AAA-222-111-000-0-0	10	4	32	16.492
219542763	K2EVEREST219542763-C07	7	STAR	19 17 27.780	-16 29 20.90	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.430	0.056	17.524	JHK					19172777-1629208	AAA-222-111-000-0-0	10	4	32	16.539
219701147	K2EVEREST219701147-C07	7	STAR	19 17 23.597	-16 03 47.18	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	12.793	0.030	11.436	0.027	12.826	gri				370-168944	19172359-1603471	AAA-222-111-000-0-0	10	4	32	16.548
219515616	K2EVEREST219515616-C07	7	STAR	19 16 41.329	-16 33 32.65	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			12.978	0.021	15.123	JHK				368-170160	19164132-1633323	AAA-222-111-000-0-0	10	4	32	16.565
219722781	K2EVEREST219722781-C07	7	STAR	19 16 37.322	-16 00 05.07	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035			12.015	0.023	13.647	JHK				370-168669	19163732-1600050	AAA-222-111-000-0-0	10	4	32	16.933
219598397	K2EVEREST219598397-C07	7	STAR	19 17 50.993	-16 20 34.53	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.023	0.040	12.079	0.026	14.066	gri				369-166262	19175099-1620344	AAA-222-111-sss-0-0	10	4	32	16.939
219597943	K2EVEREST219597943-C07	7	STAR	19 15 32.825	-16 20 38.90	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056_GO7078_GO7087	10.088	0.030	9.030	0.026	10.130	gri		6296-199-1		369-165376	19153282-1620388	AAA-122-111-000-0-0	10	4	32	16.998
219636512	K2EVEREST219636512-C07	7	STAR	19 15 31.414	-16 14 27.23	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.544	0.030	16.885	JHK					19153141-1614272	AAA-222-111-000-0-0	10	4	32	17.128
219590819	K2EVEREST219590819-C07	7	STAR	19 17 50.629	-16 21 47.84	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7019_GO7042	9.670	0.040	9.479	0.026	9.725	gri		6296-1375-1		369-166259	19175062-1621478	AAA-222-111-000-0-0	10	4	32	17.157
219519888	K2EVEREST219519888-C07	7	STAR	19 16 14.930	-16 32 53.81	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.717	0.010	11.987	0.021	13.732	gri				368-169982	19161493-1632538	AAA-222-111-000-0-0	10	4	32	17.190
219549774	K2EVEREST219549774-C07	7	STAR	19 15 47.833	-16 28 16.05	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7028_GO7030	12.143	0.030	11.086	0.027	12.142	gri				368-169792	19154783-1628160	AAA-222-111-000-0-0	10	4	32	17.210
219511324	K2EVEREST219511324-C07	7	STAR	19 16 41.171	-16 34 12.05	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030	12.587	0.020			12.632	gri				368-170156			10	4	32	17.222
219724115	K2EVEREST219724115-C07	7	STAR	19 16 33.236	-15 59 51.55	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.870	0.072	17.694	JHK					19163323-1559515	AAB-222-111-000-0-0	10	4	32	17.250
219628385	K2EVEREST219628385-C07	7	STAR	19 17 53.833	-16 15 45.89	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7086	12.212	0.050	10.812	0.023	12.247	gri				369-166280	19175382-1615457	AAA-222-111-000-0-0	10	4	32	17.282
229228335	K2EVEREST229228335-C07	7		19 16 00.768	-16 31 10.90	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035					19.710								10	4	32	17.305
219606481	K2EVEREST219606481-C07	7	STAR	19 15 30.355	-16 19 15.77	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.886	0.081	18.024	JHK					19153035-1619157	AAB-222-111-000-0-0	10	4	32	17.343
219684401	K2EVEREST219684401-C07	7	STAR	19 15 43.484	-16 06 34.35	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.622	0.032	16.936	JHK					19154348-1606343	AAA-222-111-000-0-0	10	4	32	17.483
219640170	K2EVEREST219640170-C07	7	STAR	19 15 30.316	-16 13 52.14	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.624	0.040	11.885	0.026	13.619	gri				369-165367	19153031-1613521	AAA-222-111-000-0-0	10	4	32	17.484
219594854	K2EVEREST219594854-C07	7	STAR	19 17 52.876	-16 21 08.39	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.449	0.033	16.748	JHK					19175287-1621083	AAA-222-111-000-0-0	10	4	32	17.506
219524266	K2EVEREST219524266-C07	7	STAR	19 16 05.833	-16 32 12.85	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.939	0.050	11.782	0.021	13.967	gri				368-169911	19160583-1632128	AAA-222-111-000-0-0	10	4	32	17.531
219662958	K2EVEREST219662958-C07	7	STAR	19 17 49.420	-16 10 06.82	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.268	0.032	16.467	JHK					19174941-1610068	AAA-222-111-000-0-0	10	4	32	17.579
219718904	K2EVEREST219718904-C07	7	STAR	19 17 10.169	-16 00 45.05	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.048	0.047	17.014	JHK					19171016-1600450	AAA-222-111-000-0-0	10	4	32	17.582
219563935	K2EVEREST219563935-C07	7	STAR	19 15 38.707	-16 26 02.45	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.219	0.010	11.609	0.022	13.229	gri				368-169724	19153870-1626023	AAA-222-111-000-0-0	10	4	32	17.681
219721519	K2EVEREST219721519-C07	7	STAR	19 16 17.573	-16 00 17.76	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056	13.054	0.040	11.515	0.022	13.067	gri				370-168518	19161757-1600177	AAA-222-111-000-0-0	10	4	32	17.685
219508640	K2EVEREST219508640-C07	7	STAR	19 16 49.505	-16 34 36.51	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	12.727	0.030	11.482	0.027	12.815	gri				368-170221	19164949-1634364	AAA-222-111-000-0-0	10	4	32	17.720
229228334	K2EVEREST229228334-C07	7		19 15 52.596	-16 30 17.50	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035					18.620								10	4	32	17.821
219632609	K2EVEREST219632609-C07	7	STAR	19 17 55.993	-16 15 05.32	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7086	12.855	0.041	11.475	0.047	12.898	gri				369-166289	19175599-1615051	AAU-226-220-cc0-0-0	10	4	32	17.858
219523116	K2EVEREST219523116-C07	7	STAR	19 17 19.896	-16 32 23.11	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	12.856	0.040	11.170	0.026	12.841	gri				368-170435	19171989-1632232	AAA-222-111-000-0-0	10	4	32	17.887
219537754	K2EVEREST219537754-C07	7	STAR	19 15 51.134	-16 30 08.51	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7084	13.768	0.044	12.144	0.023	13.802	gri				368-169815	19155113-1630084	AAA-222-111-000-0-0	10	4	32	17.945
219592087	K2EVEREST219592087-C07	7	STAR	19 15 29.549	-16 21 35.52	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.618	0.030	11.822	0.024	13.562	gri				369-165363	19152955-1621354	AAA-222-111-000-0-0	10	4	32	17.983
219511589	K2EVEREST219511589-C07	7	STAR	19 16 19.657	-16 34 09.46	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7019_GO7030_GO7035_GO7042_GO7056			8.052	0.030	8.312	BV		6296-1814-1		368-170021	19161966-1634094	AAA-111-111-000-0-0	10	4	32	17.994
219514531	K2EVEREST219514531-C07	7	STAR	19 17 09.672	-16 33 42.36	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	12.736	0.040	11.241	0.023	12.657	gri				368-170370	19170966-1633423	AAA-222-111-000-0-0	10	4	32	17.994
219508661	K2EVEREST219508661-C07	7	STAR	19 16 26.789	-16 34 36.36	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7008			13.078	0.026	15.377	JHK					19162678-1634363	AAA-222-111-000-0-0	10	4	32	18.000
219705594	K2EVEREST219705594-C07	7	STAR	19 15 54.133	-16 03 00.76	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7028_GO7030_GO7035	12.139	0.040	11.001	0.024	12.125	gri				370-168347	19155413-1603007	AAA-222-111-000-0-0	10	4	32	18.088
219727216	K2EVEREST219727216-C07	7	STAR	19 16 59.592	-15 59 19.76	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.557	0.070	11.710	0.024	13.456	gri				371-165515	19165958-1559197	AAA-222-111-0s0-0-0	10	4	32	18.149
219583317	K2EVEREST219583317-C07	7	STAR	19 17 53.747	-16 22 58.80	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			13.756	0.032	16.159	JHK					19175374-1622587	AAA-222-111-000-0-0	10	4	32	18.228
219675415	K2EVEREST219675415-C07	7	STAR	19 15 35.662	-16 08 03.88	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7084	13.350	0.043	11.664	0.023	13.371	gri				370-168220	19153566-1608038	AAA-222-111-000-0-0	10	4	32	18.251
219519432	K2EVEREST219519432-C07	7	STAR	19 16 05.048	-16 32 58.14	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	11.626	0.040	10.778	0.026	11.635	gri		6296-1672-1		368-169905	19160505-1632579	AEA-222-111-000-0-0	10	4	32	18.281
219672384	K2EVEREST219672384-C07	7	STAR	19 15 34.189	-16 08 33.46	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.946	0.050	12.252	0.023	13.916	gri				370-168209	19153418-1608334	AAA-222-111-000-0-0	10	4	32	18.328
219503612	K2EVEREST219503612-C07	7	STAR	19 16 45.750	-16 35 22.69	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056			7.384	0.030	9.177	BV		6296-1806-1		368-170193	19164574-1635226	AAA-111-111-000-0-0	10	4	32	18.420
219566703	K2EVEREST219566703-C07	7	STAR	19 15 33.541	-16 25 36.88	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056	14.425	0.020	12.520	0.026	14.420	gri				368-169695	19153354-1625368	AAA-222-111-000-0-0	10	4	32	18.553
219634002	K2EVEREST219634002-C07	7	STAR	19 15 25.027	-16 14 51.96	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.574	0.040	11.735	0.024	13.532	gri				369-165323	19152502-1614519	AAA-222-111-000-0-0	10	4	32	18.594
219545516	K2EVEREST219545516-C07	7	STAR	19 17 41.568	-16 28 55.85	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.802	0.039	17.336	JHK					19174156-1628558	AAA-222-111-000-0-0	10	4	32	18.626
219565451	K2EVEREST219565451-C07	7	STAR	19 17 50.395	-16 25 48.09	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.797	0.047	17.105	JHK					19175039-1625480	AAA-222-111-000-0-0	10	4	32	18.629
219621717	K2EVEREST219621717-C07	7	STAR	19 15 24.343	-16 16 49.79	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7082	15.118	0.070	14.415	0.047	15.081	gri				369-165320	19152434-1616496	AUU-266-200-c00-0-0	10	4	32	18.637
219505211	K2EVEREST219505211-C07	7	STAR	19 17 01.342	-16 35 07.94	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7056	13.526	0.040	11.895	0.024	13.433	gri				368-170314	19170133-1635079	AAA-222-111-000-0-0	10	4	32	18.735
219572819	K2EVEREST219572819-C07	7	STAR	19 17 53.408	-16 24 39.00	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.962	0.045	12.284	0.024	14.007	gri				368-170632	19175340-1624390	AAA-222-111-000-0-0	10	4	32	18.769
219548987	K2EVEREST219548987-C07	7	STAR	19 15 39.726	-16 28 23.81	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	12.928	0.010	11.202	0.027	12.951	gri				368-169732	19153972-1628237	AAA-222-111-000-0-0	10	4	32	18.800
219570471	K2EVEREST219570471-C07	7	STAR	19 17 53.290	-16 25 00.94	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.081	0.070	11.398	0.022	13.133	gri				368-170630	19175328-1625009	AAA-222-111-000-0-0	10	4	32	18.896
219525187	K2EVEREST219525187-C07	7	STAR	19 17 29.580	-16 32 03.90	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.146	0.070	12.263	0.023	14.132	gri				368-170498	19172957-1632039	AAA-222-111-000-0-0	10	4	32	18.915
219691206	K2EVEREST219691206-C07	7	STAR	19 15 39.625	-16 05 25.46	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.404	0.043	11.512	0.023	13.353	gri				370-168249	19153963-1605254	AAA-222-111-000-0-0	10	4	32	18.916
219503117	K2EVEREST219503117-C07	7	STAR	19 16 59.412	-16 35 27.15	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056_GO7086	12.302	0.040	11.235	0.027	12.168	gri				368-170300	19165940-1635271	AAA-222-111-000-0-0	10	4	32	18.939
219515240	K2EVEREST219515240-C07	7	STAR	19 16 03.871	-16 33 35.89	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	12.883	0.020	11.394	0.021	12.929	gri				368-169899	19160387-1633358	AAA-222-111-000-0-0	10	4	32	18.968
219542234	K2EVEREST219542234-C07	7	STAR	19 15 42.336	-16 29 26.14	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.162	0.024	16.565	JHK					19154233-1629261	AAA-222-111-000-0-0	10	4	32	18.972
219593048	K2EVEREST219593048-C07	7	STAR	19 17 59.014	-16 21 26.32	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7008			12.520	0.024	14.672	JHK				369-166306	19175900-1621261	AAA-222-111-000-0-0	10	4	32	19.007
219603086	K2EVEREST219603086-C07	7	STAR	19 18 00.407	-16 19 49.08	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.965	0.040	16.830	JHK					19180040-1619490	AAA-222-111-000-0-0	10	4	32	19.027
219552949	K2EVEREST219552949-C07	7	STAR	19 17 47.591	-16 27 46.41	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7021_GO7030	11.678	0.040	11.150	0.024	11.682	gri		6296-1979-1		368-170599	19174757-1627464	AAA-222-111-000-0-0	10	4	32	19.080
219551573	K2EVEREST219551573-C07	7	STAR	19 15 36.731	-16 27 59.84	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.632	0.059	18.120	JHK					19153673-1627598	AAA-222-111-000-0-0	10	4	32	19.144
219716873	K2EVEREST219716873-C07	7	STAR	19 15 57.521	-16 01 05.21	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.317	0.050	11.739	0.022	13.327	gri				370-168370	19155752-1601052	AAA-222-111-000-0-0	10	4	32	19.149
219732365	K2EVEREST219732365-C07	7	STAR	19 16 20.809	-15 58 27.48	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	13.446	0.050	11.856	0.024	13.451	gri				371-165279	19162080-1558274	AAA-222-111-000-0-0	10	4	32	19.208
219660296	K2EVEREST219660296-C07	7	STAR	19 15 26.122	-16 10 33.15	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.108	0.045	17.038	JHK					19152612-1610331	AAA-222-111-000-0-0	10	4	32	19.314
219590348	K2EVEREST219590348-C07	7	STAR	19 15 24.088	-16 21 52.10	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056_GO7086	11.588	0.020	10.550	0.024	11.598	gri		6296-438-1		369-165319	19152406-1621519	AAA-222-111-000-0-0	10	4	32	19.321
219582962	K2EVEREST219582962-C07	7	STAR	19 15 25.484	-16 23 02.32	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.659	0.060	18.100	JHK					19152548-1623023	AAB-222-111-000-0-0	10	4	32	19.330
219683737	K2EVEREST219683737-C07	7	STAR	19 17 50.759	-16 06 40.73	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7056	13.260	0.050	11.841	0.024	13.307	gri				370-169090	19175075-1606406	AAA-222-111-000-0-0	10	4	32	19.457
219735022	K2EVEREST219735022-C07	7	STAR	19 16 59.808	-15 57 59.89	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	10.035	0.040	9.141	0.029	9.967	gri		6296-1000-1		371-165516	19165981-1557598	AAA-112-111-000-0-0	10	4	32	19.458
219566722	K2EVEREST219566722-C07	7	STAR	19 15 29.189	-16 25 36.75	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.451	0.020	11.633	0.022	13.490	gri				368-169654	19152918-1625366	AAA-222-111-000-0-0	10	4	32	19.483
219502390	K2EVEREST219502390-C07	7	STAR	19 16 16.691	-16 35 33.51	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.421	0.050	12.482	0.021	14.459	gri				368-169995	19161669-1635334	AAA-222-111-000-0-0	10	4	32	19.545
219640883	K2EVEREST219640883-C07	7	STAR	19 18 02.488	-16 13 45.00	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.383	0.010	11.599	0.023	13.405	gri				369-166324	19180248-1613449	AAA-222-111-000-0-0	10	4	32	19.586
219497542	K2EVEREST219497542-C07	7	STAR	19 16 25.057	-16 36 16.66	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	12.922	0.041	11.300	0.023	12.959	gri				367-162658	19162505-1636166	AAA-222-111-000-0-0	10	4	32	19.721
229228337	K2EVEREST229228337-C07	7		19 16 40.188	-16 36 43.84	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035					17.990								10	4	32	19.755
219512803	K2EVEREST219512803-C07	7	STAR	19 17 24.313	-16 33 58.11	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.931	0.030	11.804	0.026	13.931	gri				368-170462	19172431-1633581	AAA-222-111-000-0-0	10	4	32	19.787
219649535	K2EVEREST219649535-C07	7	STAR	19 15 21.845	-16 12 18.52	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.534	0.020	11.670	0.024	13.521	gri				369-165295	19152184-1612185	AAA-222-111-000-0-0	10	4	32	19.799
219556920	K2EVEREST219556920-C07	7	STAR	19 15 30.776	-16 27 09.15	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			13.725	0.021	16.084	JHK					19153077-1627091	AAA-222-111-000-0-0	10	4	32	19.884
219669168	K2EVEREST219669168-C07	7	STAR	19 15 25.960	-16 09 05.08	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.194	0.040	12.326	0.024	14.259	gri				370-168149	19152596-1609051	AAA-222-111-000-0-0	10	4	32	19.889
219515762	K2EVEREST219515762-C07	7	STAR	19 17 28.655	-16 33 31.32	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056	10.012	0.040	9.115	0.024	9.998	gri		6296-1764-1		368-170489	19172865-1633313	AAA-122-111-000-0-0	10	4	32	19.970
219583146	K2EVEREST219583146-C07	7	STAR	19 18 01.595	-16 23 00.50	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.329	0.047	17.813	JHK					19180159-1623004	AAA-222-111-000-0-0	10	4	32	20.025
219722396	K2EVEREST219722396-C07	7	STAR	19 17 27.319	-16 00 08.91	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.645	0.010	11.803	0.024	13.669	gri				370-168969	19172731-1600089	AAA-222-111-sss-0-0	10	4	32	20.043
219718497	K2EVEREST219718497-C07	7	STAR	19 17 33.148	-16 00 49.03	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	10.775	0.030	9.009	0.037	10.817	gri		6296-1060-1		370-169002	19173315-1600488	AAA-111-111-000-0-0	10	4	32	20.300
219739319	K2EVEREST219739319-C07	7	STAR	19 17 03.458	-15 57 14.78	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7056	13.532	0.043	11.779	0.024	13.616	gri				371-165544	19170345-1557147	AAA-222-111-000-0-0	10	4	32	20.395
229228348	K2EVEREST229228348-C07	7		19 18 06.562	-16 20 35.12	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035					17.600								10	4	32	20.607
219493488	K2EVEREST219493488-C07	7	STAR	19 17 04.816	-16 36 52.59	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056_GO7087	10.297	0.030	9.333	0.024	10.203	gri		6296-1876-1		367-162922	19170481-1636526	AAA-222-111-000-0-0	10	4	32	20.635
219528595	K2EVEREST219528595-C07	7	STAR	19 17 43.328	-16 31 32.75	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035_GO7087	11.957	0.020	10.745	0.026	11.996	gri				368-170583	19174332-1631327	AAA-222-111-000-0-0	10	4	32	20.700
219745003	K2EVEREST219745003-C07	7	STAR	19 16 43.457	-15 56 15.34	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.048	0.080	11.467	0.023	13.060	gri				371-165424	19164345-1556153	AAA-222-111-000-0-0	10	4	32	20.727
219703368	K2EVEREST219703368-C07	7	STAR	19 15 36.680	-16 03 24.50	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7084	13.213	0.030	11.459	0.021	13.223	gri				370-168229	19153668-1603244	AAA-222-111-000-0-0	10	4	32	20.741
219556441	K2EVEREST219556441-C07	7	STAR	19 15 26.359	-16 27 13.88	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.319	0.035	16.574	JHK					19152635-1627138	AAA-222-111-000-0-0	10	4	32	20.839
219534658	K2EVEREST219534658-C07	7	STAR	19 15 35.917	-16 30 37.27	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7086	12.748	0.010	11.329	0.035	12.781	gri				368-169709	19153591-1630372	AAA-222-111-000-0-0	10	4	32	20.911
219602826	K2EVEREST219602826-C07	7	STAR	19 15 15.404	-16 19 51.60	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056	10.311	0.040	9.303	0.026	10.356	gri		6296-219-1		369-165257	19151540-1619517	AEA-122-111-000-0-0	10	4	32	20.977
219703566	K2EVEREST219703566-C07	7	STAR	19 17 48.520	-16 03 22.30	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			16.051	0.090	17.550	J					19174852-1603222	AAB-222-111-000-0-0	10	4	32	20.984
219624547	K2EVEREST219624547-C07	7	STAR	19 18 09.781	-16 16 22.34	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056			6.537	0.024	8.400	BV		6296-1228-1		369-166355	19180978-1616222	AAA-111-111-000-0-0	10	4	32	21.075
219733829	K2EVEREST219733829-C07	7	STAR	19 16 01.704	-15 58 12.20	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7028_GO7030_GO7087	11.955	0.030	10.927	0.024	11.957	gri				371-165160	19160170-1558122	AAA-222-111-000-0-0	10	4	32	21.124
219550673	K2EVEREST219550673-C07	7	STAR	19 15 26.690	-16 28 07.71	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.635	0.050	11.805	0.022	13.661	gri				368-169627	19152669-1628076	AAA-222-111-000-0-0	10	4	32	21.227
219717897	K2EVEREST219717897-C07	7	STAR	19 15 44.042	-16 00 54.91	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.666	0.020	11.904	0.021	13.643	gri				370-168278	19154404-1600549	AAA-222-111-000-0-0	10	4	32	21.255
219603685	K2EVEREST219603685-C07	7	STAR	19 15 14.069	-16 19 43.05	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			12.243	0.026	14.206	JHK				369-165248	19151406-1619430	AAA-222-111-000-0-0	10	4	32	21.275
219688088	K2EVEREST219688088-C07	7	STAR	19 15 26.118	-16 05 57.07	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056	8.515	0.040			7.937	gri	94635	6296-522-1		370-168150			10	4	32	21.296
219744601	K2EVEREST219744601-C07	7	STAR	19 16 20.323	-15 56 19.31	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.420	0.010	12.661	0.024	14.456	gri				371-165278	19162031-1556193	AAA-222-111-000-0-0	10	4	32	21.304
219550186	K2EVEREST219550186-C07	7	STAR	19 17 57.685	-16 28 12.35	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.869	0.076	17.355	J					19175768-1628123	AAB-222-111-000-0-0	10	4	32	21.344
219532683	K2EVEREST219532683-C07	7	STAR	19 17 49.409	-16 30 55.59	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.450	0.048	17.514	JHK					19174940-1630555	AAA-222-111-000-0-0	10	4	32	21.351
219485437	K2EVEREST219485437-C07	7	STAR	19 16 58.915	-16 38 03.97	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.477	0.030	11.489	0.023	13.363	gri				367-162890	19165890-1638039	AAA-222-111-000-0-0	10	4	32	21.473
219518666	K2EVEREST219518666-C07	7	STAR	19 15 42.689	-16 33 04.95	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056	11.378	0.030	10.376	0.024	11.374	gri		6296-181-1		368-169760	19154269-1633050	AAA-222-111-000-0-0	10	4	32	21.485
219504221	K2EVEREST219504221-C07	7	STAR	19 17 30.138	-16 35 16.99	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030	12.808	0.030	11.536	0.023	12.809	gri				368-170504	19173013-1635170	AAA-222-111-000-0-0	10	4	32	21.639
219626897	K2EVEREST219626897-C07	7	STAR	19 18 12.175	-16 16 00.14	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.043	0.130	12.257	0.023	14.107	gri				369-166370	19181217-1616000	AAA-222-111-000-0-0	10	4	32	21.662
