K2 ID	Dataset Name	Campaign	Object type	RA (J2000)	Dec (J2000)	Target Type	Actual Start Time	Actual End Time	Investigation ID	R Mag	R Mag Err	J Mag	J Mag Err	KEP Mag	Kep Flag	Hip ID	Tyc ID	SDSS ID	UCAC ID	2MASS ID	2MASS Flag	Module	Output	Channel	Ang Sep (')
integer	string	integer	substring	ra	dec	ustring	datetime	datetime	string	float	float	float	float	float	string	integer	string	string	string	string	string	integer	integer	integer	float
219626912	K2EVEREST219626912-C07	7	STAR	19 15 41.825	-16 16 00.06	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			16.062	0.071	18.580	JHK					19154182-1616000	AAB-222-111-000-0-0	10	4	32	14.475
219690673	K2EVEREST219690673-C07	7	STAR	19 16 04.512	-16 05 31.29	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056_GO7086	10.639	0.030	9.611	0.022	10.628	gri		6296-1372-1		370-168422	19160452-1605313	AAA-222-111-000-0-0	10	4	32	14.571
219624311	K2EVEREST219624311-C07	7	STAR	19 17 43.922	-16 16 24.63	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.500	0.043	17.999	JHK					19174392-1616246	AAA-222-111-000-0-0	10	4	32	14.871
219686301	K2EVEREST219686301-C07	7	STAR	19 15 58.532	-16 06 15.03	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.395	0.020	11.818	0.022	13.394	gri				370-168378	19155853-1606150	AAA-222-111-000-0-0	10	4	32	14.967
229228338	K2EVEREST229228338-C07	7		19 16 59.736	-16 31 20.94	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035					18.360								10	4	32	14.985
219581534	K2EVEREST219581534-C07	7	STAR	19 15 45.104	-16 23 15.94	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7030_GO7035_GO7056	11.622	0.030	10.574	0.022	11.647	gri		6296-654-1		369-165475	19154511-1623157	AAA-222-111-000-0-0	10	4	32	15.028
219587650	K2EVEREST219587650-C07	7	STAR	19 15 42.905	-16 22 17.34	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7056	12.966	0.020	11.366	0.024	13.001	gri				369-165458	19154290-1622173	AAA-222-111-000-0-0	10	4	32	15.139
219524664	K2EVEREST219524664-C07	7	STAR	19 16 35.706	-16 32 08.88	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.656	0.044	11.951	0.021	13.692	gri				368-170130	19163570-1632087	AAA-222-111-ss0-0-0	10	4	32	15.243
219577935	K2EVEREST219577935-C07	7	STAR	19 17 38.998	-16 23 50.58	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	14.347	0.048	12.249	0.024	14.376	gri				369-166202	19173899-1623505	AAA-222-111-000-0-0	10	4	32	15.300
219700723	K2EVEREST219700723-C07	7	STAR	19 16 08.789	-16 03 51.43	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035_GO7086	12.606	0.040	11.027	0.022	12.611	gri				370-168455	19160878-1603514	AAA-222-111-000-0-0	10	4	32	15.356
219704882	K2EVEREST219704882-C07	7	STAR	19 17 11.310	-16 03 08.22	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056			6.401	0.023	8.155	BV		6296-1262-1		370-168875	19171130-1603082	AAA-111-111-000-0-0	10	4	32	15.529
219595169	K2EVEREST219595169-C07	7	STAR	19 15 39.283	-16 21 05.36	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030	11.768	0.010	10.804	0.024	11.793	gri		6296-444-1		369-165430	19153926-1621054	AAA-222-111-000-0-0	10	4	32	15.598
219530052	K2EVEREST219530052-C07	7	STAR	19 16 16.219	-16 31 19.44	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			12.484	0.021	14.247	JHK				368-169988	19161621-1631193	AAA-222-111-000-0-0	10	4	32	15.620
219660395	K2EVEREST219660395-C07	7	STAR	19 15 41.908	-16 10 32.08	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.673	0.048	18.287	JHK					19154190-1610320	AAA-222-111-000-0-0	10	4	32	15.799
219634533	K2EVEREST219634533-C07	7	STAR	19 15 36.641	-16 14 46.52	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035	13.537	0.020	11.888	0.024	13.518	gri				369-165410	19153664-1614465	AAA-222-111-000-0-0	10	4	32	15.839
219578517	K2EVEREST219578517-C07	7	STAR	19 15 42.019	-16 23 44.96	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.407	0.033	16.715	JHK					19154201-1623449	AAA-222-111-000-0-0	10	4	32	15.902
219590044	K2EVEREST219590044-C07	7	STAR	19 17 45.229	-16 21 55.21	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035_GO7056	13.836	0.040	12.078	0.022	13.875	gri				369-166234	19174522-1621552	AAA-222-111-000-0-0	10	4	32	15.954
219670317	K2EVEREST219670317-C07	7	STAR	19 15 44.600	-16 08 53.73	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			12.129	0.024	13.678	JHK				370-168284	19154460-1608537	AAA-222-111-000-0-0	10	4	32	15.975
219697419	K2EVEREST219697419-C07	7	STAR	19 17 23.845	-16 04 24.36	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7016_GO7035_GO7056					7.369	BV	94803	6296-1651-1		370-168945			10	4	32	16.095
219718139	K2EVEREST219718139-C07	7	STAR	19 16 41.992	-16 00 52.41	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			13.366	0.029	15.588	JHK				370-168699	19164198-1600525	AAA-222-111-000-0-0	10	4	32	16.106
219565837	K2EVEREST219565837-C07	7	STAR	19 15 45.414	-16 25 44.56	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7028_GO7030	12.443	0.030	11.324	0.022	12.427	gri		6296-312-1		368-169776	19154541-1625444	AAA-222-111-000-0-0	10	4	32	16.156
219663214	K2EVEREST219663214-C07	7	STAR	19 15 40.950	-16 10 04.35	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7008			13.770	0.024	15.700	JHK				370-168259	19154094-1610044	AAA-222-111-000-0-0	10	4	32	16.201
219517861	K2EVEREST219517861-C07	7	STAR	19 16 44.040	-16 33 12.48	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	10.355	0.040	9.500	0.023	10.446	gri		6296-1796-1		368-170185	19164403-1633123	AAA-222-111-000-0-0	10	4	32	16.235
219596810	K2EVEREST219596810-C07	7	STAR	19 15 35.878	-16 20 49.70	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			11.547	0.024	13.662	BV				369-165401	19153587-1620496	AAA-222-111-000-0-0	10	4	32	16.324
219656722	K2EVEREST219656722-C07	7	STAR	19 15 38.178	-16 11 08.34	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			14.560	0.026	17.057	JHK					19153817-1611083	AAA-222-111-000-0-0	10	4	32	16.394
219592079	K2EVEREST219592079-C07	7	STAR	19 15 36.198	-16 21 35.60	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7030_GO7035	11.261	0.040	10.263	0.022	11.239	gri		6296-601-1		369-165404	19153619-1621356	AAA-222-111-000-0-0	10	4	32	16.448
219671731	K2EVEREST219671731-C07	7	STAR	19 15 42.671	-16 08 39.94	LC	2015-10-04 18:07:22	2015-12-26 08:20:45	GO7035			15.323	0.049	17.390	JHK					19154267-1608399	AAA-222-111-000-0-0	10	4	32	16.492
