K2 ID	Dataset Name	Campaign	Object type	RA (J2000)	Dec (J2000)	Target Type	Actual Start Time	Actual End Time	Investigation ID	R Mag	R Mag Err	J Mag	J Mag Err	KEP Mag	Kep Flag	Hip ID	Tyc ID	SDSS ID	UCAC ID	2MASS ID	2MASS Flag	Module	Output	Channel	Ang Sep (')
211950781	K2EVEREST211950781-C05	5	STAR	08 39 53.791	+19 29 03.92	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046			14.397	0.032	15.796	BV				548-046132	08395379+1929040		14	2	46	13.097
211950703	K2EVEREST211950703-C05	5	STAR	08 40 52.525	+19 28 59.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5074_GO5104	10.169	0.010	9.337	0.025	10.209	gri				548-046176	08405252+1928595		14	1	45	13.394
211953353	K2EVEREST211953353-C05	5	STAR	08 41 04.783	+19 31 22.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5089_GO5104	10.729	0.010	9.374	0.022	10.784	gri				548-046192	08410478+1931225		14	1	45	13.442
211968151	K2EVEREST211968151-C05	5	STAR	08 41 16.015	+19 44 51.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5020_GO5060_GO5101	13.420	0.010	12.217	0.020	13.496	gri				549-045539	08411602+1944514		14	4	48	13.452
211971468	K2EVEREST211971468-C05	5	STAR	08 39 34.664	+19 48 00.29	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095			13.269	0.023	15.619	JHK					08393466+1948002		14	3	47	13.569
211948738	K2EVEREST211948738-C05	5	STAR	08 40 06.276	+19 27 14.77	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	10.118	0.020	9.185	0.020	10.126	gri				548-046140	08400627+1927148		14	2	46	13.605
211972478	K2EVEREST211972478-C05	5	STAR	08 39 37.148	+19 48 57.97	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5054_GO5060_GO5095	14.629	0.020	12.286	0.023	14.551	gri				550-045894	08393715+1948580		14	3	47	13.677
211960649	K2EVEREST211960649-C05	5	STAR	08 41 19.925	+19 38 04.73	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5024_GO5060_GO5095	13.085	0.010	11.455	0.023	13.166	gri				549-045541	08411992+1938047		14	1	45	13.774
211955577	K2EVEREST211955577-C05	5	STAR	08 39 31.244	+19 33 31.72	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5060	14.808	0.010	13.086	0.022	14.816	gri			5037-301-3-0114-0123	548-046108	08393124+1933317		14	2	46	13.790
211975638	K2EVEREST211975638-C05	5	STAR	08 40 55.697	+19 51 52.25	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060	12.351	0.010	11.227	0.022	12.409	gri				550-045970	08405570+1951523		14	4	48	13.980
211952694	K2EVEREST211952694-C05	5	STAR	08 41 05.978	+19 30 50.13	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.357	0.010	11.292	0.022	12.411	gri				548-046193	08410598+1930501		14	1	45	14.012
211959857	K2EVEREST211959857-C05	5	STAR	08 41 20.443	+19 37 22.52	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5054_GO5060_GO5095	15.323	0.070	12.676	0.022	15.092	gri				549-045543	08412044+1937224		14	1	45	14.026
211950466	K2EVEREST211950466-C05	5	STAR	08 40 55.927	+19 28 45.41	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060	13.245	0.020	12.230	0.023	13.334	gri				548-046184	08405593+1928454		14	1	45	14.033
211947903	K2EVEREST211947903-C05	5	STAR	08 40 10.556	+19 26 30.01	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033	11.580	0.010	10.821	0.022	11.639	gri				548-046143	08401055+1926300		14	2	46	14.093
211950691	K2EVEREST211950691-C05	5	STAR	08 40 58.343	+19 28 58.72	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5089	13.123	0.020	11.762	0.023	13.184	gri				548-046188	08405834+1928587		14	1	45	14.185
211970678	K2EVEREST211970678-C05	5	STAR	08 39 29.401	+19 47 11.80	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5095_GO5101_GO5106	12.253	0.010	10.739	0.025	12.313	gri				549-045440	08392940+1947118		14	3	47	14.199
211976139	K2EVEREST211976139-C05	5	STAR	08 39 49.925	+19 52 19.61	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060	13.371	0.043	12.178	0.022	13.417	gri				550-045904	08394992+1952197		14	3	47	14.203
211954582	K2EVEREST211954582-C05	5	STAR	08 41 13.186	+19 32 34.92	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5020_GO5024_GO5048_GO5054_GO5060_GO5095	13.584	0.020	11.211	0.022	13.478	gri				548-046203	08411319+1932349		14	1	45	14.287
211976347	K2EVEREST211976347-C05	5	STAR	08 40 53.897	+19 52 30.69	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.946	0.010	12.056	0.023	12.978	gri				550-045968	08405390+1952308		14	4	48	14.288
211949163	K2EVEREST211949163-C05	5	STAR	08 39 54.414	+19 27 37.22	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	18.067	0.007	14.242	0.026	17.440	gri			5061-301-6-0111-0403		08395441+1927372		14	2	46	14.291
211972627	K2EVEREST211972627-C05	5	STAR	08 41 10.306	+19 49 07.01	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5101_GO5104_GO5106	11.290	0.020	10.183	0.022	11.353	gri				550-045989	08411031+1949071		14	4	48	14.333
211959339	K2EVEREST211959339-C05	5	STAR	08 39 22.900	+19 36 53.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5097	16.900	0.005	13.471	0.023	16.398	gri			5037-301-3-0114-0313		08392290+1936530		14	2	46	14.379
211953774	K2EVEREST211953774-C05	5	STAR	08 41 11.303	+19 31 46.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5095_GO5097			12.768	0.022	14.927	JHK				548-046200	08411130+1931467		14	1	45	14.380
211978191	K2EVEREST211978191-C05	5	STAR	08 40 38.464	+19 54 14.76	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5033	11.665	0.010	10.860	0.022	11.703	gri				550-045955	08403846+1954148		14	3	47	14.438
211952573	K2EVEREST211952573-C05	5	STAR	08 39 35.744	+19 30 42.72	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.717	0.020	11.746	0.022	12.758	gri				548-046113	08393574+1930426		14	2	46	14.564
211950916	K2EVEREST211950916-C05	5	STAR	08 39 42.012	+19 29 11.55	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5020	14.230	0.047	12.668	0.022	14.287	gri				548-046121	08394200+1929115		14	2	46	14.612
211978880	K2EVEREST211978880-C05	5	STAR	08 40 15.712	+19 54 54.25	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5020_GO5024_GO5032_GO5048_GO5095_GO5106	12.291	0.010	10.680	0.020	12.329	gri				550-045930	08401571+1954542		14	3	47	14.660
211949675	K2EVEREST211949675-C05	5	STAR	08 39 47.812	+19 28 03.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			16.559	0.126	18.104	J					08394781+1928033		14	2	46	14.701
211960520	K2EVEREST211960520-C05	5	STAR	08 39 20.444	+19 37 57.31	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5020	14.067	0.020	12.525	0.022	14.169	gri				549-045437	08392044+1937574		14	2	46	14.731
211950716	K2EVEREST211950716-C05	5	STAR	08 39 41.666	+19 29 00.50	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5100			15.092	0.042	17.518	JHK					08394166+1929004		14	2	46	14.805
211973314	K2EVEREST211973314-C05	5	STAR	08 41 10.673	+19 49 46.37	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5033_GO5035_GO5048_GO5086			8.364	0.024	8.981	BV		1395-2015-1		550-045991	08411067+1949465		14	4	48	14.811
211952381	K2EVEREST211952381-C05	5	STAR	08 41 10.021	+19 30 32.09	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5074_GO5104	9.994	0.030	9.177	0.023	10.031	gri				548-046199	08411002+1930322		14	1	45	14.923
211969918	K2EVEREST211969918-C05	5	STAR	08 41 20.195	+19 46 32.04	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.198	0.010	12.902	0.023	14.267	gri				549-045542	08412019+1946321		14	4	48	14.994
211979244	K2EVEREST211979244-C05	5	STAR	08 40 31.890	+19 55 13.61	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5104	11.721	0.010	10.823	0.023	11.796	gri				550-045943	08403189+1955136		14	3	47	15.076
211978983	K2EVEREST211978983-C05	5	STAR	08 40 03.673	+19 54 59.52	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097			13.234	0.022	15.551	JHK					08400367+1954595		14	3	47	15.302
211978974	K2EVEREST211978974-C05	5	STAR	08 40 02.597	+19 54 59.25	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.536	0.020	11.577	0.022	12.595	gri				550-045916	08400259+1954592		14	3	47	15.371
211953980	K2EVEREST211953980-C05	5	STAR	08 39 26.903	+19 31 59.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060	13.865	0.010	12.691	0.022	13.899	gri			5045-301-2-0125-0145	548-046102	08392690+1931593		14	2	46	15.462
211950844	K2EVEREST211950844-C05	5	STAR	08 39 36.457	+19 29 07.93	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5020_GO5024_GO5048_GO5054_GO5060_GO5095_GO5101	14.521	0.050	12.254	0.020	14.401	gri			5045-301-2-0125-0164	548-046114	08393645+1929079		14	2	46	15.536
211975006	K2EVEREST211975006-C05	5	STAR	08 41 09.600	+19 51 18.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104	10.438	0.020	9.406	0.022	10.490	gri				550-045987	08410961+1951186		14	4	48	15.655
211979717	K2EVEREST211979717-C05	5	STAR	08 40 36.008	+19 55 38.87	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.906	0.041	11.333	0.023	12.991	gri				550-045951	08403601+1955389		14	3	47	15.664
211980039	K2EVEREST211980039-C05	5	STAR	08 40 30.590	+19 55 58.88	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097	16.612	0.004	13.273	0.024	16.148	gri			5045-301-3-0128-0274		08403058+1955588		14	3	47	15.781
211947009	K2EVEREST211947009-C05	5	STAR	08 39 56.279	+19 25 42.76	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.472	0.020	11.049	0.022	12.528	gri				548-046134	08395627+1925428		14	2	46	15.836
211948335	K2EVEREST211948335-C05	5	STAR	08 40 58.267	+19 26 52.48	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			15.385	0.052	17.867	JHK					08405826+1926524		14	1	45	15.909
211980366	K2EVEREST211980366-C05	5	STAR	08 40 16.874	+19 56 18.48	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5033	11.581	0.020	10.852	0.022	11.630	gri				550-045931	08401687+1956185		14	3	47	16.033
211945980	K2EVEREST211945980-C05	5	STAR	08 40 04.163	+19 24 50.26	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095_GO5097	17.492	0.006	13.836	0.023	16.916	gri			5061-301-6-0111-0408		08400416+1924502		14	2	46	16.059
211979334	K2EVEREST211979334-C05	5	STAR	08 40 48.320	+19 55 18.89	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104	10.837	0.040	9.864	0.022	10.901	gri				550-045963	08404832+1955189		14	3	47	16.201
211968088	K2EVEREST211968088-C05	5	STAR	08 41 28.684	+19 44 48.05	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104	10.761	0.010	9.812	0.022	10.831	gri				549-045546	08412869+1944481		14	4	48	16.275
211980450	K2EVEREST211980450-C05	5	STAR	08 40 39.374	+19 56 23.88	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5097	17.420	0.005	13.557	0.030	16.798	gri			5045-301-3-0128-0293		08403937+1956238		14	3	47	16.574
211971510	K2EVEREST211971510-C05	5	STAR	08 39 18.922	+19 48 02.62	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.381	0.010	10.562	0.020	12.468	gri				550-045882	08391892+1948025		14	3	47	16.772
211971189	K2EVEREST211971189-C05	5	STAR	08 39 16.783	+19 47 42.80	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5018_GO5024_GO5048_GO5095			12.970	0.022	15.329	JHK			5045-301-3-0125-0488	549-045435	08391679+1947426		14	3	47	17.075
211954550	K2EVEREST211954550-C05	5	STAR	08 41 26.977	+19 32 32.89	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5033_GO5035_GO5048_GO5074_GO5086	9.710	0.040	8.935	0.020	9.796	gri				548-046217	08412698+1932329		14	1	45	17.123
211948267	K2EVEREST211948267-C05	5	STAR	08 41 07.246	+19 26 48.91	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5060_GO5095_GO5106	12.104	0.020	10.841	0.022	12.185	gri				548-046194	08410725+1926489		14	1	45	17.178
