K2 ID	Dataset Name	Campaign	Object type	RA (J2000)	Dec (J2000)	Target Type	Actual Start Time	Actual End Time	Investigation ID	R Mag	R Mag Err	J Mag	J Mag Err	KEP Mag	Kep Flag	Hip ID	Tyc ID	SDSS ID	UCAC ID	2MASS ID	2MASS Flag	Module	Output	Channel	Ang Sep (')
211948030	K2EVEREST211948030-C05	5	STAR	08 41 06.900	+19 26 37.05	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5097			13.748	0.024	16.113	JHK					08410689+1926370		14	1	45	17.284
211947849	K2EVEREST211947849-C05	5	STAR	08 39 38.369	+19 26 27.13	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5064_GO5095_GO5106	12.296	0.010	10.839	0.022	12.358	gri				548-046117	08393836+1926272		14	2	46	17.293
211950081	K2EVEREST211950081-C05	5	STAR	08 39 28.588	+19 28 25.19	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5033_GO5048_GO5095_GO5104_GO5106	11.305	0.010	10.035	0.020	11.382	gri				548-046106	08392858+1928251		14	2	46	17.355
211967060	K2EVEREST211967060-C05	5	STAR	08 41 34.717	+19 43 53.33	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5104	11.826	0.020	10.394	0.023	11.889	gri				549-045550	08413472+1943534		14	4	48	17.437
211977959	K2EVEREST211977959-C05	5	STAR	08 41 08.527	+19 54 01.84	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			16.406	0.115	18.733	JHK					08410852+1954018		14	4	48	17.511
211980170	K2EVEREST211980170-C05	5	STAR	08 40 54.872	+19 56 06.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5104_GO5106	11.800	0.010	10.597	0.025	11.871	gri				550-045969	08405487+1956067		14	4	48	17.557
211980574	K2EVEREST211980574-C05	5	STAR	08 40 51.859	+19 56 30.37	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5024_GO5032			13.298	0.025	15.671	JHK				550-045966	08405187+1956302		14	4	48	17.622
211945119	K2EVEREST211945119-C05	5	STAR	08 39 53.165	+19 24 03.77	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048	17.444	0.006	13.905	0.026	16.906	gri			5061-301-6-0111-0230		08395316+1924037		14	2	46	17.642
211946397	K2EVEREST211946397-C05	5	STAR	08 39 43.340	+19 25 11.79	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104_GO5109	10.832	0.010	8.746	0.026	10.816	gri				548-046123	08394333+1925121		14	2	46	17.682
211980142	K2EVEREST211980142-C05	5	STAR	08 40 56.932	+19 56 05.47	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5033_GO5035_GO5045_GO5048_GO5086			8.127	0.020	8.629	BV		1395-2472-1		550-045974	08405693+1956055		14	4	48	17.758
211944945	K2EVEREST211944945-C05	5	STAR	08 39 53.438	+19 23 53.98	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5020_GO5060	14.208	0.020	12.231	0.022	14.193	gri			5061-301-6-0111-0229	547-045659	08395344+1923539		14	2	46	17.767
211957791	K2EVEREST211957791-C05	5	STAR	08 39 09.097	+19 35 32.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5033_GO5035_GO5040_GO5048_GO5086	9.233	0.100	8.006	0.019	8.817	gri		1395-2445-1		548-046083	08390909+1935327		14	2	46	17.865
211980964	K2EVEREST211980964-C05	5	STAR	08 39 52.819	+19 56 51.61	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	11.177	0.020	10.247	0.025	11.214	gri				550-045909	08395282+1956516		14	3	47	17.922
211978382	K2EVEREST211978382-C05	5	STAR	08 41 09.276	+19 54 25.95	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	11.705	0.020	10.718	0.022	11.749	gri				550-045985	08410928+1954259		14	4	48	17.936
211982469	K2EVEREST211982469-C05	5	STAR	08 40 11.453	+19 58 16.08	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5023_GO5033_GO5045_GO5048_GO5064			6.498	0.020	6.690	BV	42523	1395-806-1		550-045925	08401145+1958161		14	3	47	18.121
211975426	K2EVEREST211975426-C05	5	STAR	08 39 21.852	+19 51 40.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5106	12.201	0.010	10.874	0.020	12.279	gri				550-045885	08392185+1951402		14	3	47	18.176
211970427	K2EVEREST211970427-C05	5	STAR	08 39 09.853	+19 46 58.90	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5018_GO5020_GO5024_GO5039_GO5048_GO5054_GO5060_GO5095	15.551	0.080	12.181	0.020	15.071	gri			5045-301-3-0125-0422	549-045427	08390986+1946589		14	3	47	18.280
211955007	K2EVEREST211955007-C05	5	STAR	08 41 33.551	+19 33 00.29	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095	18.520	0.009	14.566	0.031	17.868	gri			5038-301-2-0028-0334		08413355+1933002		14	1	45	18.328
211951494	K2EVEREST211951494-C05	5	STAR	08 41 26.333	+19 29 43.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.287	0.010	13.017	0.022	14.327	gri			5037-301-2-0116-0186	548-046215	08412633+1929434		14	1	45	18.455
211953574	K2EVEREST211953574-C05	5	STAR	08 41 31.362	+19 31 34.80	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5104	11.259	0.020	10.345	0.022	11.319	gri				548-046222	08413135+1931348		14	1	45	18.487
211949097	K2EVEREST211949097-C05	5	STAR	08 39 24.980	+19 27 33.67	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5101_GO5104	10.337	0.020	9.357	0.022	10.350	gri				548-046099	08392498+1927336		14	2	46	18.563
211968779	K2EVEREST211968779-C05	5	STAR	08 39 05.119	+19 45 26.42	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	17.942	0.006	14.010	0.024	17.271	gri			5045-301-3-0125-0381		08390512+1945264		14	3	47	18.848
211970613	K2EVEREST211970613-C05	5	STAR	08 39 06.955	+19 47 08.03	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.616	0.018	15.126	0.039	18.811	gri			5045-301-3-0125-0530		08390695+1947080		14	3	47	18.971
211954174	K2EVEREST211954174-C05	5	STAR	08 41 35.372	+19 32 11.60	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.825	0.010	11.875	0.022	12.853	gri				548-046223	08413537+1932117		14	1	45	19.054
211942051	K2EVEREST211942051-C05	5	STAR	08 40 31.321	+19 21 21.21	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	12.025	0.010	10.638	0.022	12.080	gri				547-045695	08403131+1921211		14	2	46	19.092
211943613	K2EVEREST211943613-C05	5	STAR	08 40 53.825	+19 22 44.05	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5054_GO5060_GO5095	15.216	0.058	12.491	0.022	14.920	gri			5037-301-2-0115-0227	547-045711	08405382+1922440		14	1	45	19.103
211952098	K2EVEREST211952098-C05	5	STAR	08 39 12.726	+19 30 16.91	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048			15.372	0.049	16.822	J					08391272+1930169		14	2	46	19.199
211979345	K2EVEREST211979345-C05	5	STAR	08 41 13.772	+19 55 19.18	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5021_GO5024_GO5033_GO5035_GO5048_GO5086			7.875	0.021	8.337	BV		1395-744-1		550-045993	08411377+1955191		14	4	48	19.288
211945978	K2EVEREST211945978-C05	5	STAR	08 39 33.001	+19 24 50.24	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.526	0.010	13.206	0.023	14.556	gri			5061-301-6-0111-0086	548-046110	08393299+1924502		14	2	46	19.344
211980180	K2EVEREST211980180-C05	5	STAR	08 41 09.791	+19 56 07.24	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5060	13.114	0.042	11.497	0.022	13.167	gri				550-045988	08410979+1956072		14	4	48	19.361
211941583	K2EVEREST211941583-C05	5	STAR	08 40 20.143	+19 20 56.41	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5023_GO5033_GO5057			6.169	0.021	6.770	BV	42542	1395-2024-1		547-045685	08402013+1920564		14	2	46	19.390
211983916	K2EVEREST211983916-C05	5	STAR	08 40 15.348	+19 59 39.45	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5021_GO5024_GO5033_GO5035_GO5045_GO5048_GO5086			8.188	0.021	8.743	BV		1395-819-1		550-045929	08401535+1959394		14	3	47	19.400
211980169	K2EVEREST211980169-C05	5	STAR	08 41 10.529	+19 56 06.60	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5097			12.860	0.022	15.207	JHK				550-045990	08411052+1956067		14	4	48	19.453
211976466	K2EVEREST211976466-C05	5	STAR	08 41 26.804	+19 52 36.71	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	18.859	0.010	14.657	0.032	18.082	gri			5038-301-3-0029-0350		08412680+1952367		14	4	48	19.545
211950713	K2EVEREST211950713-C05	5	STAR	08 41 29.940	+19 29 00.37	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046	16.267	0.010	15.204	0.047	16.215	gri			5037-301-2-0116-0195	548-046220	08412991+1929006		14	1	45	19.562
211953172	K2EVEREST211953172-C05	5	STAR	08 41 37.410	+19 31 13.91	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095	13.083	0.030	11.426	0.020	13.173	gri				548-046225	08413741+1931140		14	1	45	19.911
211945362	K2EVEREST211945362-C05	5	STAR	08 39 31.759	+19 24 17.62	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095_GO5097			13.566	0.026	15.762	JHK					08393175+1924176		14	2	46	19.955
211959273	K2EVEREST211959273-C05	5	STAR	08 38 58.326	+19 36 49.58	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095	13.301	0.010	11.702	0.020	13.380	gri				549-045416	08385833+1936497		14	2	46	20.055
211971114	K2EVEREST211971114-C05	5	STAR	08 39 02.585	+19 47 38.21	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020_GO5089	12.545	0.041	11.112	0.020	12.580	gri				549-045421	08390258+1947381		14	3	47	20.112
211942823	K2EVEREST211942823-C05	5	STAR	08 39 45.752	+19 22 01.16	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104	10.493	0.040	9.565	0.020	10.540	gri				547-045653	08394575+1922011		14	2	46	20.219
211941495	K2EVEREST211941495-C05	5	STAR	08 39 57.654	+19 20 52.05	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060	13.123	0.010	11.998	0.022	13.198	gri				547-045662	08395765+1920520		14	2	46	20.298
211941303	K2EVEREST211941303-C05	5	STAR	08 39 59.803	+19 20 41.43	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060_GO5101	13.858	0.045	12.761	0.022	13.860	gri				547-045667	08395980+1920415		14	2	46	20.331
211985004	K2EVEREST211985004-C05	5	STAR	08 40 25.651	+20 00 44.24	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046			16.145	0.085	17.652	J					08402565+2000442		14	3	47	20.429
211953336	K2EVEREST211953336-C05	5	STAR	08 39 04.108	+19 31 21.66	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095	13.274	0.020	11.562	0.022	13.339	gri				548-046081	08390411+1931216		14	2	46	20.460
211953944	K2EVEREST211953944-C05	5	STAR	08 39 02.920	+19 31 57.35	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5048_GO5095_GO5097			12.829	0.022	15.109	JHK			5037-301-3-0113-0525	548-046080	08390291+1931572		14	2	46	20.461
211984704	K2EVEREST211984704-C05	5	STAR	08 40 06.416	+20 00 28.04	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5023_GO5033_GO5048_GO5075_GO5104					6.196	BV	42516	1398-27-1		551-045023			14	3	47	20.482
211956503	K2EVEREST211956503-C05	5	STAR	08 41 45.460	+19 34 22.53	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	13.098	0.020	11.677	0.020	13.147	gri				548-046230	08414545+1934226		14	1	45	20.488
211981265	K2EVEREST211981265-C05	5	STAR	08 39 31.219	+19 57 08.32	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046	17.462	0.005	16.165	0.085	17.484	gri			5045-301-3-0126-0187		08393121+1957083		14	3	47	20.652
211981412	K2EVEREST211981412-C05	5	STAR	08 39 31.738	+19 57 16.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048	19.219	0.014	15.043	0.047	18.476	gri			5045-301-3-0126-0188		08393173+1957166		14	3	47	20.695
211943037	K2EVEREST211943037-C05	5	STAR	08 41 06.500	+19 22 12.64	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5052_GO5060_GO5104	11.522	0.010	10.549	0.023	11.565	gri				547-045724	08410650+1922127		14	1	45	20.906
211940667	K2EVEREST211940667-C05	5	STAR	08 39 59.440	+19 20 06.95	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060	12.345	0.010	11.326	0.020	12.381	gri				547-045666	08395944+1920070		14	2	46	20.908
211984180	K2EVEREST211984180-C05	5	STAR	08 40 53.922	+19 59 55.15	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5032_GO5048	17.370	0.005			16.891	gri			5045-301-3-0128-0364				14	4	48	20.967
211976846	K2EVEREST211976846-C05	5	STAR	08 41 33.328	+19 52 58.28	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5020_GO5060	13.327	0.020	11.840	0.023	13.368	gri				550-046004	08413333+1952583		14	4	48	20.975
211973504	K2EVEREST211973504-C05	5	STAR	08 41 41.744	+19 49 57.50	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048_GO5095			14.515	0.033	16.926	JHK					08414174+1949575		14	4	48	21.050
211985128	K2EVEREST211985128-C05	5	STAR	08 40 42.715	+20 00 52.19	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	11.384	0.040	10.425	0.023	11.416	gri				551-045058	08404271+2000522		14	3	47	21.104
211982230	K2EVEREST211982230-C05	5	STAR	08 39 30.949	+19 58 01.92	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5032_GO5048_GO5095			13.546	0.023	15.778	JHK					08393094+1958019		14	3	47	21.421
211983725	K2EVEREST211983725-C05	5	STAR	08 39 41.029	+19 59 28.82	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5020_GO5024_GO5032_GO5048_GO5054_GO5060_GO5095	14.756	0.010	12.177	0.020	14.639	gri			5045-301-3-0127-0027	550-045896	08394103+1959288		14	3	47	21.464
211977836	K2EVEREST211977836-C05	5	STAR	08 41 33.810	+19 53 54.42	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.397	0.010	13.166	0.027	14.459	gri				550-046005	08413381+1953544		14	4	48	21.640
211984488	K2EVEREST211984488-C05	5	STAR	08 39 45.554	+20 00 15.73	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5001_GO5017_GO5041_GO5043	18.105	0.007			18.037	gri			5045-301-3-0127-0053				14	3	47	21.721
211956407	K2EVEREST211956407-C05	5	STAR	08 38 53.534	+19 34 16.92	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060	13.615	0.020	11.734	0.022	13.658	gri				548-046072	08385354+1934170		14	2	46	21.736
211958929	K2EVEREST211958929-C05	5	STAR	08 41 53.592	+19 36 30.68	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	18.422	0.008	14.561	0.029	17.806	gri			5061-301-6-0115-0418		08415359+1936306		14	1	45	21.854
211939542	K2EVEREST211939542-C05	5	STAR	08 40 44.267	+19 19 04.04	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.026	0.046	12.631	0.022	14.065	gri				547-045702	08404426+1919040		14	2	46	21.884
211985346	K2EVEREST211985346-C05	5	STAR	08 39 52.762	+20 01 05.21	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097			13.570	0.022	15.979	JHK					08395276+2001052		14	3	47	21.886
211959487	K2EVEREST211959487-C05	5	STAR	08 41 54.769	+19 37 00.99	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.932	0.019	15.530	0.054	19.132	gri			5061-301-6-0115-0597		08415476+1937009		14	1	45	22.045
211980688	K2EVEREST211980688-C05	5	STAR	08 41 25.840	+19 56 36.85	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5052_GO5060_GO5086_GO5104	10.542	0.020	9.659	0.023	10.609	gri				550-046000	08412584+1956369		14	4	48	22.123
211938860	K2EVEREST211938860-C05	5	STAR	08 40 06.362	+19 18 26.52	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5104	10.756	0.010	9.701	0.022	10.802	gri				547-045674	08400635+1918264		14	2	46	22.198
211986176	K2EVEREST211986176-C05	5	STAR	08 39 59.076	+20 01 53.07	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5023_GO5024_GO5033_GO5035_GO5048_GO5064_GO5086	9.542	0.070	8.454	0.030	9.390	gri		1398-50-1		551-045017	08395908+2001532		14	3	47	22.235
211957024	K2EVEREST211957024-C05	5	STAR	08 38 50.449	+19 34 49.65	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	11.788	0.040	10.850	0.020	11.814	gri				548-046066	08385046+1934497		14	2	46	22.293
211939015	K2EVEREST211939015-C05	5	STAR	08 40 00.710	+19 18 34.71	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095_GO5101	13.843	0.020	11.744	0.022	13.814	gri				547-045669	08400070+1918347		14	2	46	22.328
211939584	K2EVEREST211939584-C05	5	STAR	08 39 50.753	+19 19 06.06	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5060_GO5101	13.502	0.043	12.403	0.022	13.611	gri				547-045656	08395075+1919061		14	2	46	22.480
211981630	K2EVEREST211981630-C05	5	STAR	08 41 24.882	+19 57 27.55	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			16.181	0.090	18.525	JHK					08412488+1957275		14	4	48	22.604
211939206	K2EVEREST211939206-C05	5	STAR	08 39 52.340	+19 18 45.51	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5024_GO5029_GO5033_GO5048_GO5060_GO5086_GO5101_GO5104	10.116	0.020	9.283	0.022	10.137	gri				547-045657	08395234+1918455		14	2	46	22.685
211974178	K2EVEREST211974178-C05	5	STAR	08 38 55.478	+19 50 33.45	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5026_GO5048	18.325	0.008	14.395	0.030	17.677	gri			5045-301-3-0125-0391		08385547+1950334		14	3	47	22.826
211937843	K2EVEREST211937843-C05	5	STAR	08 40 17.245	+19 17 31.31	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033	12.324	0.040	11.334	0.022	12.351	gri				547-045683	08401723+1917312		14	2	46	22.832
211939630	K2EVEREST211939630-C05	5	STAR	08 39 44.507	+19 19 09.11	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5046			16.780	0.154	18.340	J					08394450+1919091		14	2	46	22.960
211968621	K2EVEREST211968621-C05	5	STAR	08 38 46.500	+19 45 17.31	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5020	14.506	0.030	13.139	0.023	14.581	gri			5045-301-3-0125-0098	549-045405	08384650+1945173		14	3	47	23.064
211943617	K2EVEREST211943617-C05	5	STAR	08 39 18.504	+19 22 44.23	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.366	0.013	15.014	0.040	18.565	gri			5061-301-6-0110-0484		08391850+1922442		14	2	46	23.120
211938725	K2EVEREST211938725-C05	5	STAR	08 39 51.358	+19 18 20.20	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5048	18.003	0.007	14.264	0.033	17.401	gri			5037-301-2-0114-0018		08395135+1918201		14	2	46	23.158
211983132	K2EVEREST211983132-C05	5	STAR	08 41 21.408	+19 58 53.59	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			16.289	0.190	17.807	J					08412140+1958535		14	4	48	23.210
211987847	K2EVEREST211987847-C05	5	STAR	08 40 13.105	+20 03 28.13	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097	16.812	0.005	13.117	0.024	16.215	gri			5045-301-3-0128-0266		08401310+2003281		14	3	47	23.243
211983081	K2EVEREST211983081-C05	5	STAR	08 41 21.912	+19 58 51.01	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5033	11.863	0.020	11.050	0.022	11.936	gri		1395-816-1		550-045998	08412192+1958510		14	4	48	23.247
211968029	K2EVEREST211968029-C05	5	STAR	08 41 59.345	+19 44 45.08	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5018_GO5024_GO5048_GO5095			12.743	0.022	14.981	JHK				549-045575	08415935+1944452		14	4	48	23.288
211951438	K2EVEREST211951438-C05	5	STAR	08 41 50.590	+19 29 39.58	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.184	0.012	15.034	0.039	18.457	gri			5037-301-2-0117-0366		08415058+1929395		14	1	45	23.392
211985987	K2EVEREST211985987-C05	5	STAR	08 39 41.753	+20 01 41.72	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5007_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095			12.596	0.022	14.788	JHK			5045-301-3-0127-0149	551-045002	08394174+2001415		14	3	47	23.392
211939364	K2EVEREST211939364-C05	5	STAR	08 39 40.514	+19 18 53.93	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095			14.083	0.028	16.325	JHK					08394051+1918539		14	2	46	23.570
211975504	K2EVEREST211975504-C05	5	STAR	08 38 54.208	+19 51 44.63	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095	19.446	0.016	15.183	0.040	18.684	gri			5045-301-3-0125-0526		08385420+1951446		14	3	47	23.643
211936906	K2EVEREST211936906-C05	5	STAR	08 40 27.440	+19 16 40.94	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5012_GO5018_GO5024_GO5029_GO5032_GO5033_GO5048_GO5060_GO5095_GO5101_GO5104	10.968	0.020	10.012	0.023	11.017	gri				547-045692	08402743+1916409		14	2	46	23.674
211938911	K2EVEREST211938911-C05	5	STAR	08 39 42.556	+19 18 28.85	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5018_GO5024_GO5026_GO5048_GO5095			13.596	0.024	15.969	JHK					08394255+1918288		14	2	46	23.758
211943097	K2EVEREST211943097-C05	5	STAR	08 41 27.794	+19 22 15.99	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5029_GO5033_GO5060_GO5104	11.587	0.010	10.607	0.023	11.594	gri				547-045734	08412779+1922161		14	1	45	23.769
211975354	K2EVEREST211975354-C05	5	STAR	08 38 53.009	+19 51 36.44	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			14.944	0.039	17.468	JHK					08385300+1951364		14	3	47	23.825
211988451	K2EVEREST211988451-C05	5	STAR	08 40 11.460	+20 04 03.30	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5011_GO5018_GO5024_GO5048_GO5054_GO5095	16.357	0.004	12.729	0.022	15.789	gri			5045-301-3-0127-0183		08401146+2004032		14	3	47	23.865
211952063	K2EVEREST211952063-C05	5	STAR	08 38 50.165	+19 30 15.11	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5048			16.112	0.084	18.240	JHK					08385016+1930151		14	2	46	23.903
211949049	K2EVEREST211949049-C05	5	STAR	08 41 48.185	+19 27 31.21	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5018_GO5020_GO5024_GO5048_GO5060_GO5095	13.159	0.010	11.411	0.020	13.203	gri				548-046232	08414818+1927312		14	1	45	23.962
211976270	K2EVEREST211976270-C05	5	STAR	08 41 50.082	+19 52 27.01	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5007_GO5033_GO5048_GO5057_GO5075_GO5104			5.240	0.021	6.719	BV	42673	1395-1804-1		550-046020	08415008+1952270		14	4	48	23.969
211974724	K2EVEREST211974724-C05	5	STAR	08 38 51.036	+19 51 02.12	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5026_GO5032_GO5048_GO5095_GO5097	16.840	0.004	13.222	0.025	16.292	gri			5045-301-3-0125-0352		08385103+1951021		14	3	47	23.974
211982734	K2EVEREST211982734-C05	5	STAR	08 41 28.799	+19 58 32.12	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5011_GO5018_GO5024_GO5032_GO5048_GO5095_GO5097			12.993	0.022	15.355	JHK			5038-301-3-0029-0302	550-046002	08412881+1958322		14	4	48	24.021
211936878	K2EVEREST211936878-C05	5	STAR	08 40 02.492	+19 16 39.73	LC	2015-04-27 02:32:54	2015-07-10 22:25:00	GO5006_GO5018_GO5024_GO5026_GO5048_GO5095			14.025	0.028	16.048	JHK					08400249+1916397		14	2	46	24.114
