objName	objID	raMean	decMean	raMeanErr	decMeanErr	nDetections	randomID	projectionID	skyCellID	objInfoFlag	qualityFlag	raStack	decStack	raStackErr	decStackErr	epochMean	nStackDetections	ng	nr	ni	nz	ny	gQfPerfect	gMeanPSFMag	gMeanPSFMagErr	gMeanKronMag	gMeanKronMagErr	gMeanApMag	gMeanApMagErr	gFlags	rQfPerfect	rMeanPSFMag	rMeanPSFMagErr	rMeanKronMag	rMeanKronMagErr	rMeanApMag	rMeanApMagErr	rFlags	iQfPerfect	iMeanPSFMag	iMeanPSFMagErr	iMeanKronMag	iMeanKronMagErr	iMeanApMag	iMeanApMagErr	iFlags	zQfPerfect	zMeanPSFMag	zMeanPSFMagErr	zMeanKronMag	zMeanKronMagErr	zMeanApMag	zMeanApMagErr	zFlags	yQfPerfect	yMeanPSFMag	yMeanPSFMagErr	yMeanKronMag	yMeanKronMagErr	yMeanApMag	yMeanApMagErr	yFlags	Ang Sep (')
PSO J085108.948+114839.932	122171327873303776	08 51 08.949	+11 48 39.93	0.016	0.016	2	0.952745883681575	1534	96	268959744	32			-999.000	-999.000	56324.45157407	0	0	1	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.455	17.556	0.010	17.570	0.008	17.909	0.010	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.645	18.523	0.030	17.608	0.021	18.000	0.030	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.737
PSO J085109.803+114946.016	122191327908465834	08 51 09.794	+11 49 46.01	0.006	0.007	71	0.798871919325434	1534	96	436527104	52	08 51 09.804	+11 49 46.02	0.001	0.001	56148.26760417	5	11	14	12	18	16	1.000	21.483	0.035	21.680	0.044	21.637	0.102	115000	1.000	20.158	0.019	20.433	0.042	20.588	0.056	115000	0.999	19.066	0.007	19.238	0.023	19.144	0.021	115000	1.000	18.600	0.015	18.788	0.026	18.716	0.025	115000	0.999	18.370	0.013	18.510	0.036	18.426	0.036	115000	2.738
PSO J085109.270+114803.669	122161327886141738	08 51 09.261	+11 48 03.65	0.106	0.106	2	0.943689773738095	1534	96	436285440	52	08 51 09.295	+11 48 03.84	0.001	0.001	56498.39118056	1	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.998	21.372	0.047	20.521	0.129	20.692	0.000	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	2.740
PSO J085130.939+114759.378	122161328789290265	08 51 30.932	+11 47 59.36	0.016	0.016	2	0.128512214057625	1534	96	302067712	36			-999.000	-999.000	55613.64752315	0	1	0	1	0	0	0.999	18.126	0.006	18.620	0.013	18.531	0.006	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	21.052	0.106	20.435	0.141	20.489	0.106	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.742
PSO J085109.347+114758.194	122151327889939830	08 51 09.347	+11 47 58.19	0.169	0.169	2	0.446053239932333	1534	96	268959744	32			-999.000	-999.000	55548.65619213	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.667	20.742	0.099	-999.000	-999.000	21.863	0.219	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.743
PSO J085116.471+114607.387	122121328186332943	08 51 16.461	+11 46 07.42	0.005	0.002	66	0.44288780581475	1534	96	503635968	60	08 51 16.471	+11 46 07.39	0.001	0.001	56106.01796296	5	12	14	14	15	11	1.000	20.457	0.017	20.663	0.025	20.583	0.029	115000	0.999	19.196	0.020	19.253	0.032	19.153	0.007	115000	1.000	18.199	0.007	18.331	0.014	18.226	0.012	115000	0.999	17.765	0.008	17.847	0.014	17.765	0.017	115000	0.999	17.517	0.014	17.586	0.008	17.492	0.007	115000	2.745
PSO J085129.732+114717.257	122141328739246304	08 51 29.724	+11 47 17.24	0.011	0.011	2	0.32184173289858	1534	96	276901888	33			-999.000	-999.000	55788.28324074	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.625	13.603	0.000	11.451	0.000	13.182	0.000	16777240	2.749
PSO J085117.362+114603.171	122121328223301559	08 51 17.351	+11 46 03.20	0.002	0.006	62	0.899228613729802	1534	96	503635968	60	08 51 17.362	+11 46 03.17	0.001	0.001	55949.86277778	5	12	12	13	14	11	1.000	14.117	0.003	14.166	0.002	14.106	9.340e-4	115000	1.000	13.751	0.010	13.791	0.009	13.735	0.009	115000	0.998	13.668	0.005	13.719	0.013	13.659	0.009	115000	1.000	13.692	0.002	13.735	0.002	13.669	0.001	115000	0.999	13.631	0.003	13.626	0.002	13.633	0.003	115000	2.750
PSO J085108.904+114837.847	122171327871213095	08 51 08.892	+11 48 37.87	0.006	0.004	71	0.244138724397997	1534	96	503635968	60	08 51 08.904	+11 48 37.85	0.001	0.001	55908.64859954	5	14	14	13	15	15	0.999	14.239	0.001	14.283	5.650e-4	14.229	0.002	115000	1.000	13.793	0.005	13.856	0.006	13.785	0.002	115000	0.999	13.643	0.001	13.692	0.009	13.634	0.005	115000	0.999	13.613	0.002	13.665	0.005	13.603	0.002	115000	0.999	13.562	0.004	13.575	0.005	13.563	0.004	115000	2.751
PSO J085118.953+114558.907	122121328289670101	08 51 18.944	+11 45 58.88	0.033	0.033	2	0.5956709325273249	1534	96	302067712	36			-999.000	-999.000	56309.54501157	0	2	0	0	0	0	0.571	20.385	0.034	20.528	0.035	20.410	0.027	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.752
PSO J085121.414+115127.233	122221328392289567	08 51 21.404	+11 51 27.23	0.004	0.005	66	0.314485112498035	1534	96	503635968	60	08 51 21.415	+11 51 27.23	0.001	0.001	55846.06108796	5	12	20	9	13	12	0.999	19.293	0.013	19.430	0.021	19.339	0.030	115000	1.000	18.022	0.005	18.134	0.006	18.046	0.003	115000	0.999	17.117	0.003	17.233	0.009	17.134	0.007	115000	0.999	16.687	0.004	16.762	0.008	16.693	0.005	115000	0.999	16.462	0.006	16.562	0.013	16.483	0.008	115000	2.754
PSO J085129.811+114719.585	122141328742866665	08 51 29.817	+11 47 18.89	0.012	0.012	4	0.173444830974047	1534	96	1350643712	161	08 51 29.811	+11 47 19.59	0.001	0.001	55816.494375	1	0	0	0	2	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.187	13.329	0.180	11.974	0.115	12.600	0.108	16793656	0.845	13.297	0.299	-999.000	-999.000	12.816	0.226	16793648	2.755
PSO J085117.406+114602.448	122121328225261304	08 51 17.406	+11 46 02.45	-999.000	-999.000	2	0.882260272169728	1534	96	268959744	32			-999.000	-999.000	-999	0	1	0	0	1	0	-999.000	-999.000	-999.000	18.172	0.045	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.759
PSO J085128.344+114649.419	122131328680836973	08 51 28.331	+11 46 49.45	0.008	0.005	57	0.363616970706374	1534	96	637853696	76	08 51 28.345	+11 46 49.42	0.001	0.001	56141.78733796	5	14	10	9	11	13	1.000	15.288	0.003	15.362	0.004	15.300	0.008	115000	0.999	14.694	0.004	14.743	0.005	14.689	9.460e-4	115000	1.000	14.468	0.003	14.515	0.002	14.466	0.002	33080	1.000	14.404	0.002	14.424	7.380e-4	14.389	0.015	16696	0.998	14.305	0.002	14.362	0.009	14.307	0.005	16696	2.759
PSO J085124.686+115114.638	122221328528355389	08 51 24.687	+11 51 14.64	0.110	0.110	2	0.708386994626733	1534	96	268959744	32			-999.000	-999.000	56276.63915509	0	0	0	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.524	20.116	0.263	-999.000	-999.000	20.113	0.000	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.761
PSO J085122.870+115123.981	122221328453788521	08 51 22.861	+11 51 23.95	0.017	0.017	2	0.7151123403712289	1534	96	310456320	37			-999.000	-999.000	56297.35104167	0	0	1	0	0	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	18.560	0.023	-999.000	-999.000	-999.000	-999.000	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.992	17.054	0.014	16.635	0.021	16.579	0.014	16777240	2.764
PSO J085130.234+114728.495	122151328760050082	08 51 30.235	+11 47 28.50	0.034	0.034	2	0.337438535259514	1534	96	277348352	33			-999.000	-999.000	56032.68130787	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.830	18.238	0.096	17.045	0.000	17.591	0.002	16781336	2.768
PSO J085112.850+115050.050	122211328037837040	08 51 12.841	+11 50 50.03	0.187	0.187	3	0.101919838322252	1534	96	302067712	36			-999.000	-999.000	57008.655625	0	0	0	1	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	21.668	0.187	21.162	0.215	20.960	0.187	16777496	0.824	20.958	0.010	20.840	0.315	21.162	0.027	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.768
PSO J085130.143+114725.721	122141328755969062	08 51 30.143	+11 47 25.72	-999.000	-999.000	4	0.46426352808649	1534	96	268959744	32			-999.000	-999.000	-999	0	0	0	4	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.769
PSO J085129.740+114715.191	122141328739235730	08 51 29.741	+11 47 15.19	0.008	0.008	5	0.7235858996618409	1534	96	277348352	33			-999.000	-999.000	55952.94728009	0	1	0	0	2	2	0.000	15.350	0.003	-999.000	-999.000	21.482	0.003	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.742	13.805	0.002	11.017	0.001	13.897	0.002	16781336	0.662	12.879	0.117	11.271	0.253	12.657	0.105	16777240	2.771
PSO J085130.486+114735.385	122151328769092274	08 51 30.478	+11 47 35.37	0.017	0.017	2	0.955490110400589	1534	96	302067712	36			-999.000	-999.000	57008.64622685	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	18.978	0.000	-999.000	-999.000	-999.000	-999.000	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.772
PSO J085128.680+115032.200	122211328694761231	08 51 28.680	+11 50 32.20	0.011	0.011	2	0.752131996445481	1534	96	268959744	32			-999.000	-999.000	55204.9358912	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.009	15.989	0.375	-999.000	-999.000	19.675	1.456	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.772
PSO J085111.529+114654.905	122131327980168815	08 51 11.520	+11 46 54.89	0.021	0.020	31	0.488701042243001	1534	96	436527104	52	08 51 11.534	+11 46 54.86	0.001	0.001	56072.16038194	4	0	1	8	13	9	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.824	22.688	0.234	-999.000	-999.000	-999.000	-999.000	118840	0.999	20.714	0.027	20.898	0.073	20.933	0.014	115000	1.000	20.162	0.022	20.203	0.065	20.213	0.128	115000	0.999	19.778	0.094	19.841	0.178	19.490	0.261	115000	2.773
PSO J085108.805+114835.019	122171327866772073	08 51 08.806	+11 48 35.02	0.031	0.031	3	0.619931731019105	1534	96	268959744	32			-999.000	-999.000	56345.75483796	0	0	1	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.350	19.090	0.038	19.616	0.033	19.929	0.038	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.636	18.292	0.000	18.485	0.039	19.000	0.000	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.774
PSO J085108.789+114840.398	122171327865713859	08 51 08.790	+11 48 40.40	0.017	0.017	2	0.225213770033059	1534	96	268959744	32			-999.000	-999.000	55221.39670139	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.589	18.537	0.000	18.790	0.000	18.979	0.000	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.775
PSO J085108.845+114858.317	122171327868749867	08 51 08.835	+11 48 58.30	0.089	0.089	2	0.105083679878231	1534	96	310456320	37			-999.000	-999.000	56026.2768287	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	20.834	0.022	19.755	0.046	19.764	0.016	16777488	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.775
PSO J085126.693+115059.742	122221328612630369	08 51 26.685	+11 50 59.72	0.031	0.031	16	0.531896375615053	1534	96	436527104	52	08 51 26.695	+11 50 59.74	0.001	0.001	55924.62966435	3	0	0	1	11	4	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.927	21.134	0.133	-999.000	-999.000	22.372	0.133	114736	0.999	20.335	0.046	20.578	0.121	20.504	0.123	115000	0.999	19.718	0.144	20.008	0.088	20.101	0.187	115000	2.786
PSO J085129.905+114717.006	122141328746026294	08 51 29.894	+11 47 16.82	0.001	0.001	17	0.213106999372232	1534	96	1409359872	168	08 51 29.905	+11 47 17.01	0.001	0.001	50768.45449074	4	2	1	6	4	4	-999.000	10.494	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	9.465	-999.000	-999.000	-999.000	-999.000	-999.000	4	-999.000	8.984	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	8.680	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	8.515	-999.000	-999.000	-999.000	-999.000	-999.000	114724	2.788
PSO J085130.523+114951.973	122191328771477813	08 51 30.516	+11 49 51.94	0.034	0.034	10	0.164882750403958	1534	96	302063616	36			-999.000	-999.000	56386.79231481	0	2	2	4	2	0	0.986	21.411	0.141	21.846	0.243	21.987	0.100	1048	0.999	21.044	0.031	-999.000	-999.000	23.871	0.099	1048	0.999	20.859	0.057	21.249	0.061	21.450	0.080	1048	0.998	20.735	0.062	-999.000	-999.000	21.642	0.192	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.789
PSO J085129.906+114716.841	122141328744376021	08 51 29.906	+11 47 16.84	4.100e-4	4.100e-4	20	0.642338988969418	1534	96	268959744	32			-999.000	-999.000	51974.6884838	0	11	7	0	0	2	0.128	10.241	0.017	12.321	0.092	12.727	0.142	88	0.030	9.526	0.202	12.597	0.001	13.570	0.013	88	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	64	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	64	0.084	8.796	0.392	-999.000	-999.000	12.901	0.490	88	2.791
PSO J085128.286+114645.976	122131328678315792	08 51 28.286	+11 46 45.98	0.037	0.037	3	0.994691408234361	1534	96	277348352	33			-999.000	-999.000	55221.2227662	0	0	2	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.694	19.822	0.000	-999.000	-999.000	19.129	0.000	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.812	19.708	0.079	-999.000	-999.000	19.223	0.079	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.791
PSO J085128.809+115032.068	122211328699421160	08 51 28.809	+11 50 32.07	0.012	0.012	2	0.821513283831545	1534	96	268959744	32			-999.000	-999.000	55606.7478588	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.553	15.160	0.002	-999.000	-999.000	16.023	0.002	24	0.540	14.855	0.003	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.795
PSO J085128.459+115038.349	122211328685763218	08 51 28.451	+11 50 38.06	0.011	0.011	4	0.876797567938266	1534	96	302063616	36			-999.000	-999.000	55206.93037037	0	0	4	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.859	19.386	0.017	-999.000	-999.000	-999.000	-999.000	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.796
PSO J085129.879+114715.561	122141328745395706	08 51 29.879	+11 47 15.56	0.229	0.229	2	0.350478655985071	1534	96	268959744	32			-999.000	-999.000	55770.99550926	0	1	0	1	0	0	0.012	10.151	0.001	12.866	0.001	14.848	0.001	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.000	9.382	0.001	13.081	0.001	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.796
PSO J085130.008+114718.711	122141328749166603	08 51 30.008	+11 47 18.71	0.016	0.016	3	0.532880436194018	1534	96	268959744	32			-999.000	-999.000	55967.24939815	0	0	0	1	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.000	10.815	0.001	15.015	0.002	17.150	0.001	24	0.026	13.489	0.002	13.176	0.001	13.982	0.002	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16	2.796
PSO J085129.608+114708.864	122141328733843512	08 51 29.609	+11 47 08.86	0.030	0.030	2	0.302947271897408	1534	96	277348352	33			-999.000	-999.000	56260.6627662	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.833	17.245	0.074	-999.000	-999.000	16.802	0.159	16781328	2.801
PSO J085109.641+114950.233	122191327901887232	08 51 09.633	+11 49 50.22	0.078	0.078	4	0.974824596172967	1534	96	436363264	52	08 51 09.642	+11 49 50.23	0.001	0.001	55494.83761574	4	1	2	1	0	0	0.888	22.470	0.201	-999.000	-999.000	24.509	0.201	115000	0.999	22.039	0.081	22.026	0.187	22.291	0.000	115000	0.866	21.730	0.217	-999.000	-999.000	22.291	0.217	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	2.802
PSO J085122.698+114559.183	122121328445380094	08 51 22.689	+11 45 59.16	0.078	0.078	2	0.851979029227029	1534	96	444674048	53	08 51 22.682	+11 45 58.83	0.001	0.001	55764.57936343	1	0	0	1	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.997	21.116	0.104	20.172	0.105	20.404	0.104	16793912	1.000	20.347	0.115	19.326	0.112	19.476	0.115	16892208	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	2.802
PSO J085113.936+114621.679	122121328080587658	08 51 13.927	+11 46 21.66	0.060	0.060	2	0.132903627243735	1534	96	1384198144	165	08 51 13.931	+11 46 21.48	0.001	0.001	55210.62853009	1	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.999	21.190	0.065	20.385	0.077	20.551	0.065	16892216	0.311	21.440	0.133	21.173	0.210	21.046	0.133	16794168	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	2.803
PSO J085129.978+114717.150	122141328748566098	08 51 29.978	+11 47 17.15	0.150	0.150	4	0.674018584819528	1534	96	268959744	32			-999.000	-999.000	55370.44673611	0	0	2	1	0	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.098	10.242	0.023	12.834	0.001	13.426	0.108	24	9.560e-4	9.328	0.001	13.674	0.001	-999.000	-999.000	16	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.000	9.748	0.001	10.788	0.001	12.528	0.001	24	2.803
PSO J085116.104+115120.607	122221328171007359	08 51 16.096	+11 51 20.59	0.187	0.187	2	0.176175244316622	1534	96	302067712	36			-999.000	-999.000	55231.34487269	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.913	21.831	0.186	-999.000	-999.000	22.116	0.155	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.805
PSO J085121.323+114555.432	122111328388518963	08 51 21.323	+11 45 55.43	0.011	0.011	2	0.50189328612936	1534	96	277348352	33			-999.000	-999.000	55941.56084491	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.003	17.008	0.070	15.520	0.177	16.349	0.074	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.809
PSO J085128.696+115035.538	122211328695682324	08 51 28.688	+11 50 35.51	0.019	0.019	2	0.277228759859902	1534	96	310456320	37			-999.000	-999.000	55548.51717593	0	1	0	0	0	1	0.788	17.311	0.008	16.008	0.004	16.665	0.008	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.909	16.669	0.012	14.632	0.006	15.939	0.012	16777488	2.810
PSO J085128.746+115034.581	122211328697471965	08 51 28.746	+11 50 34.58	0.011	0.011	2	0.128833911501648	1534	96	268959744	32			-999.000	-999.000	55418.04543981	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.790	16.265	0.004	14.900	0.002	15.814	0.004	16781336	0.389	15.514	0.003	-999.000	-999.000	17.947	0.003	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.811
PSO J085131.293+114923.436	122181328804418157	08 51 31.293	+11 49 23.27	0.114	0.114	2	0.696161578126402	1534	96	310456320	37			-999.000	-999.000	55944.32498843	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.927	21.770	0.168	20.796	0.161	21.108	0.168	16777496	0.994	21.636	0.155	21.464	0.198	21.123	0.155	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.813
PSO J085130.186+114720.968	122141328758217536	08 51 30.186	+11 47 20.97	0.013	0.013	2	0.885818448742683	1534	96	277348352	33			-999.000	-999.000	55878.58413194	0	0	0	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.830	16.048	0.011	14.063	0.003	15.507	0.249	16781336	2.816
PSO J085128.986+115031.045	122211328706130404	08 51 28.986	+11 50 31.05	0.001	0.001	3	0.0432116892591228	1534	96	1352138752	161	08 51 28.986	+11 50 31.05	0.001	0.001	55936.67303241	1	0	1	0	2	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.434	15.340	0.002	-999.000	-999.000	-999.000	-999.000	16440	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.714	14.254	0.238	13.024	0.022	14.025	0.223	16797744	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	2.817
PSO J085130.299+115002.408	122201328763081232	08 51 30.300	+11 50 02.41	0.072	0.072	2	0.27412530991633	1534	96	268959744	32			-999.000	-999.000	57008.64208333	0	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.721	20.662	0.037	20.335	0.133	20.405	0.090	4112	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	2.818
