objName	objID	raMean	decMean	raMeanErr	decMeanErr	nDetections	randomID	projectionID	skyCellID	objInfoFlag	qualityFlag	raStack	decStack	raStackErr	decStackErr	epochMean	nStackDetections	ng	nr	ni	nz	ny	gQfPerfect	gMeanPSFMag	gMeanPSFMagErr	gMeanKronMag	gMeanKronMagErr	gMeanApMag	gMeanApMagErr	gFlags	rQfPerfect	rMeanPSFMag	rMeanPSFMagErr	rMeanKronMag	rMeanKronMagErr	rMeanApMag	rMeanApMagErr	rFlags	iQfPerfect	iMeanPSFMag	iMeanPSFMagErr	iMeanKronMag	iMeanKronMagErr	iMeanApMag	iMeanApMagErr	iFlags	zQfPerfect	zMeanPSFMag	zMeanPSFMagErr	zMeanKronMag	zMeanKronMagErr	zMeanApMag	zMeanApMagErr	zFlags	yQfPerfect	yMeanPSFMag	yMeanPSFMagErr	yMeanKronMag	yMeanKronMagErr	yMeanApMag	yMeanApMagErr	yFlags	Ang Sep (')
PSO J085121.153+114848.593	122171328381606689	08 51 21.145	+11 48 48.58	0.119	0.119	2	0.522672200130925	1534	96	302067712	36			-999.000	-999.000	55597.2325463	0	1	1	0	0	0	0.990	22.439	0.181	22.032	0.246	21.970	0.181	16777496	0.965	21.807	0.157	21.728	0.238	21.615	0.157	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.265
PSO J085121.151+114853.422	122171328381808401	08 51 21.142	+11 48 53.40	0.022	0.022	2	0.957846850117526	1534	96	310456320	37			-999.000	-999.000	56300.61425926	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	19.247	0.000	16.534	0.131	17.944	0.000	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.302
PSO J085118.904+114832.354	122171328287621300	08 51 18.896	+11 48 32.36	0.011	0.011	62	0.790926126568509	1534	96	436527104	52	08 51 18.905	+11 48 32.35	0.001	0.001	56042.48055556	5	12	20	14	12	4	0.999	20.434	0.015	20.570	0.042	20.509	0.045	115000	1.000	20.180	0.011	20.366	0.028	20.332	0.021	115000	1.000	20.062	0.033	20.273	0.050	20.273	0.072	115000	1.000	20.076	0.067	20.278	0.094	20.411	0.087	115000	1.000	19.872	0.055	20.456	0.199	21.423	0.067	115000	0.351
PSO J085119.215+114826.958	122161328300379500	08 51 19.204	+11 48 26.97	0.004	0.001	74	0.833149083734629	1534	96	503635968	60	08 51 19.216	+11 48 26.96	0.001	0.001	56084.325625	5	13	19	15	16	11	0.999	18.579	0.012	18.713	0.020	18.609	0.017	115000	1.000	17.397	0.004	17.530	0.030	17.437	0.032	115000	1.000	16.726	0.008	16.860	0.022	16.753	0.008	115000	1.000	16.450	0.004	16.565	0.009	16.471	0.004	115000	0.999	16.264	0.004	16.372	0.009	16.286	0.007	115000	0.351
PSO J085119.133+114827.870	122161328296609704	08 51 19.133	+11 48 27.87	0.043	0.043	2	0.0332448100980789	1534	96	268959744	32			-999.000	-999.000	56177.57082176	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.651	19.726	0.000	19.977	0.078	20.117	0.024	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.352
PSO J085120.379+114820.485	122161328350247347	08 51 20.370	+11 48 20.46	0.113	0.113	2	0.53795359147522	1534	96	436285440	52	08 51 20.405	+11 48 20.69	0.001	0.001	56645.91309028	1	0	0	1	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.002	21.315	0.134	20.581	0.155	20.529	0.134	16794168	0.999	21.639	0.205	-999.000	-999.000	23.517	0.205	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.381
PSO J085120.776+114820.325	122161328365657285	08 51 20.768	+11 48 20.30	0.189	0.189	2	0.729728518733502	1534	96	302067712	36			-999.000	-999.000	55204.44653935	0	1	1	0	0	0	0.013	20.357	0.103	19.846	0.073	19.864	0.103	16781336	0.999	22.517	0.188	22.349	0.301	22.211	0.188	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.410
PSO J085118.977+114821.711	122161328290887725	08 51 18.966	+11 48 21.72	0.013	0.005	78	0.0155576197575383	1534	96	436527104	52	08 51 18.978	+11 48 21.71	0.001	0.001	55912.93453704	5	12	25	14	14	13	0.999	20.455	0.037	20.477	0.059	20.453	0.065	16892216	1.000	19.209	0.024	19.306	0.074	19.205	0.129	16892216	0.999	18.259	0.019	18.408	0.026	18.309	0.026	115000	1.000	17.816	0.008	17.999	0.008	17.901	0.011	115000	0.999	17.572	0.007	17.691	0.032	17.577	0.020	115000	0.456
PSO J085120.036+114815.551	122161328334095981	08 51 20.027	+11 48 15.53	0.018	0.018	2	0.571376765678988	1534	96	268513280	32			-999.000	-999.000	56407.2346412	0	1	0	0	0	1	0.796	21.238	0.168	20.761	0.142	20.649	0.168	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	16.291	0.011	16.740	0.021	16.653	0.011	24	0.460
PSO J085119.564+114816.036	122161328315685922	08 51 19.556	+11 48 16.01	0.173	0.173	2	0.280818385333585	1534	96	302067712	36			-999.000	-999.000	56632.64920139	0	0	1	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.629	22.358	0.441	-999.000	-999.000	23.087	0.441	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	21.455	0.172	20.851	0.196	20.791	0.172	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.472
PSO J085118.285+114833.417	122171328262141627	08 51 18.285	+11 48 33.36	0.025	0.025	10	0.0319623453840263	1534	96	436281344	52	08 51 18.285	+11 48 33.42	0.001	0.001	56400.83090278	1	2	2	4	2	0	0.999	21.134	0.086	21.144	0.148	20.973	0.086	115000	0.999	20.640	0.029	20.355	0.239	20.460	0.304	17464	0.999	20.572	0.052	20.539	0.099	20.393	0.048	17464	0.999	20.309	0.056	-999.000	-999.000	20.064	0.431	17464	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.480
PSO J085121.619+114902.499	122181328400801321	08 51 21.608	+11 49 02.50	0.006	0.005	78	0.509490626407313	1534	96	503635968	60	08 51 21.619	+11 49 02.50	0.001	0.001	56116.17685185	5	12	20	14	18	14	1.000	15.469	0.002	15.525	0.004	15.473	0.002	115000	1.000	14.968	0.002	15.026	0.004	14.968	0.005	115000	0.999	14.783	0.005	14.847	0.006	14.777	0.006	115000	1.000	14.737	0.003	14.804	0.002	14.741	0.003	115000	0.999	14.665	0.003	14.737	0.004	14.673	0.004	115000	0.486
PSO J085122.000+114832.417	122171328416591288	08 51 21.991	+11 48 32.36	0.013	0.013	10	0.310413996978117	1534	96	302063616	36			-999.000	-999.000	56398.46247685	0	2	2	4	2	0	0.999	20.162	0.062	20.448	0.103	20.375	0.051	1048	0.998	19.843	0.009	-999.000	-999.000	20.502	0.101	1048	0.999	19.754	0.023	19.828	0.017	19.762	0.026	1048	0.998	19.486	0.052	19.604	0.048	19.568	0.015	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.489
PSO J085120.683+114813.998	122161328361865132	08 51 20.674	+11 48 13.99	0.013	0.013	4	0.300803398993615	1534	96	310452224	37			-999.000	-999.000	56338.38818287	0	2	0	2	0	0	0.999	18.332	0.196	17.210	0.026	17.311	0.113	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.577	20.347	0.075	18.967	0.000	19.210	0.110	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.502
PSO J085120.621+114813.661	122161328358855073	08 51 20.613	+11 48 13.64	0.010	0.010	4	0.293350629781699	1534	96	310456320	37			-999.000	-999.000	56306.16221065	0	0	2	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.999	18.064	0.083	17.154	0.022	17.198	0.017	16777496	0.997	18.671	0.164	-999.000	-999.000	17.526	0.134	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.504
PSO J085122.314+114843.411	122171328429634929	08 51 22.304	+11 48 43.28	0.005	0.060	46	0.714761121864208	1534	96	436527104	52	08 51 22.314	+11 48 43.41	0.001	0.001	56065.05142361	5	0	9	10	17	10	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	1.000	19.957	0.059	19.821	0.218	19.825	0.220	115000	0.999	18.956	0.031	19.107	0.254	18.944	0.000	115000	1.000	18.517	0.015	18.634	0.026	18.624	0.057	115000	0.998	18.228	0.016	18.366	0.017	18.248	0.027	115000	0.532
PSO J085122.174+114855.357	122171328423978968	08 51 22.165	+11 48 55.32	0.038	0.038	7	0.186300348663982	1534	96	302063616	36			-999.000	-999.000	56381.73474537	0	2	1	4	0	0	1.000	21.363	0.119	21.660	0.173	21.706	0.143	280	0.999	21.038	0.096	-999.000	-999.000	23.250	0.096	1048	1.000	21.006	0.044	21.085	0.101	20.919	0.055	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.538
PSO J085122.140+114827.904	122161328422509787	08 51 22.128	+11 48 27.91	0.005	0.008	58	0.882451371180314	1534	96	235200512	28	08 51 22.141	+11 48 27.90	0.001	0.001	56169.26125	6	9	16	8	13	12	0.997	16.037	0.001	16.106	0.004	16.041	0.001	115000	0.999	15.398	0.005	15.441	0.004	15.384	0.005	33080	0.997	15.154	0.002	15.217	0.002	15.146	0.009	98616	0.999	15.053	0.002	15.111	0.005	15.049	9.480e-4	16696	0.999	14.969	0.005	14.991	0.003	14.972	0.005	16696	0.550
PSO J085119.836+114916.339	122181328326595977	08 51 19.836	+11 49 16.34	0.144	0.144	2	0.73020089765098	1534	96	268959744	32			-999.000	-999.000	55202.52859954	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.567	21.266	0.106	-999.000	-999.000	22.871	0.000	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.559
PSO J085117.801+114843.191	122171328242744754	08 51 17.824	+11 48 43.20	0.044	0.044	2	0.156234101537833	1534	96	444674048	53	08 51 17.801	+11 48 43.19	0.001	0.001	56218.45944444	1	1	0	1	0	0	0.648	20.614	0.057	18.826	0.032	19.413	0.057	16892472	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.999	20.387	0.064	19.271	0.059	19.488	0.064	16794672	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.564
PSO J085122.044+114823.679	122161328418518370	08 51 22.035	+11 48 23.65	0.021	0.021	4	0.508260800045227	1534	96	302063616	36			-999.000	-999.000	56319.40703704	0	2	0	1	1	0	0.996	20.005	0.007	20.235	0.052	20.209	0.043	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	19.886	0.036	-999.000	-999.000	19.793	0.036	1048	0.998	19.623	0.069	19.864	0.143	19.796	0.069	1048	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.567
PSO J085118.218+114823.052	122161328262268018	08 51 18.209	+11 48 23.03	0.164	0.164	3	0.645508345817689	1534	96	302067712	36			-999.000	-999.000	56407.26140046	0	0	0	0	3	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.997	20.478	0.163	21.140	0.249	20.371	0.163	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.577
PSO J085118.266+114820.622	122161328260707561	08 51 18.257	+11 48 20.60	0.062	0.062	2	0.172518831838406	1534	96	310456320	37			-999.000	-999.000	55503.62858796	0	0	1	0	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.755	20.820	0.050	19.828	0.035	19.990	0.050	16781336	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.998	19.857	0.060	17.774	0.034	18.667	0.060	16778264	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.592
PSO J085119.368+114808.984	122161328306853471	08 51 19.355	+11 48 09.00	0.016	0.013	51	0.740167282279737	1534	96	436527104	52	08 51 19.368	+11 48 08.98	0.001	0.001	56185.09016204	5	3	13	13	14	8	0.994	22.016	0.031	22.143	0.219	22.142	0.232	115000	1.000	20.642	0.026	20.580	0.070	20.798	0.161	115000	0.999	19.857	0.037	19.809	0.118	19.519	0.087	16892216	0.999	19.510	0.050	19.407	0.070	19.280	0.127	115000	0.999	19.262	0.105	19.444	0.087	19.515	0.077	115000	0.598
PSO J085121.221+114915.988	122181328384135830	08 51 21.212	+11 49 15.99	0.010	0.004	65	0.249382384353673	1534	96	503635968	60	08 51 21.221	+11 49 15.99	0.001	0.001	56159.67105324	5	6	19	14	16	10	0.999	21.443	0.068	21.509	0.109	21.670	0.079	115000	0.999	20.203	0.029	20.327	0.048	20.541	0.125	115000	0.999	18.949	0.007	19.148	0.011	19.033	0.024	115000	1.000	18.410	0.009	18.548	0.013	18.465	0.019	115000	0.999	18.109	0.016	18.422	0.126	18.329	0.137	115000	0.609
PSO J085118.556+114814.113	122161328272345109	08 51 18.548	+11 48 14.09	0.121	0.121	2	0.197463610393427	1534	96	302067712	36			-999.000	-999.000	56307.87560185	0	0	1	1	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.993	21.787	0.182	21.421	0.257	21.427	0.182	280	0.998	21.639	0.160	21.403	0.245	21.234	0.160	280	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.619
PSO J085122.711+114847.350	122171328447146262	08 51 22.712	+11 48 47.35	0.015	0.015	3	0.893587182176846	1534	96	268959744	32			-999.000	-999.000	57052.35405093	0	0	3	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.523	18.166	0.211	17.538	0.013	19.658	1.038	4120	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.636
PSO J085121.340+114808.241	122161328389063238	08 51 21.332	+11 48 08.24	0.014	0.020	62	0.448342932805738	1534	96	436527104	52	08 51 21.341	+11 48 08.24	0.001	0.001	56027.88818287	5	11	15	9	15	12	1.000	19.509	0.020	19.564	0.036	19.525	0.021	115000	0.999	18.858	0.009	18.950	0.025	18.887	0.025	115000	0.999	18.601	0.024	18.677	0.000	18.631	0.000	16892216	1.000	18.457	0.016	18.421	0.068	18.321	0.085	115000	0.999	18.395	0.036	18.544	0.042	18.484	0.049	115000	0.651
PSO J085122.792+114848.894	122171328449776735	08 51 22.793	+11 48 48.89	0.015	0.015	3	0.919046693406111	1534	96	277348352	33			-999.000	-999.000	56059.72993056	0	0	1	0	0	2	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.688	16.341	0.006	-999.000	-999.000	16.037	0.006	16777232	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.585	17.432	0.000	-999.000	-999.000	17.230	0.000	16781328	0.659
PSO J085117.537+114831.589	122171328230780867	08 51 17.557	+11 48 31.04	0.030	0.030	2	0.502342313064581	1534	96	436285440	52	08 51 17.537	+11 48 31.59	0.001	0.001	57008.64837963	1	0	0	2	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.965	19.732	0.001	-999.000	-999.000	-999.000	-999.000	17464	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.661
PSO J085122.250+114816.657	122161328427226028	08 51 22.242	+11 48 16.63	0.078	0.078	2	0.252923277442272	1534	96	302067712	36			-999.000	-999.000	55947.51163194	0	1	0	0	0	1	1.000	20.828	0.077	20.430	0.139	19.963	0.077	16777496	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.598	18.540	0.210	-999.000	-999.000	19.369	0.210	4112	0.679
PSO J085118.925+114805.989	122161328287312473	08 51 18.917	+11 48 05.97	0.054	0.054	3	0.0930803167569268	1534	96	436281344	52	08 51 18.923	+11 48 05.82	0.001	0.001	56586.23344907	3	0	1	1	1	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	16416	0.961	21.814	0.178	21.418	0.198	21.635	0.178	16688	0.999	20.359	0.058	19.223	0.050	19.360	0.058	16892984	0.997	21.094	0.185	20.309	0.208	20.625	0.185	115000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	114720	0.686
PSO J085122.916+114849.406	122171328455166964	08 51 22.900	+11 48 49.38	0.057	0.037	61	0.193458737054336	1534	96	906289152	108	08 51 22.917	+11 48 49.41	0.001	0.001	55727.07050926	4	9	13	13	16	10	-999.000	12.909	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	12.609	-999.000	-999.000	-999.000	-999.000	-999.000	114724	-999.000	12.508	-999.000	-999.000	-999.000	-999.000	-999.000	16420	-999.000	12.477	-999.000	-999.000	-999.000	-999.000	-999.000	114724	0.999	12.456	0.004	12.496	0.006	12.455	0.004	115000	0.686
PSO J085118.401+114810.616	122161328266864060	08 51 18.393	+11 48 10.59	0.036	0.036	2	0.0582194198465156	1534	96	302067712	36			-999.000	-999.000	56614.60131944	0	0	0	0	1	1	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	1.000	19.588	0.034	-999.000	-999.000	19.649	0.034	1048	0.998	19.158	0.165	18.114	0.169	18.654	0.165	16777488	0.688
PSO J085122.046+114914.525	122181328418565335	08 51 22.039	+11 49 14.47	0.022	0.024	68	0.46020959546809	1534	96	436527104	52	08 51 22.047	+11 49 14.53	0.001	0.001	56122.36054398	5	9	16	14	15	14	0.999	21.407	0.044	21.504	0.087	21.515	0.053	115000	1.000	20.299	0.018	20.450	0.082	20.485	0.139	115000	0.999	19.264	0.029	19.327	0.015	19.237	0.012	115000	1.000	18.771	0.016	18.931	0.022	18.819	0.025	115000	0.999	18.567	0.033	18.846	0.028	18.781	0.019	115000	0.702
PSO J085123.000+114849.206	122171328458096857	08 51 22.992	+11 48 49.18	0.020	0.020	2	0.982651315613325	1534	96	310456320	37			-999.000	-999.000	56489.66368056	0	0	2	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.848	17.145	0.025	13.149	0.001	15.697	0.025	16777752	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.708
PSO J085119.314+114924.163	122181328304768543	08 51 19.314	+11 49 24.16	-999.000	-999.000	2	0.0624455419019289	1534	96	268959744	32			-999.000	-999.000	-999	0	2	0	0	0	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	24	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0	0.714
