┬á	Cluster_Name	UCAC4	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	ePos	EpRA	EpDE	f.mag	a.mag	e_a.mag	of	db	Na	Nu	Nc	pmRA	e_pmRA	pmDE	e_pmDE	Jmag	e_Jmag	q_Jmag	Hmag	e_Hmag	q_Hmag	Kmag	e_Kmag	q_Kmag	Bmag	e_Bmag	Vmag	e_Vmag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	g	c	H	A	b	h	Z	B	L	N	S	OutFlag	P_M1	P_M2_kinem	P_M2_join	P_M3	ClassM1	ClassM2	ClassM3
321	NGC_2682	509-047375	132.936	21	11.7794	44	50	1996.99	1996.11	12.767	12.738	0.05	1	34	6	6	4	-4.5	1.5	-1.1	3.5	11.357	0.02	5	10.918	0.02	5	10.822	0.02	5	13.898	10	13	6	13.461	21	12.718	5	12.537	15	0	0	0	2	0	0	2	0	0	2	0	0	0.9	0.85	0.89	0.79	1	1	1
322	NGC_2682	509-047376	132.936	34	11.7503	27	45	1996.15	1996.27	13.256	13.241	0.06	1	0	6	6	4	0.1	2.5	-9.9	2.1	12.288	0.02	5	12.039	0.02	5	11.969	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	3	0	0	1	0	0	1	0	0	0.17	0.26	0.36	0.03	0	0	0
323	NGC_2682	509-047377	132.937	42	11.6497	16	45	1998.15	1998.95	13.46	13.457	0.07	1	0	6	6	4	-13.2	3.7	-1.5	1.6	12.492	0.02	5	12.245	0.02	5	12.181	0.02	5	14.333	0	13.596	1	13.887	1	13.42	1	13.392	1	0	0	0	1	0	0	1	0	0	1	0	0	0.89	1	1	0.8	1	1	1
324	NGC_2682	509-047378	132.938	32	11.7961	42	56	1992.98	1995.96	11.245	11.22	0.02	1	0	6	6	4	-7.6	2.2	1.1	3.3	9.684	0.02	5	9.183	0.02	5	9.045	0.02	5	12.532	1	11.497	1	12.057	21	11.207	6	10.971	14	0	0	0	0	0	0	1	0	0	1	0	0	0.83	0.95	0.97	0.55	1	1	1
325	NGC_2682	509-047379	132.94	99	11.7029	93	235	1964.48	1967.92	16.443	16.557	-9999.99	0	0	1	1	2	-2.5	4.2	2.8	3.8	16.021	0.08	5	15.546	0.12	6	15.541	0.2	7	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.16	0.26	0.39	0.06	0	0	0
326	NGC_2682	509-047380	132.941	24	11.6459	43	53	1999.57	1994.21	14.297	14.231	0.08	1	0	6	6	3	26.4	3.1	-12.8	3.6	13.146	0.02	5	12.849	0.02	5	12.754	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0
327	NGC_2682	509-047381	132.942	30	11.7359	15	34	1995.83	1995.72	13.243	13.235	0.06	1	0	6	6	4	-13.4	2	-5.3	1.1	12.32	0.02	5	12.064	0.02	5	12	0.02	5	13.982	9	13.41	5	13.701	22	13.26	6	13.218	14	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.91	1	1	1
328	NGC_2682	509-047382	132.942	15	11.6051	16	24	1985.2	1993.57	10.995	10.976	0.01	0	0	6	6	7	-14.9	0.6	-56.7	0.8	9.833	0.02	5	9.495	0.02	5	9.373	0.02	5	11.864	6	11.166	2	11.563	26	10.983	3	10.856	11	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
329	NGC_2682	509-047383	132.943	24	11.7741	19	31	1995.41	1996.78	13.298	13.252	0.07	1	0	6	6	4	-9.5	1.6	-8.3	1.4	12.321	0.02	5	12.041	0.02	5	11.987	0.02	5	13.999	10	13.431	7	13.713	23	13.275	4	13.206	15	0	0	0	1	0	0	1	0	0	1	0	0	0.92	1	1	0.86	1	1	1
330	NGC_2682	509-047384	132.944	15	11.7495	45	48	1997.21	1997.19	12.777	12.763	0.05	1	0	6	4	4	2.9	1.1	-16.2	3.3	11.822	0.02	5	11.601	0.02	5	11.558	0.02	5	13.383	9	12.89	6	13.157	23	12.765	4	12.732	14	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
331	NGC_2682	509-047386	132.946	26	11.7083	27	38	1997.16	1998.04	15.11	15.107	0.11	1	0	6	6	2	-11.8	2	-6.6	2.3	13.878	0.02	5	13.467	0.03	5	13.418	0.03	5	16.137	2	15.279	2	15.628	1	15.024	1	14.889	1	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.92	1	1	1
332	NGC_2682	509-047387	132.947	77	11.6121	50	106	1983.86	1995.73	15.927	15.75	0.17	0	0	3	3	2	0.9	3.2	-6.1	3.3	14.505	0.03	5	14.111	0.04	5	13.97	0.04	5	16.957	10	16.081	10	16.395	3	15.781	6	15.457	22	0	0	0	0	0	0	0	0	0	1	0	0	0.46	0.16	0.12	0.19	0	0	0
333	NGC_2682	509-047388	132.948	42	11.7451	23	50	1994.46	1998.46	14.635	14.622	0.08	1	0	6	6	3	-2.7	3.1	-7.7	2.2	13.416	0.02	5	13.067	0.03	5	13.004	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.84	0.72	0.76	0.54	1	1	1
334	NGC_2682	509-047389	132.948	21	11.786	20	29	1997.69	1998.89	14.189	14.192	0.07	1	0	6	6	3	-10.8	1.9	-5.3	2.2	12.88	0.02	5	12.496	0.03	5	12.372	0.02	5	15.167	8	14.356	6	14.758	22	14.098	5	13.976	13	0	0	0	0	0	0	7	0	0	7	0	0	0.93	1	1	0.95	1	1	1
335	NGC_2682	509-047390	132.952	17	11.7064	17	25	1995.61	1996.4	13.974	13.858	0.08	1	0	6	6	3	-9.5	1.3	-5.4	1.4	12.878	0.02	5	12.593	0.02	5	12.54	0.02	5	14.666	9	14.06	6	14.384	24	13.911	4	13.819	11	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
336	NGC_2682	509-047391	132.952	108	11.7253	106	333	1959.76	1959.21	16.059	-9999.99	-9999.99	1	0	1	1	2	-6	5.2	-5.2	5.2	14.911	0.04	5	14.291	0.04	5	14.215	0.06	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	7	0	0	0.93	0.98	0.99	0.93	1	1	1
337	NGC_2682	509-047392	132.953	58	11.7932	52	80	1996.45	1998.65	14.687	14.62	0.1	1	0	6	6	3	-14.8	4.7	-19.9	5.1	13.365	0.02	5	12.976	0.03	5	12.899	0.02	5	15.595	14	14.827	7	15.228	20	14.618	7	14.489	14	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
338	NGC_2682	509-047393	132.953	29	11.7519	53	66	1996.29	1988.99	15.03	15.044	0.13	1	0	4	4	2	-16.3	2	-8.4	2.4	12.774	0.03	25	12.158	0.99	2	12.016	0.99	2	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.5	0.95	0.96	0.55	0	1	1
339	NGC_2682	509-047394	132.954	35	11.7277	38	54	1994.24	1994.99	15.121	15.076	0.09	1	0	5	4	2	-6.5	2	-4.7	2.3	13.845	0.03	5	13.453	0.03	5	13.337	0.03	5	16.177	6	15.301	8	15.756	21	15.006	5	14.854	5	0	0	0	0	0	0	0	0	0	1	0	0	0.92	0.99	0.99	0.94	1	1	1
340	NGC_2682	509-047395	132.957	21	11.6662	22	30	1999.87	2000.1	14.407	14.373	0.1	1	0	6	6	2	-12.7	2.9	-5	3.5	13.169	0.02	5	12.78	0.02	5	12.707	0.02	5	15.483	7	14.641	3	15.093	24	14.397	3	14.291	13	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
341	NGC_2682	509-047396	132.959	44	11.7501	19	48	1997.97	1998.95	13.695	13.07	0.07	1	25	5	5	3	-17	3.4	9.2	1.7	12.135	0.99	2	12.314	0.03	25	12.116	0.05	24	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	8	0	0	0	0	0	4	0	0	0	0.25	0	0	0	0	0
342	NGC_2682	509-047397	132.959	13	11.7686	17	23	1991.61	1989.94	10.523	10.496	0.01	1	0	6	6	6	-10.3	0.7	-3.1	0.8	9.124	0.03	5	8.661	0.03	5	8.554	0.02	5	11.712	10	10.77	7	11.25	22	10.494	6	10.296	15	0	0	0	1	1	0	1	1	0	1	0	0	0.93	1	1	0.94	1	1	1
343	NGC_2682	509-047399	132.961	19	11.6094	15	24	1996.8	1997.93	13.333	13.345	0.07	0	1	6	6	3	-11.8	1.5	-1.2	1.4	12.471	0.02	5	12.257	0.02	5	12.197	0.02	5	13.902	6	13.431	3	13.697	25	13.328	2	13.308	11	0	0	0	2	0	0	2	0	0	0	0	0	0.91	1	1	0.84	1	1	1
344	NGC_2682	509-047400	132.962	37	11.7962	62	85	1993.16	1982.26	15.608	15.462	0.04	1	0	3	2	2	-5.3	2	-1.2	2.5	13.732	0.03	5	13.162	0.03	5	12.951	0.03	5	17.226	15	15.927	17	16.609	16	15.542	7	15.116	21	0	0	0	0	0	0	0	0	0	1	0	0	0.91	0.92	0.94	0.83	1	1	1
345	NGC_2682	509-047401	132.963	24	11.6174	29	37	1998.3	1999.3	13.186	13.183	0.06	1	0	6	6	4	-17.3	2	5.9	3.2	12.251	0.02	5	12.035	0.02	5	11.966	0.02	5	13.841	8	13.331	5	13.657	30	13.23	4	13.101	3	0	0	0	1	0	0	7	0	0	7	0	0	0	0.54	0	0	0	0	0
346	NGC_2682	509-047402	132.965	22	11.7473	24	32	1998.37	1998.6	14.657	14.652	0.1	1	0	5	5	2	1.5	2	-9.3	2.2	13.198	0.02	5	12.82	0.03	5	12.594	0.02	5	15.916	12	14.898	10	15.482	30	14.616	6	14.412	18	0	0	0	0	0	0	0	0	0	1	0	0	0.08	0.11	0.14	0.02	0	0	0
347	NGC_2682	509-047403	132.966	134	11.6131	23	154	1993.65	1996.43	14.069	14.064	0.09	0	0	6	6	3	-13.1	11.3	2.3	2.2	13.059	0.02	5	12.773	0.02	5	12.762	0.02	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	1	0	0	1	0	0	0.4	0.97	0.94	0.11	0	1	0
348	NGC_2682	509-047404	132.967	43	11.6223	44	63	1995.63	1996.95	15.502	15.435	0.2	1	0	4	4	2	-6.7	2.8	-9.6	3.3	13.764	0.02	5	13.186	0.03	5	13.073	0.03	5	16.963	8	15.773	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.86	0.99	0.97	0.59	1	1	1
349	NGC_2682	509-047405	132.97	47	11.7355	38	65	1988.95	1994.99	15.356	15.364	0.13	1	0	3	3	2	-9.5	2.1	-4.1	2.3	14.093	0.03	5	13.705	0.04	5	13.651	0.04	5	16.537	11	15.744	5	16.124	20	15.423	5	15.169	3	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	1	0.95	1	1	1
350	NGC_2682	509-047406	132.97	52	11.7766	54	87	1984.83	1987.67	15.749	15.728	0.13	1	0	2	2	2	-12.7	2.2	-6	2.4	13.961	0.03	5	13.429	0.03	5	13.282	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.92	1	1	0.92	1	1	1
351	NGC_2682	509-047407	132.971	32	11.6816	25	44	1993.36	1994.8	13.242	13.214	0.06	1	0	6	6	4	-11.8	2.2	-3.7	1.7	12.251	0.02	5	11.984	0.02	5	11.905	0.02	5	13.964	7	13.364	5	13.697	23	13.228	3	13.148	13	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.93	1	1	1
352	NGC_2682	509-047408	132.973	14	11.6424	18	23	1998.1	1998.72	12.555	12.539	0.05	1	0	6	5	4	-9.3	1.3	-8.3	1.6	11.567	0.02	5	11.312	0.02	5	11.276	0.02	5	13.278	6	12.693	4	13.018	23	12.544	3	12.485	11	0	0	0	1	0	0	1	0	0	5	0	0	0.92	1	1	0.86	1	1	1
353	NGC_2682	509-047409	132.974	31	11.7763	43	56	1995.63	1993.14	15.318	15.265	0.12	1	0	4	4	2	-7.6	2	-5.1	2.3	13.91	0.03	5	13.52	0.03	5	13.386	0.03	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.9	1	1	0.95	1	1	1
354	NGC_2682	509-047410	132.975	102	11.6513	26	114	1994.66	1998.98	14.293	14.431	0.16	1	0	6	6	3	0	8.7	2.1	3	13.313	0.02	5	12.987	0.02	5	12.949	0.03	5	15.211	7	14.536	1	14.898	23	14.36	3	14.271	12	0	0	0	0	0	0	1	0	0	1	0	0	0.06	0.09	0.08	0.04	0	0	0
355	NGC_2682	509-047411	132.975	59	11.7242	60	97	1985.16	1987.15	15.976	16.03	0.23	1	0	2	2	2	-9.9	2.5	-7.1	2.6	14.382	0.03	5	13.909	0.04	5	13.759	0.04	5	17.219	16	16.31	8	16.81	18	15.9	9	15.68	19	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.92	1	1	1
356	NGC_2682	509-047412	132.978	106	11.6051	105	166	1990.07	1988.62	16.379	16.492	-9999.99	0	0	1	1	2	-5.5	5.1	-16.6	4.8	14.764	0.04	5	14.135	0.04	5	13.957	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0.09	0.05	0	0	0	0
357	NGC_2682	509-047413	132.978	95	11.643	95	157	1986.03	1985.09	16.234	15.812	0.3	1	0	2	2	2	-3	4.1	-15.8	4	14.82	0.03	5	14.299	0.04	5	14.149	0.05	5	18.073	24	16.759	1	17.133	1	16.68	1	15.709	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0.1	0.08	0	0	0	0
358	NGC_2682	509-047414	132.979	15	11.674	22	27	1994.5	1995.76	11.336	11.318	0.02	1	0	6	4	7	-23.8	0.9	-44.1	1.4	10.347	0.02	5	10.102	0.02	5	10.031	0.02	5	12.023	7	11.46	4	11.774	23	11.325	3	11.268	11	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0
359	NGC_2682	509-047415	132.979	17	11.6806	14	24	1997.98	1991.38	13.825	13.855	0.12	1	0	6	6	3	-6.7	2	-5.2	1.1	12.735	0.02	5	12.432	0.02	5	12.341	0.02	5	14.787	7	14.058	5	14.449	22	13.874	5	13.76	11	0	0	0	0	0	0	1	0	0	1	0	0	0.92	0.99	0.99	0.94	1	1	1
360	NGC_2682	509-047416	132.98	87	11.6612	36	95	1998.71	1997.98	14.243	14.189	0.1	1	0	6	6	3	4.2	9.9	-7.8	3.7	13.176	0.02	5	12.889	0.03	5	12.83	0.02	5	15.043	6	14.393	4	14.732	22	14.214	4	14.158	12	0	0	0	0	0	0	1	0	0	1	0	0	0.01	0.01	0.01	0	0	0	0
361	NGC_2682	509-047417	132.982	48	11.7275	50	77	1987.65	1989.56	16.051	15.86	0.25	1	0	3	3	2	-5.7	2.1	-6.7	2.3	14.13	0.03	5	13.661	0.03	5	13.495	0.03	5	17.222	11	16.077	3	16.702	26	15.765	7	15.431	14	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.98	0.97	0.88	1	1	1
362	NGC_2682	509-047418	132.983	23	11.6538	22	33	1997.95	1996.83	14.578	14.548	0.12	1	0	4	4	2	-3.3	2.8	-10.6	2.4	13.369	0.02	5	13.022	0.03	5	12.958	0.03	5	-9999.99	-9999.99	14.36	1	-9999.99	-9999.99	14.127	1	14.114	3	0	0	0	0	0	0	1	0	0	0	0	0	0.51	0.71	0.63	0.11	1	1	0
363	NGC_2682	509-047419	132.984	38	11.6511	41	57	1997.17	1999.73	14.031	14.119	0.08	1	0	4	4	3	-8.3	4	0.8	6.4	13.017	0.02	5	12.726	0.02	5	12.664	0.02	5	-9999.99	-9999.99	13.994	1	-9999.99	-9999.99	13.85	1	13.592	2	0	0	0	0	0	0	1	0	0	1	0	0	0.86	0.98	0.97	0.63	1	1	1
364	NGC_2682	509-047420	132.986	46	11.7903	23	66	1986.56	1998.05	14.303	14.312	0.13	1	0	4	4	3	-9.8	3.1	-5	2	13.174	0.02	5	12.899	0.03	5	12.813	0.03	5	15.098	11	14.406	6	14.737	22	14.246	6	14.14	11	0	0	0	0	0	0	1	0	0	1	0	0	0.91	1	1	0.95	1	1	1
365	NGC_2682	509-047421	132.986	59	11.7818	60	99	1985.53	1984.61	16.002	16.216	0.15	1	0	2	1	2	-2.9	2.5	-8	2.5	14.364	0.03	5	13.83	0.04	5	13.625	0.04	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.83	0.74	0.74	0.52	1	1	1
366	NGC_2682	509-047422	132.991	39	11.7628	49	68	1992.37	1990.36	15.273	15.479	0.33	1	0	4	3	2	-13.4	2	-9	2.4	13.661	0.02	5	13.174	0.03	5	12.967	0.02	5	16.426	0	15.468	1	16.002	22	15.188	6	14.945	15	0	0	0	0	0	0	0	0	0	1	0	0	0.78	0.99	0.99	0.71	1	1	1
367	NGC_2682	509-047423	132.993	65	11.646	56	92	1990.23	1994.32	15.982	16.068	0.09	1	0	2	2	2	-6.7	3.1	5.5	3.3	14.567	0.04	5	14.038	0.04	5	13.982	0.05	5	16.982	5	16.017	4	16.575	21	15.813	4	15.531	20	0	0	0	0	0	0	0	0	0	3	0	0	0.02	0.48	0.43	0	0	0	0
368	NGC_2682	509-047424	132.994	15	11.7814	16	23	1990.77	1994.25	12.332	12.337	0.04	1	0	4	4	4	-15.5	0.8	4.9	0.9	11.264	0.02	5	10.988	0.02	5	10.907	0.02	5	13.095	10	12.495	7	12.789	20	12.323	5	12.219	11	0	0	0	1	0	0	1	0	0	1	0	0	0	0.72	0.7	0	0	1	0
369	NGC_2682	509-047425	132.996	87	11.7305	97	215	1971.86	1965.12	16.437	16.242	-9999.99	1	0	1	1	2	6.3	3.4	2.9	4.1	14.574	0.03	5	14.062	0.05	5	13.844	0.05	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
370	NGC_2682	509-047426	132.996	17	11.697	19	34	1986.17	1989.34	14.607	14.582	0.11	1	0	4	4	3	-11.9	1.3	-2.6	1.4	13.437	0.02	5	13.1	0.03	5	13.052	0.03	5	15.462	6	14.752	6	15.132	23	14.551	4	14.463	12	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.91	1	1	1
371	NGC_2682	509-047427	132.996	89	11.7355	96	189	1976.97	1970.47	16.226	16.408	0.29	1	0	2	2	2	-5.8	3.4	-16.2	3.8	15.342	0.05	5	14.806	0.06	5	14.664	0.08	5	17.704	1	16.549	1	-9999.99	-9999.99	-9999.99	-9999.99	15.852	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0.12	0.11	0	0	0	0
372	NGC_2682	509-047428	133.011	27	11.6006	37	47	1998.41	1995.56	14.581	14.608	0.14	1	0	3	2	3	2.3	2.7	-10.4	2.9	13.438	0.02	5	13.077	0.03	5	13.037	0.03	5	15.364	2	14.714	1	15.093	23	14.547	4	14.386	4	0	0	0	0	0	0	1	0	0	1	0	0	0.01	0.06	0.04	0	0	0	0
373	NGC_2682	509-047429	133.012	19	11.7677	17	26	1994.97	1996.32	13.068	13.064	0.08	1	0	4	4	4	-11.2	1.2	-4.5	1.1	12.075	0.02	5	11.811	0.03	5	11.736	0.02	5	13.793	10	13.211	7	13.483	19	13.049	6	12.982	12	0	0	0	1	0	0	1	0	0	1	0	0	0.93	1	1	0.94	1	1	1
374	NGC_2682	509-047430	133.012	81	11.7511	74	192	1961.91	1974.84	15.879	15.653	0.18	1	0	2	2	2	19.3	3.7	-18.2	2.9	14.642	0.03	5	14.219	0.05	5	14.119	0.05	5	16.857	8	15.967	1	16.305	3	15.792	10	15.48	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
375	NGC_2682	509-047431	133.014	38	11.7112	38	56	1993.51	1995.26	15.21	15.017	0.13	1	35	4	4	2	-24.1	2.1	8.9	2.4	13.661	0.03	4	13.384	0.05	4	13.231	0.04	5	15.867	10	15.009	5	15.456	20	14.716	3	14.52	9	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
376	NGC_2682	509-047433	133.015	23	11.7967	36	49	1997.24	1989.66	14.504	14.467	0.13	1	0	4	4	3	-10.7	1.9	-7.3	2.4	13.367	0.02	5	13.084	0.03	5	13.024	0.03	5	15.293	13	14.603	8	14.939	22	14.415	7	14.27	6	0	0	0	0	0	0	1	0	0	1	0	0	0.93	1	1	0.91	1	1	1
377	NGC_2682	509-047434	133.015	16	11.69	22	28	1995.4	1995.98	12.598	12.607	0.05	1	0	4	4	5	-6.9	1.1	-4.1	1.5	11.634	0.02	5	11.365	0.02	5	11.306	0.02	5	13.309	8	12.731	4	13.04	21	12.596	4	12.515	9	0	0	0	1	0	0	1	0	0	1	0	0	0.91	0.99	0.99	0.94	1	1	1
378	NGC_2682	509-047435	133.017	145	11.7192	140	323	1969.65	1968.18	16.536	16.301	-9999.99	1	0	1	1	2	9.9	5.8	-13.5	5.7	15.287	0.05	5	14.803	0.06	5	14.52	0.08	5	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
379	NGC_2682	509-047436	133.018	65	11.6	64	99	1990.23	1992.35	15.784	15.747	0.19	1	0	2	2	2	-7	3.1	-9.8	3.4	14.127	0.03	5	13.567	0.03	5	13.437	0.03	5	17.421	1	16.092	1	16.811	2	15.83	2	15.313	17	0	0	0	0	0	0	0	0	0	1	0	0	0.84	0.99	0.98	0.56	1	1	1
380	NGC_2682	509-047437	133.021	28	11.7939	29	41	1996.87	1997.54	14.889	14.826	0.12	1	0	4	4	2	6.9	2	-10.7	2.3	13.651	0.03	5	13.331	0.03	5	13.213	0.03	5	15.844	14	15.083	6	15.437	20	14.829	3	14.678	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
381	NGC_2682	509-047438	133.021	32	11.7726	24	41	1995.92	1998.71	14.641	14.64	0.12	1	0	4	4	2	-10.1	2.1	-6.5	2.3	13.386	0.02	5	13.031	0.03	5	12.921	0.02	5	15.58	11	14.811	5	15.208	17	14.626	7	14.478	10	0	0	0	0	0	0	0	0	0	1	0	0	0.93	1	1	0.93	1	1	1
382	NGC_2682	509-047439	133.023	42	11.7789	37	60	1991.17	1995.06	15.451	15.466	0.22	1	0	2	2	2	3.9	2.1	-4.2	2.3	14.239	0.03	5	13.861	0.03	5	13.775	0.04	5	16.415	5	15.657	9	16.027	22	15.428	4	15.265	20	0	0	0	0	0	0	0	0	0	1	0	0	0.04	0.01	0.01	0.02	0	0	0
383	NGC_2682	509-047441	133.024	17	11.7068	25	32	1994.96	1992.38	13.606	13.626	0.12	1	0	4	4	3	-10.3	1.2	-3.7	1.5	12.515	0.02	5	12.212	0.03	5	12.105	0.02	5	14.347	10	13.76	5	14.05	20	13.589	6	13.499	9	0	0	0	0	0	0	1	0	0	1	0	0	0.92	1	1	0.95	1	1	1
384	NGC_2682	509-047442	133.026	27	11.6447	18	32	1998.26	1999.05	13.356	13.348	0.1	1	0	4	3	3	-3.7	2.6	-5.6	2	12.315	0.02	5	12.054	0.02	5	11.992	0.02	5	14.014	7	13.473	5	13.733	20	13.318	3	13.235	7	0	0	0	0	0	0	1	0	0	1	0	0	0.92	0.86	0.86	0.83	1	1	1
385	NGC_2682	509-047443	133.027	21	11.6253	26	33	1998.86	1998.61	14.54	14.638	0.11	1	0	4	4	3	-7.6	2.4	-4.1	2.9	13.384	0.02	5	13.018	0.02	5	12.954	0.02	5	15.453	9	14.717	1	15.11	24	14.53	3	14.398	4	0	0	0	0	0	0	1	0	0	1	0	0	0.89	1	1	0.95	1	1	1
386	NGC_2682	509-047444	133.027	34	11.6708	29	45	1997.95	1999.44	14.876	15.008	0.22	1	0	4	4	2	4.7	2.9	-22.8	3.4	13.653	0.03	5	13.25	0.03	5	13.172	0.03	5	16.081	6	15.201	7	15.666	23	14.936	6	14.779	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
387	NGC_2682	509-047445	133.03	38	11.7858	25	48	1992.2	1997.75	14.601	14.688	0.13	1	0	4	3	3	0.1	2.1	-3.4	2.2	13.575	0.03	5	13.306	0.03	5	13.243	0.03	5	15.432	9	14.814	9	15.113	20	14.633	6	14.543	11	0	0	0	0	0	0	1	0	0	1	0	0	0.65	0.23	0.19	0.41	1	0	0
388	NGC_2682	509-047446	133.033	47	11.7598	48	74	1989.48	1990.18	15.933	16.324	0.34	1	0	2	2	2	0	2.2	-4.9	2.3	15.073	0.04	5	14.713	0.07	5	14.559	0.08	5	17.045	13	16.398	9	16.838	27	16.222	5	16.136	9	0	0	0	0	0	0	0	0	0	1	0	0	0.68	0.26	0.24	0.4	1	0	0
389	NGC_2682	509-047447	133.035	33	11.6226	35	48	1997.99	1998.76	15.202	15.156	0.01	1	0	2	2	2	5.1	2.8	-10.8	3.4	13.975	0.02	5	13.658	0.03	5	13.532	0.04	5	15.967	5	15.277	6	15.609	22	15.092	4	14.953	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
390	NGC_2682	509-047448	133.035	114	11.6586	62	153	1983.01	1994.9	16.169	16.137	0.04	1	0	2	2	2	-6.9	4.7	-7.2	3.8	14.565	0.04	5	13.868	0.04	5	13.792	0.05	5	17.615	13	16.458	1	17.112	1	16.223	1	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.93	0.99	1	0.89	1	1	1
391	NGC_2682	509-047449	133.038	174	11.6162	149	362	1967.9	1972.82	16.579	16.569	-9999.99	1	0	1	1	2	-1.5	7.2	-7.8	5.9	14.74	0.03	5	14.062	0.04	5	13.954	0.04	5	18.637	37	17.227	1	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	0	0	0	0	0	0	0	0	0	1	0	0	0.73	0.51	0.54	0.35	1	1	0
392	NGC_2682	509-047450	133.039	31	11.6466	29	42	1998.64	1999.51	15.031	14.989	0.11	1	0	4	4	2	-11.9	2.9	2.7	3.5	13.648	0.03	5	13.349	0.03	5	13.248	0.02	5	15.861	3	15.066	4	15.498	21	14.864	4	14.735	10	0	0	0	0	0	0	0	0	0	1	0	0	0.4	0.97	0.98	0.1	0	1	0
